price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
545000,4,2.25,2030,11585,1,0,0,4,7,1590,440,1967,0,98052,47.6561,-122.13,1960,8977
400000,4,1.75,1850,6480,1,0,0,4,7,1120,730,1958,0,98108,47.5525,-122.313,1610,5040
248000,5,1.75,2190,16788,1,0,2,3,8,1380,810,1978,0,98030,47.3764,-122.176,1920,8366
387500,3,3.25,1860,2218,3,0,0,3,8,1860,0,2001,0,98125,47.7185,-122.313,1860,2218
359000,5,1.75,1940,6654,1.5,0,0,4,7,1940,0,1953,0,98166,47.4663,-122.359,2300,9500
372000,4,2.5,2070,8658,2,0,0,3,8,2070,0,1999,0,98178,47.5072,-122.257,2010,7215
220000,3,1.5,1600,10548,1,0,0,4,7,1600,0,1962,0,98001,47.2925,-122.284,2880,13609
1103990,4,3.5,2760,5040,2,0,2,3,9,2760,0,1955,2005,98117,47.6756,-122.401,2370,5760
281000,3,1.5,1280,974,3,0,0,3,7,1280,0,2003,0,98125,47.7162,-122.293,1420,1422
286000,2,1,1170,6543,1,0,0,3,7,1170,0,1913,0,98136,47.537,-122.385,1550,7225
324950,3,1,1240,7500,1,0,0,4,7,1240,0,1976,0,98074,47.6199,-122.062,1240,9750
520000,3,1.75,2080,6609,1,0,0,3,7,1280,800,1950,0,98115,47.6883,-122.3,1680,6270
528000,5,2.25,2940,38009,1,0,0,3,8,1700,1240,1977,0,98077,47.7653,-122.077,2620,38300
225000,3,1.75,1580,14400,1,0,0,4,7,1580,0,1981,0,98001,47.2598,-122.281,1480,9600
246000,4,1.75,1720,7455,1,0,0,4,7,1020,700,1963,0,98058,47.4669,-122.182,1720,7700
832600,4,1,1640,4200,1.5,0,0,3,7,1640,0,1925,0,98103,47.6601,-122.332,1730,3990
345000,2,1,970,10423,1,0,0,3,7,970,0,1947,0,98133,47.7252,-122.331,1200,7857
917500,4,2.5,3880,35003,2,0,0,3,10,2570,1310,1984,0,98033,47.6477,-122.182,3740,35230
240000,4,1.5,1780,14810,1,0,0,4,8,1180,600,1950,0,98032,47.3581,-122.288,1450,6728
902000,4,2.25,2530,9200,1,0,0,5,9,1570,960,1976,0,98006,47.5612,-122.152,3030,9400
438000,3,1,1200,4000,1.5,0,0,4,6,1200,0,1923,0,98144,47.5881,-122.299,1390,4000
436000,3,2.5,1150,1193,2,0,0,3,8,1020,130,2006,0,98107,47.6684,-122.365,1450,1640
1740000,5,3.25,3930,5500,2,0,0,3,9,2910,1020,2014,0,98033,47.6802,-122.208,2040,5115
585188,3,2.25,2230,10026,1,0,0,3,8,1430,800,1975,0,98052,47.6647,-122.153,2230,9340
380000,4,1,1200,2171,1.5,0,0,3,7,1200,0,1933,0,98133,47.7076,-122.342,1130,1598
655000,3,2.5,2370,7916,2,0,0,3,9,2370,0,1990,0,98056,47.528,-122.171,2500,8221
930000,2,1.5,1800,4500,1,0,2,3,7,1000,800,1942,0,98109,47.6305,-122.347,2270,3840
365000,3,2.25,2860,8458,2,0,0,3,7,2860,0,1983,0,98058,47.4269,-122.148,1760,8458
255000,3,1.75,1550,9720,1,0,0,3,7,1050,500,1976,0,98010,47.3433,-122.037,1550,9750
975000,4,2.5,3020,4950,1.5,0,0,4,9,2020,1000,1921,0,98112,47.6467,-122.304,2300,5450
515000,3,2.5,2130,219978,2,0,0,3,8,2130,0,1986,0,98077,47.7754,-122.032,3340,217800
572500,3,2.25,2030,9791,1,0,0,4,8,1500,530,1984,0,98059,47.534,-122.161,2030,11031
641000,4,3.25,2760,4104,2,0,0,3,8,1900,860,2014,0,98056,47.5286,-122.187,2760,5186
852000,4,2.5,2620,7328,2,0,0,3,8,2620,0,1983,0,98118,47.5514,-122.263,1670,5080
530000,5,2.75,3230,13572,1,0,2,3,8,1880,1350,1965,0,98166,47.4393,-122.347,2910,15292
275000,3,1.75,1180,6260,1,0,0,4,8,1180,0,1993,0,98038,47.3531,-122.048,1580,7272
436000,4,2.5,2640,3899,2,0,0,3,7,2640,0,2000,0,98011,47.754,-122.217,2460,4057
695000,3,3.25,3080,12100,2,0,0,3,8,2080,1000,1984,0,98117,47.695,-122.399,2100,6581
800000,6,4.25,5480,189050,2,0,0,4,10,5140,340,1991,0,98031,47.412,-122.168,2470,10429
196500,3,2,1310,7000,1,0,0,4,7,1310,0,1979,0,98023,47.303,-122.383,1390,7500
415000,4,1.5,1540,7886,2,0,0,3,7,1540,0,1967,0,98034,47.734,-122.193,1550,7396
492000,3,2.5,1690,1479,3,0,0,3,8,1420,270,2005,0,98122,47.6022,-122.311,1280,1253
105000,3,1,880,18109,1,0,0,4,6,880,0,1970,0,98042,47.3634,-122.101,940,11193
220000,5,2.5,1760,10200,1.5,0,0,3,6,1760,0,1925,0,98106,47.5271,-122.351,1370,7620
525000,3,2.25,1490,9414,2,0,0,3,7,1490,0,1981,0,98052,47.6844,-122.113,1290,10125
450000,3,2.5,1990,12866,2,0,0,4,7,1990,0,1986,0,98072,47.7477,-122.17,2310,8803
409000,3,1.75,1440,9065,1,0,0,4,8,1440,0,1972,0,98133,47.7163,-122.333,1990,8812
649000,2,2.75,2090,23962,2,0,3,4,8,2090,0,1988,0,98070,47.4145,-122.44,1820,32340
318000,4,2.25,2180,7000,1,0,0,3,8,1680,500,1969,0,98055,47.4651,-122.192,2000,8000
539000,3,2.5,2830,9972,2,0,0,3,9,2830,0,2006,0,98019,47.7382,-121.975,3557,9159
450000,3,1,1160,36831,1,0,0,3,7,1160,0,1938,0,98028,47.7507,-122.237,1800,15640
385000,3,1.75,1560,5950,1,0,0,4,6,780,780,1944,0,98125,47.719,-122.307,1320,7830
525000,2,1,1510,3360,1,0,0,3,7,880,630,1924,0,98122,47.6135,-122.297,1330,3360
535000,3,2.5,1960,47044,2,0,0,4,8,1960,0,1978,0,98077,47.7573,-122.07,2020,29004
325000,1,1,1220,12426,1,0,4,4,6,1220,0,1946,0,98198,47.4047,-122.331,2770,22270
606000,3,2,1980,7680,1.5,0,0,4,6,1070,910,1911,0,98033,47.6839,-122.195,1330,8704
560000,3,2.5,1900,8744,2,0,0,3,8,1900,0,1987,0,98074,47.62,-122.043,2030,8744
484000,2,1.75,1660,6000,1,0,0,3,7,1160,500,1942,0,98105,47.6624,-122.291,1660,4000
439000,4,2.5,2690,9551,2,0,0,3,9,2690,0,1992,0,98058,47.4343,-122.156,2890,9121
480000,3,1,1040,5060,1,0,0,3,7,1040,0,1941,0,98116,47.5636,-122.394,890,5060
940000,4,2.5,3160,39960,1,0,0,3,10,3160,0,1980,0,98005,47.6418,-122.157,3900,36444
874150,4,3.5,3530,14406,2,0,1,3,10,2570,960,1987,0,98034,47.7073,-122.244,3170,15181
520000,2,1,1360,22508,1,0,0,3,7,1360,0,1932,0,98034,47.7101,-122.226,2830,12600
765000,4,2.25,2030,2222,2,0,0,3,9,1610,420,2015,0,98117,47.679,-122.375,1420,2222
650000,3,2,2520,5980,1,0,0,3,8,1790,730,1957,0,98116,47.5767,-122.383,1590,5750
554000,4,1,1120,7104,1.5,0,0,3,7,1120,0,1946,0,98177,47.7055,-122.372,1370,7104
535000,4,2.5,2710,12138,1,0,0,3,8,1700,1010,1968,0,98155,47.7657,-122.29,2390,10052
243950,2,1,1120,35500,1,0,0,5,6,1120,0,1961,0,98022,47.2411,-122.043,1680,66022
499000,2,2.5,1320,1157,2,0,0,3,8,990,330,2014,0,98107,47.6689,-122.363,1550,1519
325000,2,1,620,14823,1,0,0,3,6,620,0,1926,0,98125,47.7322,-122.3,1400,7930
223000,3,2,1310,8440,1,0,0,5,6,1310,0,1951,0,98178,47.5003,-122.269,1790,10775
520000,3,1.75,1280,3880,1.5,0,0,5,7,1280,0,1916,0,98117,47.6871,-122.391,980,3880
705000,4,3,3150,9318,2,0,0,3,9,3150,0,2001,0,98075,47.5959,-122.018,3150,9318
1095000,3,2.5,2550,5100,2,0,0,3,9,2550,0,2014,0,98115,47.6757,-122.326,1250,4080
390000,5,1.75,2250,8970,1,0,0,4,7,1500,750,1966,0,98034,47.7217,-122.188,1940,8710
514500,4,2.5,2990,9614,1,0,2,4,9,1740,1250,1976,0,98003,47.3424,-122.329,3370,12085
225000,3,2.5,1750,7490,1,0,0,4,7,1180,570,1979,0,98042,47.3746,-122.149,1570,7490
152000,3,1,920,4875,1,0,0,4,7,920,0,1978,0,98042,47.3623,-122.09,1160,4875
1115000,4,3.75,4040,14212,2,0,0,3,11,4040,0,2002,0,98059,47.5189,-122.147,3940,14212
405000,3,2.25,1660,8307,1,0,0,4,8,1660,0,1961,0,98133,47.7575,-122.352,2510,7800
380000,4,2.5,2420,4981,2,0,0,3,9,2420,0,2009,0,98038,47.3785,-122.023,2420,5000
721000,3,2.25,2680,10440,1,0,1,3,8,1540,1140,1963,0,98116,47.561,-122.398,2140,7560
399700,4,1.75,1320,4800,1,0,0,4,7,870,450,1930,0,98106,47.5534,-122.365,940,4800
890000,2,1.75,3050,50965,2,0,0,3,10,3050,0,1991,0,98053,47.6744,-122.05,3050,40107
667750,4,1,1430,4080,1.5,0,0,3,7,1430,0,1924,0,98105,47.6696,-122.324,1760,4080
247500,3,0.75,1300,72309,1,0,0,3,6,680,620,1950,1987,98006,47.567,-122.124,3080,8395
400000,2,1.75,960,6200,1,0,0,4,7,960,0,1946,0,98136,47.5551,-122.396,1000,6000
247500,4,2,1710,5200,1,0,0,4,7,910,800,1977,0,98042,47.3634,-122.09,1560,5200
940000,4,3,2720,11740,1,0,0,5,9,2720,0,1957,0,98040,47.5833,-122.242,2640,11740
219000,3,1,970,7790,1,0,0,3,6,970,0,1967,0,98003,47.3165,-122.325,1150,8160
765000,4,2.25,2560,12100,1,0,0,4,8,1760,800,1976,0,98052,47.631,-122.108,2240,12100
399950,4,2,2420,31465,1,0,0,3,9,2420,0,1984,0,98092,47.3131,-122.115,2560,32186
379880,3,2.5,1650,14054,1,0,0,4,7,1130,520,1986,0,98027,47.4821,-122.017,1940,87555
170000,2,1,1300,11400,1,0,0,3,7,1300,0,1961,0,98003,47.3459,-122.299,1360,9750
309900,3,2.5,2020,26670,2,0,0,3,7,2020,0,1987,0,98003,47.2597,-122.31,1680,10939
715000,2,1,1000,3513,1,0,4,4,5,1000,0,1914,0,98116,47.5935,-122.39,1930,4920
256883,3,2.5,1690,5025,2,0,0,3,8,1690,0,2003,0,98023,47.2779,-122.347,2550,5001
620000,4,2.5,1840,220308,2,0,0,3,8,1840,0,2000,0,98038,47.4306,-122.049,1890,65340
540000,2,1,1120,7500,1,0,2,4,7,1120,0,1971,0,98008,47.619,-122.096,3040,16940
306000,3,2,1160,7217,1,0,0,3,7,1160,0,1969,0,98034,47.7279,-122.227,1870,9104
290000,3,1,910,7620,1,0,2,3,7,910,0,1971,0,98106,47.5278,-122.343,1660,7620
510000,6,4.5,3300,7561,2,0,0,3,8,3300,0,1980,0,98052,47.6795,-122.104,2470,7561
432000,3,2.75,2200,14925,1,0,0,3,6,1100,1100,1982,0,98053,47.6606,-122.059,1520,14212
575000,4,2.5,2400,6137,2,0,0,3,8,2400,0,1990,0,98074,47.6187,-122.04,2120,7468
550000,3,1.75,1840,8086,1,0,0,4,8,1840,0,1964,0,98052,47.67,-122.155,1840,8060
1150000,4,2.5,3340,10422,2,0,0,3,10,3340,0,1996,0,98033,47.6515,-122.197,1770,9490
481015,3,2.25,1550,5511,2,0,0,3,8,1550,0,1987,0,98033,47.6946,-122.185,1620,5511
369950,3,2,1520,4000,1,0,0,5,6,800,720,1943,0,98106,47.531,-122.351,1430,4000
315000,4,2,1210,4250,1,0,0,4,7,1210,0,1941,0,98108,47.5275,-122.321,1210,6000
280000,3,1.75,1590,7280,1,0,0,3,7,1140,450,1974,0,98058,47.4288,-122.153,1590,9634
300000,3,1.5,1590,8911,1,0,0,3,7,1590,0,1956,0,98028,47.7394,-122.252,1590,9625
425000,4,1,1080,6095,1.5,0,0,4,6,1080,0,1924,0,98103,47.6962,-122.346,1200,5060
255000,3,2.25,1320,963,2,0,0,3,7,1040,280,2007,0,98106,47.5199,-122.357,1300,1285
230000,3,1,1120,7500,1,0,0,3,7,1120,0,1965,0,98146,47.5112,-122.359,1120,5000
225000,2,1,800,6050,1,0,0,4,6,800,0,1944,0,98178,47.5001,-122.242,880,6050
535000,3,2.5,2210,7620,2,0,0,3,8,2210,0,1994,0,98052,47.6938,-122.13,1920,7440
1215000,3,3,4560,16339,2,0,2,3,10,4040,520,2001,0,98034,47.7024,-122.243,2620,11561
210000,5,2,2050,10200,1,0,0,3,6,1430,620,1956,0,98198,47.4136,-122.333,1940,8625
284000,3,2.25,1580,7034,1,0,0,4,7,1180,400,1989,0,98038,47.3564,-122.04,1470,7358
490000,4,4.25,4480,5715,2,0,0,3,7,3680,800,2003,0,98030,47.373,-122.179,2190,6070
222200,2,1,1210,10000,1,0,0,3,7,1210,0,1953,0,98148,47.4402,-122.333,1620,10959
2700000,5,2.75,3831,13800,2,1,4,3,9,3831,0,1959,1980,98040,47.5919,-122.251,3850,36563
838300,6,2.5,3760,12978,1,0,0,3,9,2360,1400,1967,0,98117,47.6976,-122.381,2300,7362
394250,3,2,2620,10107,1,0,3,3,7,2620,0,1982,0,98198,47.4096,-122.329,1730,7812
640000,3,2,1470,4640,1.5,0,0,4,7,1470,0,1926,0,98199,47.6398,-122.393,1700,5000
630000,6,3,2470,9328,2,0,0,3,8,2470,0,1982,0,98007,47.6025,-122.153,2470,9454
590000,4,2.5,2240,9385,2,0,0,3,8,2240,0,1991,0,98133,47.7125,-122.332,2010,9000
165000,3,1.5,1280,7742,1,0,0,3,7,1280,0,1973,0,98001,47.3323,-122.276,1566,7696
342000,3,1.75,1660,16275,2,0,0,3,7,1660,0,1990,0,98014,47.6903,-121.915,1520,16275
314200,1,1,610,6000,1,0,0,4,5,610,0,1918,0,98117,47.6911,-122.367,970,5000
273148,3,1.75,1710,7210,1,0,0,4,7,1240,470,1974,0,98031,47.4094,-122.175,1840,7245
375000,3,1.75,1260,11224,1,0,0,5,7,1260,0,1947,0,98155,47.7444,-122.321,1570,11052
263000,3,1.75,1490,3800,1,0,0,3,6,700,790,1913,0,98118,47.5554,-122.27,2180,4000
429000,2,1,1080,3600,1,0,0,3,7,1080,0,1922,0,98122,47.6078,-122.291,2230,4500
814000,4,2.5,2840,8820,1,0,2,5,8,1420,1420,1952,0,98118,47.5542,-122.265,2310,8750
234500,3,1.75,1310,18400,1,0,0,3,7,870,440,1954,0,98168,47.5035,-122.302,1840,10790
459000,2,1.75,1170,4887,1,0,0,3,6,1020,150,1929,0,98117,47.695,-122.366,1170,5441
179900,2,1,680,6400,1,0,0,3,6,680,0,1943,0,98168,47.5136,-122.316,1240,7800
315000,2,1,790,6969,1,0,0,3,6,790,0,1955,1984,98052,47.6978,-122.164,1380,12196
259000,3,2.5,2153,4400,2,0,0,3,8,2153,0,2007,0,98001,47.2872,-122.283,2434,4400
435000,3,2,1270,10713,1,0,0,4,7,1270,0,1969,0,98034,47.7247,-122.181,1620,8250
437000,3,2.25,1130,1221,2,0,0,3,8,1030,100,2004,0,98117,47.6799,-122.375,1300,5000
429000,3,2.5,2530,8820,2,0,0,3,8,2530,0,1997,0,98031,47.42,-122.205,2340,9472
510000,4,2.25,2450,62290,2,0,0,3,8,2450,0,1976,0,98077,47.7603,-122.074,2450,41181
449900,3,1.75,1760,8266,1,0,0,5,7,1760,0,1954,0,98133,47.7708,-122.339,1400,8519
440000,3,2.75,1560,7392,1,0,0,5,7,1030,530,1972,0,98011,47.7382,-122.182,1870,7520
990000,4,2.5,2780,10480,1,0,3,3,7,1390,1390,1967,0,98033,47.6597,-122.204,2860,10506
1130000,4,3,3180,4649,2,0,0,4,9,2070,1110,1925,0,98105,47.6583,-122.273,2720,5980
1550000,3,4,5120,4600,3,0,2,3,11,4490,630,2008,0,98034,47.7052,-122.223,2510,5918
395000,2,1,870,3121,1,0,0,4,7,870,0,1923,0,98107,47.6659,-122.369,1570,1777
231000,3,2,1640,4875,1,0,0,4,7,1040,600,1977,0,98042,47.3661,-122.094,1640,5200
1205000,4,3.5,3150,5500,2,0,0,3,9,3150,0,2014,0,98105,47.6644,-122.293,1550,4200
348580,3,1,1220,7876,1,0,0,3,7,1220,0,1966,0,98034,47.7317,-122.201,1340,7876
705000,3,3,1970,20978,2,1,3,4,9,1770,200,1980,0,98070,47.3844,-122.438,2280,75396
348000,3,2,2360,6145,1,0,0,3,8,2360,0,2011,0,98030,47.3564,-122.198,2304,5880
985000,5,3.5,3890,13261,2,0,1,3,9,2870,1020,1984,0,98125,47.7246,-122.284,3080,13261
360000,2,2,1180,3200,1,0,1,4,6,590,590,1945,0,98136,47.5275,-122.383,1350,4000
326000,2,1.5,1030,798,3,0,0,3,8,1030,0,2008,0,98103,47.6975,-122.34,1020,1026
250000,4,2.5,1800,8100,2,0,0,3,7,1800,0,1998,0,98038,47.3611,-122.047,1590,8100
872500,3,2.5,2040,6000,1,0,0,3,8,1840,200,1951,0,98109,47.6334,-122.35,1820,4920
482000,2,2.25,1350,1248,2,0,0,3,7,1180,170,2000,0,98102,47.6399,-122.32,1760,3360
2458000,4,5.25,6500,14986,2,0,0,3,11,5180,1320,2001,0,98039,47.6304,-122.236,2270,8119
345000,2,1.5,1800,26615,1,0,0,5,7,1240,560,1987,0,98092,47.302,-122.123,2010,26337
670000,3,1.75,1730,3400,1,0,0,5,7,970,760,1928,0,98107,47.6662,-122.364,1640,5000
489000,4,2,2120,11479,1,0,0,4,7,1060,1060,1940,0,98125,47.7084,-122.303,1540,11000
595000,3,2.75,3290,22649,2,0,0,4,8,3290,0,1993,0,98056,47.5241,-122.193,2750,6119
337000,3,1.75,1310,12750,1,0,0,3,7,1310,0,1993,0,98059,47.4695,-122.07,1790,13500
533050,2,1,910,295772,1,0,0,3,5,910,0,1953,0,98042,47.3752,-122.11,2050,48351
258000,4,3,2710,7199,1,0,0,4,7,1710,1000,1967,0,98030,47.3789,-122.213,2070,9271
405000,3,2.5,1960,6997,2,0,0,3,7,1960,0,2006,0,98065,47.5415,-121.887,2320,5178
419000,2,1,720,4592,1,0,0,4,6,720,0,1943,0,98199,47.6534,-122.404,1030,5816
692500,3,2.5,2420,198198,2,0,0,3,9,2420,0,1997,0,98077,47.772,-122.022,2780,179467
415000,2,1.75,1550,4257,1,0,3,3,7,830,720,1953,0,98136,47.5274,-122.384,1920,5100
475000,3,2,1230,11502,1,0,0,4,7,1230,0,1984,0,98052,47.7017,-122.127,1660,11727
365000,2,1,680,4800,1,0,0,3,6,680,0,1917,0,98122,47.6084,-122.304,1610,4800
578000,4,2.5,3140,9225,1,0,2,5,9,1770,1370,1966,0,98055,47.4904,-122.226,2460,9600
535000,3,2.25,2050,6648,1,0,0,3,7,1230,820,1990,0,98133,47.7258,-122.332,1760,7200
525000,4,2.75,2440,5080,2,0,0,3,8,1750,690,1960,0,98126,47.5547,-122.379,1920,6375
385000,3,1,1250,21303,1,0,0,3,6,1250,0,1970,0,98053,47.6625,-122.059,1250,17920
335000,6,2,2020,7071,1,0,0,3,7,1010,1010,1979,0,98108,47.5329,-122.294,2020,5000
402000,4,1.75,1640,10500,1,0,0,4,7,1010,630,1968,0,98052,47.6933,-122.116,1680,7650
278000,4,2.5,2290,3777,2,0,0,3,7,2290,0,2004,0,98198,47.3617,-122.308,1480,3608
609950,3,2.25,1760,10350,1,0,0,4,7,1330,430,1979,0,98033,47.6605,-122.188,2210,11337
340000,3,2.25,2120,13090,1,0,0,3,8,2120,0,1997,0,98002,47.296,-122.219,1400,12039
457500,3,1,960,4600,1.5,0,0,4,6,960,0,1927,0,98118,47.5553,-122.286,1380,5175
375000,3,2.5,1330,1064,3,0,0,3,8,1330,0,2004,0,98117,47.6835,-122.387,1330,1113
280000,3,2.5,1608,4818,2,0,0,3,8,1608,0,2012,0,98092,47.2583,-122.203,2009,5200
915000,3,2.5,3140,9808,2,0,0,3,9,2500,640,2001,0,98052,47.6383,-122.097,2370,10014
480000,3,2.5,2980,7338,2,0,0,3,8,2980,0,2006,0,98055,47.437,-122.207,3010,5267
240000,4,2,1790,14690,1,0,1,4,7,1670,120,1960,0,98198,47.3965,-122.321,2440,10664
1650000,3,2.75,2690,8890,2,1,4,4,10,2690,0,1975,1991,98006,47.5487,-122.197,2940,8890
458000,3,4,1390,1569,2,0,0,3,9,1150,240,2006,0,98105,47.671,-122.269,1620,1855
325000,4,1,1530,5684,1,0,0,3,7,1130,400,1957,0,98108,47.5507,-122.298,1540,6095
270000,3,1.5,1540,13475,1,0,0,4,7,1540,0,1972,0,98059,47.4766,-122.153,1550,13475
541500,3,1.75,2320,55847,1,0,2,4,8,2320,0,1960,0,98001,47.3121,-122.253,2400,26112
438000,3,2.5,1520,1304,2,0,0,3,8,1180,340,2006,0,98136,47.5446,-122.385,1270,1718
627000,3,2,1940,3800,1,0,0,4,7,1050,890,1927,0,98115,47.6842,-122.309,1700,3800
320000,3,1.5,1490,10132,1,0,0,4,6,1490,0,1969,0,98059,47.4779,-122.145,1720,9915
355000,4,2.5,2770,7000,1,0,0,4,7,1940,830,1979,0,98001,47.3396,-122.256,2140,7684
485000,4,2.25,1900,7200,1,0,0,3,8,1370,530,1977,0,98146,47.5033,-122.372,2030,8008
375000,3,2,3120,42247,1,0,0,4,7,2150,970,1980,0,98042,47.3925,-122.137,2100,43416
520000,4,0.75,1960,8277,1,1,4,4,7,1320,640,1923,1986,98198,47.3648,-122.325,1940,8402
1150000,4,3.75,4160,35000,2,0,0,3,11,4160,0,1991,0,98053,47.669,-122.067,5330,36446
1365000,3,2.5,2090,6000,1.5,0,0,4,9,2090,0,1928,0,98105,47.6567,-122.281,2730,6000
850000,2,2.5,1611,2210,2,0,2,3,10,1611,0,2005,0,98109,47.6291,-122.347,2070,2182
307000,3,1,1020,8484,1,0,0,3,6,1020,0,1949,0,98155,47.7719,-122.31,1180,9660
250000,3,2.5,1790,6191,2,0,0,3,8,1790,0,1992,0,98031,47.4102,-122.195,1790,6758
439950,4,2.25,2780,15075,2,0,0,3,7,2780,0,1985,0,98059,47.477,-122.116,1650,25542
399950,3,1.5,2080,5244,1,0,0,3,7,1190,890,1959,0,98125,47.7144,-122.293,1850,6982
430000,3,1,1210,5200,1,0,0,3,6,1210,0,1941,0,98126,47.531,-122.373,890,5200
432000,4,1,1750,12528,1,0,0,4,7,1750,0,1967,0,98072,47.743,-122.097,1550,14120
416100,4,1.75,2320,5490,1,0,3,3,8,1160,1160,1956,0,98178,47.5091,-122.241,2240,7200
421000,3,2,1420,12655,1,0,0,5,7,1420,0,1968,0,98056,47.5309,-122.186,2020,9655
290000,2,1,1200,8750,1,0,0,3,6,1200,0,1948,0,98155,47.7548,-122.327,1100,8408
554950,4,1.75,1740,4816,1,0,0,5,7,870,870,1942,0,98116,47.5758,-122.382,1210,5074
430000,4,2.25,1790,7203,1,0,0,4,7,1110,680,1973,0,98155,47.7709,-122.294,2270,9000
423000,4,1.75,1880,7303,1,0,0,3,7,1010,870,1976,0,98034,47.7129,-122.203,1710,7200
330000,3,2,1500,11233,1,0,0,3,7,1500,0,1987,0,98019,47.7279,-121.967,1580,14013
425000,2,1,970,2970,1,0,0,3,7,970,0,1910,0,98102,47.6233,-122.319,1670,3000
807100,4,2.5,2680,4499,2,0,0,3,9,2680,0,1999,0,98006,47.565,-122.125,2920,4500
278000,5,1.5,1820,8712,1,0,0,5,7,1090,730,1960,0,98032,47.3712,-122.289,1820,8712
425000,2,1,620,4455,1,0,0,3,6,620,0,1927,0,98117,47.6877,-122.395,1180,5000
543000,2,1,1070,4700,1,0,0,5,7,1070,0,1910,0,98117,47.6887,-122.368,1370,4700
783200,4,2,1590,5400,1,0,2,3,7,990,600,1900,0,98119,47.637,-122.367,2190,4800
200126,3,2.5,2040,15463,1,0,0,3,8,1340,700,1968,0,98003,47.3334,-122.322,2370,12672
379900,3,2.5,1800,2791,2,0,0,3,8,1800,0,2011,0,98126,47.5442,-122.371,1580,2617
975000,5,4.5,4300,12250,2,0,0,3,10,4300,0,2004,0,98029,47.5557,-122.027,3950,12250
343000,3,3.25,1210,1173,2,0,0,3,8,1000,210,2002,0,98133,47.7114,-122.356,1650,1493
392000,5,2.5,2340,5670,2,0,0,3,7,2340,0,2009,0,98059,47.4913,-122.152,2190,4869
620047,4,1.75,1760,6000,1,0,0,3,7,880,880,1946,0,98119,47.6508,-122.373,2040,6000
370000,3,2.25,1600,7620,1,0,0,3,7,1280,320,1987,0,98011,47.774,-122.208,1600,8215
410000,5,2.75,2910,5802,2,0,0,3,7,2910,0,2006,0,98038,47.3591,-122.036,2910,5000
120750,3,1.75,1140,9628,1,0,0,4,7,1140,0,1969,0,98023,47.2933,-122.372,1510,9633
905000,5,3.5,3100,10200,1,0,4,3,9,1660,1440,1970,0,98008,47.6134,-122.112,2700,10455
262000,3,1.5,1700,9579,1,0,0,4,7,1100,600,1962,0,98023,47.3209,-122.338,1700,9628
264950,2,1,1000,6000,1,0,0,3,6,1000,0,1951,0,98126,47.5208,-122.372,1250,6000
575000,5,1.75,2980,53578,1,0,0,4,9,2230,750,1976,0,98027,47.4908,-122.059,2860,75546
570000,3,1.75,1930,36210,1,0,0,3,8,1930,0,1977,0,98072,47.7692,-122.128,1930,35060
215000,2,1,1320,8865,1,0,0,4,6,1320,0,1943,0,98168,47.4949,-122.3,1190,6490
415000,4,2.75,2390,9968,1,0,0,4,9,1390,1000,1989,0,98038,47.3706,-122.056,2560,12385
485500,2,1.5,1340,1286,2,0,0,3,8,1190,150,2006,0,98122,47.617,-122.309,1460,1245
530000,3,2.25,2120,40518,1,0,0,3,8,2120,0,1967,0,98075,47.5896,-122.009,2480,13492
263500,2,1,750,4515,1,0,0,3,6,750,0,1942,0,98106,47.5198,-122.351,1020,5000
323000,3,2.5,1890,6560,2,0,0,3,7,1890,0,2003,0,98038,47.3684,-122.031,2390,7570
610000,4,1,1390,3708,1.5,0,0,4,7,1390,0,1926,0,98117,47.685,-122.363,1430,3708
770000,4,2.5,3210,14910,2,0,0,3,10,3210,0,1995,0,98074,47.6073,-122.062,3280,14910
2271150,4,3.25,4040,18916,1,0,0,4,9,4040,0,1954,0,98039,47.6155,-122.238,3000,18831
730000,5,3.5,3760,4857,2,0,3,3,9,2820,940,2004,0,98072,47.7398,-122.167,3000,5693
727000,4,3,3150,9703,2,0,0,3,9,3150,0,2001,0,98075,47.5962,-122.018,3150,8819
580000,5,2.5,2500,11900,1,0,0,3,7,1400,1100,1963,0,98007,47.5915,-122.132,2820,11900
370000,3,1,1060,7419,1,0,2,4,6,1060,0,1906,0,98177,47.7712,-122.392,2190,5953
219000,4,1.5,1370,7944,1.5,0,0,3,7,1370,0,1961,0,98198,47.4224,-122.289,1370,9181
495000,4,2.25,1940,9144,1,0,0,4,7,1430,510,1956,0,98007,47.5942,-122.135,1460,9437
185000,3,1.5,1280,4031,2,0,0,4,6,1280,0,1985,0,98002,47.3342,-122.215,1150,4500
510000,2,1,1270,4500,1.5,0,0,4,7,1270,0,1919,0,98122,47.6059,-122.295,2140,4550
500000,4,1.5,1330,5750,1.5,0,2,3,7,1330,0,1915,0,98116,47.5681,-122.384,1360,5750
635200,4,1.75,1640,4240,1,0,0,5,7,920,720,1921,0,98117,47.6766,-122.368,1300,4240
331000,3,1.75,1080,1306,1,0,0,3,7,580,500,1954,2003,98199,47.6601,-122.4,1440,2225
225000,4,1,1150,6000,1.5,0,0,3,6,1150,0,1907,0,98118,47.562,-122.283,840,3030
850000,3,1.75,1370,3850,1,0,0,5,7,770,600,1911,1988,98112,47.6374,-122.279,1390,3600
670000,3,1.75,1850,8160,1,0,0,3,8,1850,0,1952,0,98177,47.7241,-122.363,1600,8160
