id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
4363700200,2015-03-25T00:00:00Z,190000,4,1,1190,7920,1,0,0,3,6,890,300,1951,0,98126,47.5305,-122.371,1140,7920
1822059073,2015-04-14T00:00:00Z,300000,3,1,1380,12000,1,0,0,3,7,1380,0,1963,0,98031,47.3997,-122.215,1890,22001
3276900030,2014-10-06T00:00:00Z,300000,5,2.75,2000,9276,2,0,0,4,7,2000,0,1968,0,98055,47.444,-122.19,1240,8270
2346800461,2014-06-13T00:00:00Z,1120000,5,1.5,2540,6660,2,0,3,4,8,2340,200,1954,0,98136,47.5144,-122.393,2460,9000
8833510190,2014-10-31T00:00:00Z,490000,4,2.5,2650,9627,1,0,3,4,8,1610,1040,1976,0,98028,47.7684,-122.254,2650,9221
8019200360,2015-05-06T00:00:00Z,248500,2,1,780,10064,1,0,0,4,7,780,0,1958,0,98168,47.4913,-122.318,1090,14750
8732190170,2014-12-10T00:00:00Z,266000,4,2.25,1860,12693,1,0,0,3,8,1140,720,1978,0,98023,47.3114,-122.395,1950,8740
2524069078,2015-01-22T00:00:00Z,2700000,4,4,7850,89651,2,0,0,3,12,7850,0,2006,0,98027,47.5406,-121.982,6210,95832
1555300010,2015-02-06T00:00:00Z,203000,3,1,920,7500,1,0,0,4,7,920,0,1970,0,98032,47.3791,-122.289,1660,8000
7203140420,2015-01-28T00:00:00Z,385000,3,2.5,1740,4145,2,0,0,3,7,1740,0,2010,0,98053,47.6875,-122.015,1740,4045
1219000473,2015-03-23T00:00:00Z,371000,3,1.75,1570,15330,1,0,0,3,7,1080,490,1956,0,98166,47.4608,-122.34,1250,13330
7228500425,2014-07-28T00:00:00Z,590000,3,1,1530,2370,2,0,0,3,8,1530,0,1901,0,98122,47.6108,-122.303,1310,2370
5216200090,2014-06-16T00:00:00Z,385000,2,1,830,26329,1,1,3,4,6,830,0,1928,0,98070,47.4012,-122.425,2030,27338
1934800193,2015-03-06T00:00:00Z,530000,3,3.5,1550,1233,2,0,0,3,8,1160,390,2005,0,98122,47.6034,-122.309,1490,1539
4178700100,2014-07-15T00:00:00Z,1160000,4,2.5,4240,43995,2,0,0,3,10,4240,0,1989,0,98075,47.6008,-122.044,3720,59522
9393700110,2014-06-03T00:00:00Z,430000,3,2,1360,5120,1.5,0,0,4,6,910,450,1924,0,98116,47.5587,-122.393,1440,5120
0522039106,2014-06-06T00:00:00Z,160000,3,1,1210,103237,1,0,0,2,6,1210,0,1918,1960,98070,47.4208,-122.445,1880,40510
1785400770,2014-08-25T00:00:00Z,500000,4,2.25,1960,12436,2,0,0,3,8,1960,0,1984,0,98074,47.6276,-122.037,1960,12436
6623400135,2014-05-22T00:00:00Z,324000,3,2.5,1750,7208,2,0,0,3,8,1750,0,1994,0,98055,47.4315,-122.192,2050,7524
1250203135,2014-07-01T00:00:00Z,725000,3,1.75,1860,6000,2,0,2,4,8,1860,0,1959,0,98144,47.5981,-122.288,3030,7119
1150900080,2015-04-27T00:00:00Z,846450,4,2.5,3710,7491,2,0,0,3,9,3710,0,2003,0,98029,47.5596,-122.016,3040,7491
6817800840,2015-03-25T00:00:00Z,440000,2,1.5,1330,15873,1,0,0,3,7,900,430,1984,0,98074,47.6359,-122.033,1610,12043
7202300540,2014-07-01T00:00:00Z,825000,4,2.75,3990,6637,2,0,0,3,9,3990,0,2003,0,98053,47.6835,-122.045,3500,7074
9376301591,2015-04-14T00:00:00Z,580000,3,1.75,1570,2600,1.5,0,0,4,8,1570,0,1931,0,98117,47.6867,-122.37,1490,4000
6669240230,2015-03-17T00:00:00Z,306000,3,2.5,2588,5702,2,0,0,3,8,2588,0,2008,0,98042,47.3453,-122.151,2403,5703
5418500970,2014-08-08T00:00:00Z,725000,4,2.25,2880,8882,2,0,0,4,8,2480,400,1965,0,98115,47.6999,-122.284,2460,9610
5101406536,2014-10-28T00:00:00Z,450000,2,1,1340,7250,1,0,0,4,7,1340,0,1951,0,98125,47.7015,-122.32,1450,7026
3574750020,2014-06-25T00:00:00Z,594000,4,2.75,2720,4613,2,0,0,3,9,2720,0,2005,0,98028,47.7352,-122.223,2830,4836
2832100215,2015-03-23T00:00:00Z,443000,2,1,1220,10170,1,0,0,3,7,980,240,1948,0,98125,47.7297,-122.327,1990,9064
7626200305,2014-10-22T00:00:00Z,575000,3,2,1800,5000,2,0,0,5,7,1600,200,1925,0,98136,47.5447,-122.389,1640,5000
3023039231,2014-07-14T00:00:00Z,650000,1,1,920,91476,1.5,0,0,3,6,920,0,1996,2002,98070,47.448,-122.472,1746,91476
3142600120,2014-08-26T00:00:00Z,627000,3,2,1940,3800,1,0,0,4,7,1050,890,1927,0,98115,47.6842,-122.309,1700,3800
1727500390,2014-10-30T00:00:00Z,450000,4,2.25,1710,7000,1,0,0,4,7,1040,670,1972,0,98034,47.719,-122.217,1780,6500
3295730050,2014-10-01T00:00:00Z,569000,3,2.5,2150,8060,2,0,0,3,8,2150,0,1995,0,98033,47.6952,-122.188,2150,7172
9478501020,2014-09-16T00:00:00Z,317950,3,2.5,1980,4500,2,0,0,3,7,1980,0,2012,0,98042,47.3671,-122.113,2200,4500
7524950730,2015-03-27T00:00:00Z,653675,4,2.25,2280,7229,2,0,0,4,8,2280,0,1984,0,98027,47.5609,-122.081,2320,7735
6150200435,2014-05-13T00:00:00Z,230000,2,0.75,650,5360,1,0,0,4,5,650,0,1931,0,98133,47.7281,-122.335,1110,6700
8682281960,2014-06-03T00:00:00Z,930000,2,2.5,2680,11214,1,0,0,3,9,2680,0,2006,0,98053,47.7078,-122.019,2305,6908
3918400017,2015-02-05T00:00:00Z,380000,0,0,1470,979,3,0,2,3,8,1470,0,2006,0,98133,47.7145,-122.356,1470,1399
0723049530,2015-05-05T00:00:00Z,126500,3,1,1130,12212,1,0,0,3,6,1130,0,1942,0,98146,47.4952,-122.34,1190,9240
9407102360,2014-06-16T00:00:00Z,309212,3,1.75,1150,9600,1,0,0,3,7,1150,0,1979,0,98045,47.4434,-121.774,1520,9976
0098000870,2014-10-01T00:00:00Z,1059000,4,3.5,4460,16271,2,0,2,3,11,4460,0,2001,0,98075,47.5862,-121.97,4540,17122
3448740360,2015-04-29T00:00:00Z,418500,4,2.5,2190,4866,2,0,0,3,7,2190,0,2009,0,98059,47.4907,-122.152,2190,5670
7739100015,2014-05-02T00:00:00Z,463000,3,1.75,1710,7320,1,0,0,3,7,1710,0,1948,0,98155,47.7512,-122.281,2260,8839
1864900230,2014-06-26T00:00:00Z,315000,4,2.5,1940,10200,1,0,0,4,8,1140,800,1977,0,98042,47.4157,-122.161,1920,12600
1328310440,2014-09-16T00:00:00Z,356000,3,2.25,2280,8765,2,0,0,3,8,2280,0,1977,0,98058,47.4419,-122.133,1920,8265
2781200010,2014-10-10T00:00:00Z,419000,4,2.5,3010,9155,2,0,0,3,9,3010,0,2005,0,98038,47.3542,-122.027,3010,5762
7137800310,2015-02-25T00:00:00Z,329950,4,2.5,2300,9690,2,0,0,3,8,2300,0,2006,0,98023,47.2793,-122.352,1200,9085
2123049114,2014-05-19T00:00:00Z,110700,2,1,680,8064,1,0,0,3,6,680,0,1941,0,98188,47.469,-122.298,1340,10800
0715010140,2014-10-02T00:00:00Z,1750000,5,3.25,5790,12739,2,0,3,3,10,4430,1360,2014,0,98006,47.538,-122.114,5790,13928
2616700450,2014-11-07T00:00:00Z,248000,3,1.75,1330,9831,1,0,0,3,7,1330,0,1987,0,98001,47.3304,-122.277,1330,7500
8078430030,2014-07-16T00:00:00Z,560000,3,2.5,1960,9686,1,0,0,3,8,1460,500,1989,0,98074,47.6339,-122.026,1960,8254
7202270930,2014-06-06T00:00:00Z,600000,4,2.5,2560,5593,2,0,0,3,7,2560,0,2001,0,98053,47.6886,-122.037,2800,5890
2354300915,2014-09-03T00:00:00Z,330000,2,1,720,7250,1,0,0,3,5,720,0,1943,0,98027,47.5267,-122.032,1760,7250
0059000201,2015-05-05T00:00:00Z,611206,1,1,1940,6300,1,0,3,3,8,1940,0,1963,0,98116,47.5782,-122.4,2560,6300
7568700480,2015-03-23T00:00:00Z,153000,2,1,1140,10152,1,0,0,3,6,760,380,1942,0,98155,47.7369,-122.321,1340,10141
9533600100,2014-12-08T00:00:00Z,1315000,4,3,2860,10292,1,0,0,4,8,2860,0,1953,1999,98004,47.6286,-122.206,1840,10273
9376301111,2014-06-30T00:00:00Z,457000,3,2.5,1220,1330,2,0,0,3,8,1010,210,2008,0,98117,47.6904,-122.37,1360,3750
4302201130,2014-05-08T00:00:00Z,205000,2,1,720,5040,1,0,0,3,6,720,0,1955,0,98106,47.5267,-122.36,1357,5120
6154500030,2014-06-26T00:00:00Z,1080000,4,3.5,3990,5267,2,0,0,3,10,3990,0,2008,0,98006,47.5641,-122.124,3230,6481
0126039323,2015-02-24T00:00:00Z,417500,5,1.75,2060,10911,1,0,0,4,7,1360,700,1954,0,98177,47.7767,-122.365,2060,9688
1623059092,2014-05-09T00:00:00Z,270000,3,2,1690,9583,1,0,0,4,7,1690,0,1969,0,98059,47.4825,-122.164,1690,9583
3387900390,2014-10-07T00:00:00Z,255000,3,1.75,1410,9315,1,0,0,5,7,1410,0,1960,0,98031,47.3969,-122.198,1630,8250
9268850480,2015-04-10T00:00:00Z,308000,3,1.75,1300,1237,2,0,0,3,7,1060,240,2008,0,98027,47.539,-122.026,1350,942
7853230200,2015-03-09T00:00:00Z,470000,3,2.5,2480,5082,2,0,0,3,7,2480,0,2004,0,98065,47.5297,-121.846,2480,5874
4305600250,2014-10-27T00:00:00Z,540000,4,2.5,3000,5471,2,0,0,3,8,3000,0,2013,0,98059,47.4797,-122.126,2730,5471
2781270440,2014-05-19T00:00:00Z,241000,2,2,1470,3128,2,0,0,3,6,1470,0,2005,0,98038,47.349,-122.021,1180,2576
1788300010,2014-12-11T00:00:00Z,179950,2,1,1200,9000,1,0,0,3,6,1200,0,1958,0,98023,47.3277,-122.349,1040,9600
3134100116,2014-08-27T00:00:00Z,470000,5,1.75,2030,12342,2,0,0,4,7,2030,0,1942,0,98052,47.6417,-122.109,2500,9433
8658300340,2014-05-23T00:00:00Z,80000,1,0.75,430,5050,1,0,0,2,4,430,0,1912,0,98014,47.6499,-121.909,1200,7500
4385700660,2014-08-07T00:00:00Z,1085000,3,1.5,2560,4000,1.5,0,0,5,8,1660,900,1927,0,98112,47.6384,-122.279,2560,4000
2395710010,2014-06-05T00:00:00Z,376000,4,2.75,2420,5773,2,0,0,3,8,2420,0,2005,0,98038,47.3772,-122.029,2420,6200
1239400570,2014-11-17T00:00:00Z,860000,3,1.75,2180,14135,1,0,2,5,8,1300,880,1947,0,98033,47.673,-122.187,3540,10318
7454001090,2015-03-09T00:00:00Z,307000,3,1,770,6552,1,0,0,3,6,670,100,1942,0,98146,47.5133,-122.372,920,7200
0619079096,2015-04-06T00:00:00Z,750000,3,2.5,2350,715690,1.5,0,0,4,9,2350,0,1979,0,98022,47.1622,-121.971,1280,325393
5427110040,2014-06-09T00:00:00Z,1225000,4,2.5,2740,16007,2,0,0,3,9,2740,0,1984,0,98039,47.6353,-122.229,2760,16008
1777600450,2015-05-05T00:00:00Z,730000,5,3,2500,11779,1,0,0,4,8,1550,950,1971,0,98006,47.5696,-122.127,2580,12055
9276200850,2014-06-16T00:00:00Z,460000,2,1.5,1090,4000,1,0,0,3,8,970,120,1951,0,98116,47.5798,-122.393,1700,4000
5486800070,2014-06-20T00:00:00Z,1950000,7,3.5,4640,15235,2,0,1,3,11,2860,1780,1965,2003,98040,47.5666,-122.231,3230,20697
3293700496,2014-08-14T00:00:00Z,270000,4,1.75,1850,7730,1,0,0,5,7,1100,750,1956,0,98133,47.7481,-122.355,2260,8581
0123039336,2014-12-08T00:00:00Z,244900,1,1,620,8261,1,0,0,3,5,620,0,1939,0,98106,47.5138,-122.364,1180,8244
6056100383,2014-05-20T00:00:00Z,380000,3,1.75,1690,1468,2,0,0,3,8,1380,310,2008,0,98108,47.563,-122.297,1690,1936
7137950460,2014-09-26T00:00:00Z,272000,4,2.5,2070,6175,2,0,0,3,8,2070,0,1993,0,98092,47.3262,-122.174,1940,6175
3026079031,2014-08-06T00:00:00Z,211000,3,1,1410,47916,1,0,0,3,7,1410,0,1981,0,98019,47.7149,-121.96,1810,215622
1332700030,2015-03-12T00:00:00Z,293000,2,2.25,1610,1968,2,0,0,4,7,1610,0,1979,0,98056,47.5184,-122.196,1950,1968
6379500640,2015-04-09T00:00:00Z,1120000,3,1.5,3000,5750,2,0,0,5,9,2000,1000,1924,0,98116,47.5821,-122.39,1820,5750
3303860460,2015-04-15T00:00:00Z,499000,4,2.5,3100,5700,2,0,0,3,9,3100,0,2011,0,98038,47.3696,-122.058,3060,6000
2465400036,2014-12-03T00:00:00Z,990000,4,2.5,2780,10480,1,0,3,3,7,1390,1390,1967,0,98033,47.6597,-122.204,2860,10506
4060000440,2015-02-04T00:00:00Z,241000,3,1,880,6050,1,0,0,3,6,880,0,1945,0,98178,47.4995,-122.248,1130,6050
5458300685,2014-05-20T00:00:00Z,479000,3,2.5,1260,889,3,0,0,3,8,1260,0,2008,0,98109,47.6277,-122.345,1340,1324
5702380730,2014-08-23T00:00:00Z,230000,2,2,1340,7605,1,0,0,3,7,1340,0,1992,0,98022,47.193600000000004,-121.981,1670,7136
3009800015,2015-04-22T00:00:00Z,502501,2,1,1100,4750,1,0,0,3,7,1100,0,1946,0,98116,47.5772,-122.381,1830,4750
9238900060,2014-05-29T00:00:00Z,529000,3,1,1590,6420,1,0,0,3,7,1590,0,1944,0,98136,47.5355,-122.392,1780,5900
7300200290,2014-05-06T00:00:00Z,650000,5,3.5,3480,36615,2,0,0,4,8,2490,990,1983,0,98075,47.5741,-122.05,2540,35910
0924069210,2014-06-03T00:00:00Z,695000,4,2.5,2961,12146,2,0,0,3,9,2961,0,1998,0,98075,47.5839,-122.052,2620,17749
2781250100,2015-04-15T00:00:00Z,394000,3,2.5,2550,5349,2,0,0,3,7,2550,0,2004,0,98038,47.3504,-122.026,2640,5400
3034200067,2014-12-18T00:00:00Z,620000,4,2.5,2730,9260,2,0,0,3,8,2730,0,2008,0,98133,47.7222,-122.331,2730,7357
7809200005,2014-12-16T00:00:00Z,292000,3,1.75,1650,14633,1,0,0,4,7,1650,0,1958,0,98056,47.4984,-122.176,1370,12495
8651410950,2015-04-30T00:00:00Z,216500,2,1,1060,5200,1,0,0,3,6,1060,0,1969,0,98042,47.3688,-122.08,910,5200
2085700050,2014-08-26T00:00:00Z,420000,4,2.5,2480,8626,2,0,0,3,10,2480,0,2001,0,98001,47.3185,-122.262,2990,9033
1972202320,2015-04-27T00:00:00Z,380000,3,1,1220,3000,1.5,0,0,3,6,1220,0,1901,0,98103,47.6506,-122.346,1350,3000
9526600340,2015-05-12T00:00:00Z,729000,3,2.5,2440,4244,2,0,0,3,8,2440,0,2011,0,98052,47.7057,-122.112,2690,4556
0925069042,2015-01-05T00:00:00Z,713000,4,3.25,2840,54400,1,0,0,4,8,2840,0,1984,0,98053,47.6707,-122.045,2550,43560
1354600160,2014-05-09T00:00:00Z,312000,4,2.25,1930,7452,1,0,0,3,7,1430,500,1984,0,98031,47.4098,-122.189,1714,7200
3876301140,2014-11-05T00:00:00Z,575000,5,2.25,3550,7992,2,0,0,3,8,3550,0,1968,0,98034,47.7285,-122.179,2110,7992
2895800770,2015-04-08T00:00:00Z,258800,2,1.75,1290,1624,2,0,0,3,8,1290,0,2014,0,98106,47.5171,-122.347,1410,1963
1592000260,2015-02-17T00:00:00Z,600000,3,2.25,2240,9314,2,0,0,3,9,2240,0,1984,0,98074,47.6216,-122.032,2240,9314
1250203860,2014-10-30T00:00:00Z,759000,3,2,2260,7200,1,0,3,3,7,1130,1130,1941,0,98144,47.5886,-122.288,2260,6000
4134300175,2015-04-17T00:00:00Z,1851000,4,2.5,4120,14866,1,1,4,3,8,2070,2050,1965,0,98006,47.5571,-122.193,3620,19729
5272200035,2014-09-03T00:00:00Z,390000,3,1,1000,6947,1,0,0,3,7,1000,0,1947,0,98125,47.7142,-122.319,1000,6947
3971700390,2015-04-06T00:00:00Z,368888,3,1.5,1490,12186,1,0,0,4,7,1490,0,1950,0,98155,47.7739,-122.322,1180,14285
2525300480,2015-03-04T00:00:00Z,224975,3,1,960,12745,1,0,0,4,6,960,0,1977,0,98038,47.3617,-122.03,1160,10488
2521059042,2014-11-07T00:00:00Z,456000,5,2.75,2720,193406,1,0,4,4,7,1700,1020,1968,0,98092,47.2838,-122.121,2820,248292
2125400160,2014-11-14T00:00:00Z,427800,3,1.75,1340,13241,1,0,2,3,7,1340,0,1985,0,98034,47.7268,-122.213,2090,9704
9211500150,2015-01-17T00:00:00Z,235000,3,1.75,1480,6592,1,0,0,4,7,1080,400,1978,0,98023,47.2982,-122.378,1660,7150
2791500020,2014-06-04T00:00:00Z,250500,3,2,1710,7225,2,0,0,4,7,1710,0,1988,0,98023,47.2917,-122.373,1710,7225
7527200110,2015-02-18T00:00:00Z,593700,3,2.5,2000,22000,2,0,0,3,8,2000,0,1979,0,98075,47.59,-122.081,2180,19800
5559200020,2015-02-27T00:00:00Z,248500,3,2,1240,12285,1,0,0,3,7,620,620,1939,1991,98023,47.3219,-122.341,1560,11564
6056111370,2014-11-24T00:00:00Z,340000,2,1.75,1270,1916,2,0,0,3,8,1270,0,2012,0,98108,47.5648,-122.294,1140,1916
2820069048,2015-05-04T00:00:00Z,468000,4,2.5,2480,176418,1.5,0,3,5,8,2480,0,1927,0,98022,47.1941,-122.038,1640,112384
1972200554,2014-08-04T00:00:00Z,580000,3,2.25,1480,1026,3,0,0,3,8,1480,0,2014,0,98103,47.6536,-122.354,1570,1283
6448000090,2014-05-12T00:00:00Z,1575000,5,2.75,3650,20150,1,0,0,4,10,2360,1290,1975,0,98004,47.6215,-122.224,3220,19800
9286100300,2014-08-01T00:00:00Z,483500,3,2.5,1670,4308,2,0,0,3,8,1670,0,2001,0,98027,47.5307,-122.047,1670,2897
5029450110,2015-03-27T00:00:00Z,215000,3,1.5,1410,8415,1,0,0,4,7,780,630,1982,0,98023,47.2914,-122.368,1440,7361
8731800210,2014-07-11T00:00:00Z,235000,3,2.5,2350,9051,1,0,0,4,8,1570,780,1966,0,98023,47.3126,-122.364,2270,8748
1862400087,2015-03-13T00:00:00Z,475000,3,1.75,1520,8100,1,0,0,5,6,760,760,1945,0,98117,47.6966,-122.375,1040,8100
2394600157,2015-04-07T00:00:00Z,460000,3,2.25,1530,1840,2,0,0,3,8,1240,290,2008,0,98144,47.587,-122.301,1800,3431
3574801500,2014-09-26T00:00:00Z,490000,4,2.5,3000,8645,2,0,0,3,8,3000,0,1985,0,98034,47.7315,-122.224,1930,8866
0722069232,2014-09-05T00:00:00Z,998000,4,3.25,3770,982998,2,0,0,3,10,3770,0,1992,0,98058,47.414,-122.087,2290,37141
1853000030,2015-04-16T00:00:00Z,775000,3,2.5,3550,32807,2,0,0,3,9,3550,0,1989,0,98077,47.7292,-122.082,3270,35001
7852020080,2014-12-10T00:00:00Z,535000,3,3.25,2670,5108,2,0,2,3,9,2670,0,2000,0,98065,47.5342,-121.866,2670,6500
7457000005,2014-09-26T00:00:00Z,1220000,4,2,3090,8125,2.5,0,0,5,8,3090,0,1918,0,98117,47.6851,-122.395,1560,6250
1402810140,2014-05-05T00:00:00Z,300000,3,2,1050,10072,1,0,0,3,7,1050,0,1986,0,98019,47.7341,-121.976,1130,10087
3449850050,2014-06-20T00:00:00Z,420000,5,3,2630,3149,2,0,0,3,8,1670,960,2013,0,98056,47.5065,-122.171,2240,4825
6306810110,2014-11-17T00:00:00Z,485230,4,2.5,2714,12558,2,0,0,3,9,2714,0,2014,0,98031,47.3522,-122.201,2873,8269
2413300810,2014-09-23T00:00:00Z,291000,4,2.25,1890,7616,1,0,0,4,8,1260,630,1979,0,98003,47.3275,-122.329,1890,7420
7203102080,2014-12-17T00:00:00Z,305000,2,1,1290,3140,2,0,0,3,7,1290,0,2008,0,98053,47.6971,-122.026,1290,2628
1498301672,2015-03-30T00:00:00Z,467000,5,2,2080,4000,1,0,0,4,6,1040,1040,1909,0,98144,47.5858,-122.308,1940,6000
1310800090,2014-10-07T00:00:00Z,240000,3,1,1470,7350,1,0,0,3,7,1470,0,1969,0,98032,47.3616,-122.286,1720,8050
7708200400,2014-09-29T00:00:00Z,495000,4,2.5,2460,4774,2,0,0,3,8,2460,0,2006,0,98059,47.4912,-122.145,2510,4399
7376300085,2015-05-05T00:00:00Z,530000,3,1.75,1430,10350,1,0,0,3,7,1430,0,1959,0,98008,47.6353,-122.123,1890,10350
9358002305,2015-03-13T00:00:00Z,430000,2,1,950,6426,1,0,0,3,7,950,0,1949,0,98126,47.5653,-122.37,1360,2550
2744600040,2014-06-14T00:00:00Z,330000,3,1.75,1430,8865,1,0,0,3,7,1430,0,1950,0,98125,47.7331,-122.299,1250,8154
3083000355,2014-12-04T00:00:00Z,385000,5,2,2020,4000,2,0,0,3,7,2020,0,1950,0,98144,47.5799,-122.305,1960,4000
1250200595,2014-07-24T00:00:00Z,431000,4,2.5,1450,3600,1.5,0,0,3,7,1250,200,1902,0,98144,47.5985,-122.298,1680,3600
0476000335,2014-12-17T00:00:00Z,430000,2,1.5,1320,1194,3,0,0,3,7,1320,0,2001,0,98107,47.6704,-122.39,1320,1250
1312920060,2014-12-12T00:00:00Z,265000,3,2.25,1630,10969,2,0,0,3,7,1630,0,1991,0,98001,47.3305,-122.285,1410,7920
2314300170,2014-11-04T00:00:00Z,405000,4,2.5,2090,6667,2,0,0,3,8,2090,0,1997,0,98058,47.4648,-122.15,2250,6165
2131700900,2014-08-13T00:00:00Z,283700,1,1.75,1010,10900,1,0,0,4,6,1010,0,1968,0,98019,47.7391,-121.982,1410,8359
9238480020,2015-03-19T00:00:00Z,699000,5,2.75,2970,36817,2,0,0,4,8,2970,0,1978,0,98072,47.7731,-122.139,2730,29150
8651441520,2015-03-02T00:00:00Z,220000,3,1,820,5200,1,0,0,4,6,820,0,1977,0,98042,47.363,-122.094,1120,5200
3172600095,2014-07-08T00:00:00Z,371500,3,1,1650,6400,1,0,0,4,7,980,670,1954,0,98106,47.52,-122.365,1230,6400
1509700050,2014-05-23T00:00:00Z,300000,4,2.5,1960,9898,2,0,0,3,8,1960,0,2001,0,98030,47.3834,-122.168,2130,7662
1645000097,2014-08-09T00:00:00Z,249000,3,1.75,1300,8500,1,0,0,4,7,1300,0,1964,0,98022,47.209,-122.005,1410,7800
0446000190,2014-12-08T00:00:00Z,849000,5,3.25,2450,6534,2,0,0,3,8,1770,680,1951,2014,98115,47.688,-122.281,1620,6534
3904910480,2014-07-31T00:00:00Z,490000,3,2.5,2010,9725,2,0,0,4,8,2010,0,1987,0,98029,47.568,-122.018,1850,6858
9543000205,2015-04-13T00:00:00Z,139950,0,0,844,4269,1,0,0,4,7,844,0,1913,0,98001,47.2781,-122.25,1380,9600
1125069153,2014-08-22T00:00:00Z,1525000,4,3.5,5990,111078,2,0,0,3,11,5990,0,2004,0,98053,47.667,-121.994,4690,118918
3878900681,2015-01-21T00:00:00Z,272000,1,0.75,1040,6034,1,0,1,3,7,580,460,1991,0,98178,47.5078,-122.251,1560,5650
1782500095,2015-03-09T00:00:00Z,369000,2,1,1320,6135,1,0,0,4,7,880,440,1942,0,98126,47.5265,-122.379,1050,4693
7229100180,2015-03-23T00:00:00Z,302200,4,1.5,1730,10396,1,0,0,3,7,1730,0,1964,0,98058,47.4497,-122.168,1510,10396
7229210060,2014-12-11T00:00:00Z,299950,3,1.75,1980,11274,1,0,0,4,7,1480,500,1968,0,98058,47.4474,-122.167,1520,8010
2019200220,2015-02-26T00:00:00Z,269000,3,2.25,1470,8682,1,0,0,3,7,1160,310,1985,0,98003,47.2729,-122.299,1670,8359
0301401620,2014-10-15T00:00:00Z,298900,3,2.5,1852,4000,2,0,0,3,7,1852,0,2014,0,98002,47.3451,-122.209,2475,4000
8835900010,2014-08-04T00:00:00Z,579000,3,1,1590,5400,1,0,1,3,8,1280,310,1948,0,98118,47.5509,-122.261,2140,7161
0001000102,2015-04-22T00:00:00Z,300000,6,3,2400,9373,2,0,0,3,7,2400,0,1991,0,98002,47.3262,-122.214,2060,7316
4046400010,2015-03-09T00:00:00Z,535900,3,2.25,1880,10880,1,0,0,3,8,1480,400,1975,0,98008,47.5937,-122.116,2120,10240
2771101964,2014-08-12T00:00:00Z,396500,3,1.5,1360,1488,2,0,0,3,7,1120,240,2003,0,98199,47.6526,-122.384,1360,1573
7904700126,2014-11-20T00:00:00Z,388000,3,3.25,1370,915,2,0,0,3,8,1100,270,2006,0,98116,47.5639,-122.388,1370,1146
3883800011,2014-11-05T00:00:00Z,82000,3,1,860,10426,1,0,0,3,6,860,0,1954,0,98146,47.4987,-122.341,1140,11250
5700003585,2014-12-29T00:00:00Z,2500000,5,3.25,5620,12672,2,0,0,4,11,4140,1480,1916,0,98144,47.5786,-122.287,4470,8050
5045700090,2015-01-06T00:00:00Z,480000,5,2.75,2670,4780,2,0,0,3,8,2670,0,2013,0,98059,47.4866,-122.155,2560,5380
9268200658,2014-06-04T00:00:00Z,280000,2,1,960,4920,1,0,0,3,6,960,0,1942,0,98117,47.6946,-122.362,1010,5040
8944460190,2015-02-25T00:00:00Z,425000,4,2.5,2689,6688,2,0,0,3,9,2689,0,2006,0,98030,47.3803,-122.184,2665,5700
5595900210,2014-11-19T00:00:00Z,195000,2,1,800,5280,1,0,0,5,6,800,0,1918,0,98022,47.205,-121.995,1240,7670
3754700170,2015-04-23T00:00:00Z,455000,3,2,1640,9825,1,0,0,4,7,1090,550,1971,0,98034,47.7244,-122.2,1500,9750
2391602650,2015-04-10T00:00:00Z,522000,3,1,1230,4600,1.5,0,0,3,7,1230,0,1929,0,98116,47.5616,-122.392,1230,4600
3601200017,2014-07-02T00:00:00Z,175000,4,2.5,1780,6000,2,0,0,3,7,1780,0,1991,0,98198,47.3828,-122.302,1630,6000
0005200087,2014-07-09T00:00:00Z,487000,4,2.5,2540,5001,2,0,0,3,9,2540,0,2005,0,98108,47.5423,-122.302,2360,6834
3574770030,2014-08-28T00:00:00Z,564950,4,2.75,2990,4521,2,0,0,3,7,2990,0,2014,0,98028,47.7401,-122.226,2580,7539
2391600335,2015-02-03T00:00:00Z,804000,4,2.5,2620,5060,2,0,0,3,9,2620,0,2005,0,98116,47.5634,-122.394,900,5060
3878900270,2015-04-29T00:00:00Z,466000,4,2,2240,4508,1,0,2,4,8,1340,900,1926,0,98178,47.5096,-122.25,1930,5250
7981900110,2014-10-03T00:00:00Z,350000,4,2.75,2300,3175,1.5,0,0,3,6,1340,960,1966,0,98144,47.5732,-122.305,1260,3175
1775800420,2015-02-02T00:00:00Z,474000,4,2.25,1960,14834,1,0,0,4,8,1330,630,1976,0,98072,47.7434,-122.095,1540,15000
1982200245,2015-01-27T00:00:00Z,726000,3,2.5,1890,3880,1.5,0,0,4,8,1460,430,1915,0,98107,47.6642,-122.362,1010,3880
1370803835,2014-07-18T00:00:00Z,705000,2,1.75,2320,6755,1,0,0,5,8,1380,940,1946,0,98199,47.6398,-122.403,1990,5000
2331300395,2014-05-10T00:00:00Z,875000,4,2,2520,6000,1,0,0,3,8,1400,1120,1921,2007,98103,47.6767,-122.35,1580,3720
2025069140,2015-03-17T00:00:00Z,1898000,3,2.5,2830,4334,3,1,4,3,10,2830,0,2006,0,98074,47.6318,-122.071,2830,38211
4046700110,2015-02-24T00:00:00Z,323000,3,1.75,1950,15037,1,0,0,3,7,1950,0,1989,0,98014,47.6892,-121.913,1760,15181
