carat,cut,color,clarity,depth,table,price,x,y,z
0.59,Ideal,D,SI1,61.7,56,1671,5.39,5.43,3.34
0.54,Ideal,E,VVS2,61.9,54.5,2479,5.22,5.25,3.23
1.51,Premium,G,VS2,62.5,59,12872,7.34,7.28,4.57
0.43,Ideal,E,VS1,63,55,1094,4.85,4.87,3.06
1.41,Ideal,J,SI1,62.3,55,6889,7.18,7.21,4.48
0.3,Ideal,H,VVS1,61.9,57,665,4.3,4.33,2.67
0.33,Very Good,I,SI1,63,57,434,4.37,4.39,2.76
0.54,Ideal,E,VS1,62.6,55,1823,5.22,5.2,3.26
0.32,Ideal,F,VS2,61.9,56,645,4.41,4.44,2.74
0.4,Good,G,SI1,63.2,58,655,4.61,4.7,2.94
0.41,Ideal,E,VS1,62.1,56,1153,4.78,4.75,2.96
0.31,Premium,J,VS1,61.8,59,523,4.33,4.31,2.67
0.71,Premium,I,VS1,61.9,59,2266,5.71,5.67,3.52
1.51,Premium,F,VS2,62.2,60,13474,7.25,7.34,4.54
0.7,Ideal,F,SI1,62.1,56,2573,5.65,5.67,3.51
1.11,Very Good,H,VS2,62.4,58,5450,6.57,6.69,4.14
0.4,Ideal,H,SI2,62.6,55,625,4.73,4.76,2.97
0.3,Premium,F,VVS2,61.6,58,945,4.35,4.28,2.66
2.03,Ideal,F,SI2,61.6,55,18578,8.19,8.14,5.03
0.34,Ideal,G,VS2,62.5,57,596,4.46,4.5,2.8
2.01,Very Good,E,SI2,62,61,17024,8.04,8.1,5
0.44,Very Good,E,SI1,63.2,53,970,4.87,4.84,3.07
1.2,Premium,G,VS2,62.3,56,8030,6.8,6.68,4.2
0.55,Ideal,E,SI1,61.4,55,1551,5.26,5.29,3.24
1.51,Very Good,G,VVS2,62.7,57,14938,7.33,7.38,4.61
0.26,Very Good,G,VVS2,62.3,56,486,4.07,4.09,2.54
0.71,Ideal,I,VVS2,60.7,57,3007,5.76,5.8,3.51
0.29,Very Good,G,VVS1,61.5,57,607,4.24,4.27,2.62
0.72,Very Good,G,SI1,63.3,53,2318,5.73,5.68,3.61
1.51,Premium,H,VS2,60.7,58,10685,7.45,7.4,4.51
0.73,Very Good,E,SI2,59.3,57,2395,5.88,5.95,3.51
0.51,Ideal,E,VVS1,61.1,54.7,2691,5.16,5.2,3.17
0.36,Very Good,D,VS1,59,57,832,4.71,4.74,2.79
0.92,Very Good,G,SI1,62.5,60,3986,6.19,6.26,3.89
2.03,Premium,J,SI2,62.7,59,12531,8.08,8.02,5.05
2.03,Ideal,J,SI2,62.1,57,12716,8.06,8.12,5.02
1.55,Ideal,I,VS1,61.9,55,10869,7.43,7.46,4.61
0.7,Ideal,F,VVS2,61.5,56,4439,5.7,5.78,3.53
0.83,Premium,G,SI2,61.9,56,2543,6.04,5.97,3.72
0.72,Very Good,G,SI2,60.6,57,2114,5.79,5.86,3.53
1.12,Very Good,G,SI2,60.2,59,4852,6.7,6.85,4.08
0.9,Good,E,SI2,63.2,57,3401,6.06,6.15,3.86
2.54,Ideal,G,SI2,62.7,56,17339,8.75,8.67,5.46
0.7,Premium,F,SI1,61.3,59,2423,5.74,5.68,3.5
1.06,Very Good,H,VS2,60.7,59,5415,6.56,6.63,4
0.24,Very Good,F,VVS2,61.9,56,492,3.97,4.01,2.47
0.4,Ideal,G,IF,61.2,56,1229,4.76,4.81,2.93
1.09,Ideal,J,SI1,61.4,55,4565,6.61,6.67,4.08
0.9,Fair,H,VS2,65.5,57,3226,6.05,6.01,3.95
0.31,Very Good,F,SI2,63,58,408,4.34,4.36,2.74
0.3,Premium,D,SI1,61.3,60,709,4.32,4.26,2.63
0.69,Fair,I,VS1,57.9,63,1692,5.73,5.77,3.33
1.76,Ideal,I,VVS2,60.2,58,14065,7.84,7.87,4.73
0.33,Premium,D,VVS2,62.6,56,1002,4.47,4.44,2.79
0.4,Ideal,J,SI1,61.2,56,820,4.77,4.81,2.93
1.22,Ideal,I,VS1,61.9,55.7,6469,6.81,6.84,4.23
1.01,Very Good,F,VS2,62.5,56,6083,6.4,6.44,4.01
0.59,Very Good,D,SI1,62.8,57,1743,5.32,5.38,3.36
0.91,Premium,E,SI1,62.1,58,4332,6.15,6.18,3.83
0.42,Ideal,H,VVS2,62.4,56,984,4.8,4.78,2.99
0.31,Ideal,D,IF,60.5,57,1917,4.39,4.41,2.66
0.8,Ideal,E,VS2,61.4,55,3192,5.96,5.99,3.67
1.26,Premium,I,SI1,60.5,62,5292,6.97,6.92,4.2
0.61,Good,H,VS1,60.1,60.3,1706,5.47,5.5,3.29
0.9,Premium,I,VS2,61.6,58,3478,6.15,6.09,3.77
0.37,Very Good,G,VS1,63.1,56,957,4.59,4.57,2.89
0.51,Very Good,D,SI1,63,58,1442,5.05,5.07,3.19
0.29,Ideal,G,VVS2,61.4,57,607,4.27,4.3,2.63
0.34,Premium,E,SI1,61.9,59,765,4.48,4.44,2.76
0.33,Ideal,G,VVS1,62.3,55,810,4.42,4.44,2.76
0.34,Premium,E,SI2,62.5,59,612,4.46,4.43,2.78
1.02,Ideal,F,VS2,62.8,57,7037,6.41,6.36,4.01
0.72,Premium,D,SI2,60.2,56,2492,5.85,5.82,3.51
2.09,Premium,H,SI1,60.5,61,12063,8.32,8.25,5.01
1,Very Good,G,VS2,60.6,60,5623,6.4,6.5,3.91
0.9,Very Good,I,VS2,62.1,61,3535,6.08,6.12,3.79
0.42,Ideal,F,VS1,60.9,57,1103,4.88,4.84,2.96
0.71,Premium,I,VS1,62.5,61,2202,5.68,5.64,3.54
0.78,Good,E,SI2,64,57,2379,5.84,5.81,3.73
1,Premium,H,SI1,62.7,60,4469,6.3,6.24,3.93
0.47,Premium,G,VS2,61,59,1116,5.03,5,3.06
0.53,Ideal,G,SI1,61.1,55,1549,5.24,5.26,3.21
0.52,Ideal,D,VS2,62.1,57,1774,5.13,5.17,3.2
0.36,Ideal,D,SI1,62.8,57,794,4.54,4.51,2.84
0.32,Ideal,G,VS2,61.4,56,720,4.39,4.37,2.69
0.3,Ideal,G,VVS1,61.4,58,764,4.31,4.35,2.66
0.73,Good,I,SI2,63.7,57,1610,5.76,5.67,3.63
1.05,Ideal,H,VS2,61.7,57,5833,6.55,6.52,4.03
1.2,Fair,F,SI2,63.4,60,5445,6.56,6.65,4.19
0.58,Ideal,F,VS2,62.1,55,1666,5.33,5.37,3.32
0.23,Premium,H,VS1,59.4,61,434,4.05,4,2.39
0.35,Ideal,G,VS1,61.1,56,923,4.55,4.58,2.79
0.71,Ideal,I,VVS2,60.4,57,3007,5.78,5.81,3.5
0.31,Ideal,F,VS2,62,56,802,4.39,4.35,2.71
1.31,Ideal,G,VVS1,61.1,57,11146,7.01,7.06,4.3
0.32,Premium,E,SI2,59.7,60,449,4.43,4.45,2.65
0.9,Fair,E,VVS2,58.1,59,5551,6.21,6.26,3.62
1.03,Ideal,H,SI1,62,56,5093,6.44,6.49,4.01
0.76,Ideal,G,SI2,62.1,59,2389,5.81,5.84,3.62
0.71,Premium,J,SI1,61,61,1853,5.71,5.66,3.47
0.51,Good,G,SI1,63.1,64,1107,5.08,5.03,3.19
0.91,Premium,D,SI2,61.1,60,4051,6.29,6.24,3.83
0.76,Premium,D,VS2,61.7,59,3581,5.87,5.9,3.63
0.34,Ideal,F,VS2,62.1,56,880,4.51,4.47,2.79
0.55,Ideal,I,SI2,60.4,56,1109,5.32,5.36,3.23
1.12,Premium,G,SI2,61.2,58,4084,6.67,6.69,4.09
0.53,Ideal,H,VS1,60.8,57,1848,5.24,5.29,3.2
0.71,Very Good,D,SI1,63.2,58,2681,5.65,5.68,3.58
1.58,Premium,D,SI1,60.2,58,13329,7.6,7.46,4.56
0.25,Ideal,F,VVS1,61.3,58,817,4.04,4.08,2.49
1.51,Good,G,VS1,62.4,59,13515,7.25,7.28,4.53
1.51,Premium,G,VS2,62.5,59,12756,7.28,7.34,4.57
1,Premium,H,VS2,59.6,59,5069,6.54,6.47,3.88
0.35,Ideal,F,VS2,61.4,56,906,4.56,4.53,2.79
0.41,Premium,D,VVS1,62.3,53,1582,4.78,4.75,2.97
1.02,Ideal,E,VVS2,61.5,57,10384,6.55,6.5,4.01
0.72,Very Good,D,VS1,64.1,57,3375,5.68,5.71,3.65
1.02,Very Good,E,VVS2,60.3,58,8745,6.53,6.57,3.95
0.43,Ideal,H,SI1,62.4,56,716,4.81,4.83,3.01
0.43,Premium,F,SI1,62.6,58,1016,4.81,4.77,3
0.9,Premium,F,SI2,59.7,60,3951,6.25,6.22,3.72
0.31,Ideal,H,VVS1,61.6,57,660,4.32,4.35,2.67
2,Premium,J,VS1,63,58,9296,8.04,7.99,5.05
0.9,Good,D,SI2,62.2,63,4382,6.14,6.23,3.85
1.27,Ideal,H,VS2,60.3,56,7219,7.08,7.02,4.25
1.01,Good,G,SI1,63.8,56,4504,6.32,6.37,4.05
1.24,Very Good,F,VVS2,63.6,56,11268,6.75,6.8,4.31
0.5,Very Good,G,VVS1,61.5,56,1843,5.11,5.14,3.15
0.31,Premium,G,VVS1,60.5,60,816,4.33,4.4,2.64
0.75,Ideal,J,VS1,61.9,56,2161,5.81,5.85,3.61
0.91,Premium,H,SI1,63,57,3033,6.19,6.1,3.87
1.55,Premium,J,SI2,62.6,60,6635,7.36,7.3,4.59
0.31,Good,E,SI1,63.4,55,544,4.32,4.33,2.74
0.33,Ideal,G,SI1,61.6,56,498,4.43,4.46,2.74
0.58,Ideal,H,SI1,61.9,59,1389,5.33,5.36,3.31
0.55,Ideal,G,VVS1,61.2,56,2077,5.27,5.3,3.24
0.51,Very Good,H,VS1,62.3,56,1628,5.1,5.13,3.18
1.16,Ideal,D,SI2,62.1,54,5898,6.79,6.74,4.2
0.3,Very Good,H,VVS1,62.6,56,638,4.25,4.28,2.67
0.41,Ideal,E,VVS1,60.9,55,1431,4.83,4.8,2.93
1.58,Premium,G,VVS2,62.4,56,14855,7.5,7.4,4.65
0.96,Premium,H,SI2,59.2,61,3871,6.42,6.36,3.78
0.38,Very Good,F,VS2,61.3,57,685,4.67,4.7,2.87
0.36,Premium,H,SI1,63,55,648,4.54,4.51,2.85
1.14,Ideal,G,VVS2,61,56,9013,6.74,6.76,4.12
1.01,Ideal,F,SI1,62,57,5184,6.38,6.42,3.97
0.41,Ideal,J,VS2,61.7,55,613,4.8,4.82,2.97
0.3,Ideal,G,IF,61.6,53,863,4.32,4.35,2.67
1.52,Ideal,F,VS2,62.9,53,15792,7.36,7.31,4.61
0.51,Ideal,E,SI1,59.6,57,1546,5.24,5.2,3.11
0.4,Ideal,J,VVS2,61.8,55,662,4.76,4.79,2.95
2.29,Premium,J,IF,61.4,60,18426,8.45,8.49,5.2
0.41,Ideal,G,VVS2,61.3,56,1007,4.76,4.77,2.92
0.53,Ideal,H,SI1,62.5,56,1236,5.15,5.19,3.23
1.28,Ideal,I,VS2,61.6,57,6838,7.01,6.98,4.31
0.7,Very Good,G,SI1,59.1,62,2674,5.8,5.91,3.46
0.26,Very Good,E,SI1,62,54,384,4.08,4.11,2.54
0.38,Ideal,E,SI2,61.2,57,812,4.71,4.67,2.87
1.16,Very Good,J,VS2,63.7,56,4323,6.63,6.68,4.24
0.35,Premium,I,VS1,61.8,58,552,4.5,4.53,2.79
1.24,Premium,E,VS1,59.9,61,10388,6.99,6.96,4.18
0.61,Very Good,E,SI1,60.1,59,1721,5.48,5.51,3.3
1.31,Ideal,I,SI2,61,59,5820,7.05,7.01,4.29
0.5,Ideal,G,SI1,62.1,57,1153,5.05,5.09,3.15
0.34,Premium,I,SI1,60.2,59,574,4.55,4.52,2.73
0.44,Very Good,D,VS2,62.8,58,850,4.79,4.86,3.03
1.12,Ideal,G,VS2,60.9,56,8189,6.7,6.74,4.09
1.02,Very Good,E,VVS1,62.2,57,10672,6.4,6.59,4.04
0.71,Ideal,H,VVS2,61.9,56,3371,5.72,5.76,3.55
1.02,Good,F,SI1,64.3,58,4936,6.28,6.32,4.05
0.23,Very Good,F,VS1,60,57,402,4,4.03,2.41
0.52,Premium,D,VS2,62.4,58,1749,5.09,5.13,3.19
1.14,Ideal,I,VS1,61.7,53,5863,6.75,6.77,4.17
0.36,Ideal,E,VS2,60.8,56,789,4.6,4.64,2.81
0.52,Very Good,G,VVS2,59.9,56,1833,5.22,5.27,3.14
0.57,Ideal,G,VS1,61.6,55,1815,5.34,5.38,3.3
1.04,Premium,G,VVS2,61.8,58,7953,6.47,6.51,4.01
1.02,Ideal,G,SI1,62.8,57,5055,6.38,6.35,4
0.41,Ideal,F,VS1,60.6,57,1007,4.79,4.84,2.92
0.31,Ideal,G,SI1,61.9,55,493,4.38,4.41,2.72
1.14,Premium,J,SI1,62.4,59,3792,6.7,6.62,4.16
0.75,Ideal,F,SI2,62.1,55,2586,5.83,5.87,3.63
1.02,Ideal,G,VS1,61.3,56,7192,6.49,6.53,3.99
0.27,Very Good,D,VVS2,62.2,59,622,4.08,4.12,2.55
0.71,Good,G,VS2,64.2,58,2623,5.62,5.59,3.6
1.95,Premium,H,I1,60.3,59,5045,8.1,8.05,4.87
0.79,Ideal,E,SI1,60.3,56,3171,5.99,6.05,3.63
1.51,Premium,G,VS1,59.5,59,14156,7.45,7.41,4.42
0.58,Good,E,VS1,58.6,64,2185,5.4,5.46,3.18
1.01,Very Good,H,SI1,61.8,59,4876,6.37,6.41,3.95
1.04,Premium,D,SI2,61.9,58,4543,6.54,6.49,4.03
0.9,Fair,E,SI2,64.5,57,3342,6.13,6.09,3.94
1.9,Ideal,I,SI2,60.9,55,12165,8,8.06,4.89
0.32,Ideal,E,IF,61.9,56,1095,4.4,4.42,2.73
0.54,Premium,E,VS1,60.3,58,1939,5.26,5.32,3.19
0.9,Good,I,SI2,62.2,59,2800,6.07,6.11,3.79
1,Good,H,SI1,61,61,4510,6.36,6.42,3.9
0.53,Ideal,F,VS1,61.8,56,1908,5.22,5.2,3.22
1.03,Premium,I,SI1,62,58,3749,6.46,6.41,3.99
1.01,Ideal,G,SI1,63,57,5555,6.37,6.4,4.02
0.43,Premium,F,VVS2,61.6,60,1169,4.82,4.86,2.98
1,Premium,F,SI1,62.8,61,4022,6.37,6.25,3.96
1.01,Premium,D,VS1,62.1,58,7575,6.4,6.37,3.97
0.3,Very Good,E,VVS2,60,55,837,4.36,4.41,2.63
0.71,Premium,D,SI1,61.3,58,2822,5.75,5.73,3.52
0.73,Ideal,I,SI1,62,56,2122,5.75,5.8,3.58
1.01,Premium,F,IF,62.3,57,9627,6.5,6.35,4
1.01,Premium,E,VS2,60.4,58,6787,6.51,6.47,3.92
0.71,Ideal,G,VS1,62.9,58,2820,5.66,5.69,3.57
1.2,Ideal,G,SI2,62.2,56,5484,6.84,6.74,4.22
0.41,Ideal,E,VVS1,60.9,55,1367,4.8,4.83,2.93
0.35,Premium,G,VS1,62.3,59,906,4.53,4.49,2.81
0.56,Fair,E,VS2,64.7,60,1737,5.13,5.14,3.32
0.31,Fair,G,VVS2,65.5,58,629,4.25,4.24,2.78
0.3,Ideal,G,VS2,62.2,57,526,4.26,4.32,2.67
1.18,Ideal,E,SI2,60.9,57,6328,6.86,6.89,4.19
0.41,Premium,E,VVS1,62.2,58,1431,4.77,4.75,2.96
2.22,Ideal,G,SI2,62.5,54,17123,8.28,8.35,5.2
0.39,Ideal,I,VVS1,60.8,56,805,4.76,4.78,2.9
0.61,Ideal,E,VS2,61.9,53,2248,5.45,5.5,3.39
0.31,Ideal,D,SI1,62.4,56,571,4.31,4.35,2.7
0.3,Ideal,F,VVS1,62.2,53,857,4.3,4.32,2.68
0.34,Premium,H,VS2,61.7,60,689,4.51,4.47,2.77
0.59,Ideal,H,VVS2,61.8,56,1834,5.37,5.41,3.33
0.9,Ideal,G,VS2,62.7,56,4133,6.25,6.15,3.89
0.7,Ideal,F,SI1,62.3,56,2382,5.65,5.68,3.53
0.9,Ideal,I,VS2,62,53,4157,6.17,6.23,3.85
1.16,Ideal,I,SI2,62.4,55,3800,6.76,6.69,4.2
0.76,Very Good,E,VS2,63.4,58,3517,5.76,5.82,3.67
0.91,Premium,F,SI2,63,59,3346,6.17,6.12,3.87
1.39,Premium,F,SI1,62.1,58,8476,7.1,7.16,4.43
0.3,Premium,H,SI1,62.6,58,540,4.28,4.22,2.66
1.5,Premium,G,VVS2,62.7,58,14157,7.28,7.32,4.58
0.57,Ideal,G,VS1,62,55,1851,5.29,5.35,3.3
0.72,Premium,H,VS2,61.6,57,2418,5.84,5.78,3.58
1.77,Premium,J,VS2,59.6,58,9428,7.94,7.86,4.71
0.6,Very Good,D,SI1,62.2,56,1896,5.4,5.44,3.37
0.32,Ideal,H,VS2,62,55,648,4.42,4.39,2.73
1.33,Very Good,H,SI2,60.8,59,6071,7.07,7.11,4.31
0.34,Premium,E,SI2,59.9,59,612,4.57,4.55,2.73
1.07,Premium,G,VS2,61.9,60,6213,6.55,6.48,4.03
1.25,Premium,H,SI2,61.6,54,5740,6.95,6.85,4.25
0.51,Ideal,E,SI1,61.5,54,1356,5.15,5.19,3.18
0.91,Very Good,D,SI1,63,59,4429,6.11,6.15,3.86
0.3,Ideal,E,VS2,62.6,54,844,4.31,4.28,2.69
0.75,Ideal,F,VS2,62.5,57,2893,5.78,5.83,3.63
0.3,Very Good,D,SI1,62.5,57,552,4.26,4.28,2.67
1,Premium,E,SI1,62.6,60,5445,6.3,6.35,3.97
0.3,Ideal,F,IF,59.4,60,873,4.37,4.39,2.6
1.2,Very Good,F,SI2,62.8,57,5880,6.73,6.78,4.24
0.41,Ideal,E,VS1,62,54,1153,4.79,4.76,2.96
0.9,Very Good,I,VS1,63.3,58,3656,6.07,6.1,3.85
1.51,Ideal,G,VS1,60.8,54,14733,7.4,7.48,4.52
1.2,Ideal,E,VS2,61.3,56,10214,6.89,6.84,4.21
0.26,Ideal,D,VVS2,62.5,56,769,4.11,4.08,2.56
0.32,Very Good,H,VS1,62.8,58,561,4.35,4.37,2.74
0.5,Premium,F,VS2,61.4,60,1395,5.13,5.17,3.16
0.55,Ideal,F,SI2,62.3,57,1263,5.27,5.22,3.27
0.41,Ideal,J,SI2,62.5,54,731,4.78,4.79,2.99
1.5,Very Good,D,SI1,61,59,12179,7.33,7.39,4.49
0.9,Good,G,SI2,63.3,59,3162,6.07,6.12,3.86
0.73,Ideal,D,VS2,61.6,56,3464,5.78,5.82,3.57
0.37,Ideal,E,VS2,62.6,56,811,4.56,4.61,2.87
1.65,Premium,F,SI2,60.5,61,9693,7.7,7.65,4.64
1,Ideal,J,VS1,61.1,57,4466,6.43,6.48,3.95
1.22,Premium,F,VS2,62.3,57,8731,6.84,6.8,4.25
0.42,Ideal,F,VS1,61.3,57,1103,4.85,4.8,2.96
0.56,Premium,J,SI1,60.3,59,1050,5.34,5.3,3.21
1.53,Premium,J,VVS1,61.6,58,9322,7.4,7.37,4.55
0.92,Premium,G,SI2,62.3,59,3318,6.2,6.15,3.85
0.82,Ideal,D,SI2,62.1,57,3357,6.04,6,3.74
0.32,Ideal,I,VS2,61.6,56,449,4.37,4.39,2.7
1.47,Very Good,H,SI1,62.9,58,8663,7.18,7.23,4.53
0.51,Very Good,I,SI1,63.5,60,1046,5.03,5.05,3.2
1.2,Good,G,VS2,57.8,59,8032,7.06,7,4.06
0.78,Ideal,G,VS2,61.7,56,3613,5.89,5.94,3.65
1.19,Premium,D,SI2,58.8,58,5504,7.04,6.9,4.1
0.9,Very Good,I,SI1,62.3,56,3308,6.12,6.18,3.83
0.73,Premium,I,VVS2,61.5,58,2519,5.78,5.73,3.54
1,Very Good,H,SI2,60.8,60,4496,6.44,6.49,3.93
0.31,Ideal,E,VS2,62,56,872,4.37,4.34,2.7
0.52,Ideal,F,VS1,62.3,55,1872,5.21,5.16,3.23
0.9,Good,H,VS1,60.6,61,4072,6.13,6.19,3.73
1.2,Ideal,G,SI1,61.6,57,7372,6.85,6.88,4.23
0.83,Very Good,H,VS1,63.1,60,3153,5.91,5.98,3.75
1.22,Premium,I,VS2,59.3,59,6045,6.96,7.01,4.14
0.62,Ideal,E,VS2,62,54.5,2208,5.46,5.48,3.39
0.4,Ideal,E,VVS1,60.6,56,1031,4.77,4.8,2.9
0.32,Ideal,G,VS2,59.8,57,720,4.46,4.43,2.66
1.72,Premium,G,VS2,61.1,58,15946,7.73,7.69,4.71
0.27,Ideal,E,VS1,61.6,56,470,4.14,4.17,2.56
0.92,Premium,I,SI2,61.5,59,3040,6.27,6.21,3.84
0.32,Ideal,E,VVS2,61.3,54,779,4.42,4.45,2.72
0.79,Ideal,E,SI1,61.6,55,3715,5.94,6.04,3.69
0.6,Premium,G,SI2,60.8,58,1433,5.49,5.44,3.32
0.26,Very Good,G,VS2,61.7,57,423,4.11,4.15,2.55
0.53,Ideal,D,VS2,62.6,56,1857,5.14,5.18,3.23
1.05,Premium,G,VVS2,59.5,61,8702,6.69,6.63,3.96
0.78,Ideal,D,VS2,61.9,56,3811,5.89,5.91,3.65
1.53,Ideal,I,VS2,62.2,57,9596,7.39,7.33,4.58
0.33,Ideal,G,IF,62.7,56,861,4.39,4.44,2.77
0.43,Premium,H,SI1,60.2,57,919,4.93,4.91,2.96
0.91,Ideal,G,SI2,62.7,57,3557,6.15,6.19,3.87
0.6,Good,I,VS1,60.1,62,1378,5.42,5.49,3.28
0.8,Ideal,F,VS2,60.9,57,4043,5.98,6.04,3.66
0.52,Ideal,D,VS2,62,53,1701,5.17,5.21,3.22
1.22,Ideal,I,VS2,60.4,57,7430,6.91,6.99,4.2
0.77,Good,E,SI2,58.1,63,2371,6.02,6.06,3.5
0.23,Very Good,G,VVS1,60.2,59,415,4,4.01,2.41
0.73,Ideal,F,SI1,61.6,55,2951,5.77,5.81,3.56
0.9,Very Good,H,VVS2,61.8,60,4617,6.11,6.15,3.79
0.9,Premium,E,SI2,62.2,60,3599,6.19,6.15,3.84
1.01,Very Good,G,IF,63,60,7974,6.31,6.35,3.99
0.82,Premium,I,VS1,61.9,58,2853,5.99,5.97,3.7
0.2,Ideal,E,VS2,59.7,55,367,3.86,3.84,2.3
0.55,Ideal,D,SI1,61.3,56,1611,5.28,5.33,3.25
1,Premium,F,SI1,61.2,58,5197,6.4,6.44,3.93
0.31,Ideal,I,VS1,61.7,55,544,4.39,4.36,2.7
0.62,Ideal,H,VS1,61.4,56,1878,5.47,5.51,3.37
0.41,Ideal,G,VVS1,62.4,55,1068,4.74,4.78,2.97
1.18,Ideal,H,SI2,62.2,56,5657,6.74,6.76,4.2
0.5,Very Good,D,SI1,61,61,1436,5.08,5.11,3.11
0.4,Premium,D,VS2,62.5,59,982,4.66,4.72,2.93
0.9,Good,F,SI2,63.2,58,3318,6.09,6.12,3.86
0.41,Premium,G,VS2,61.7,61,1061,4.74,4.7,2.91
0.5,Very Good,D,VS2,62.9,61,1752,4.96,5.03,3.14
1.52,Ideal,D,SI1,60.6,58,14426,7.46,7.4,4.51
1.39,Premium,I,SI2,61.9,59,4826,7.15,7.11,4.41
0.5,Very Good,E,SI1,61.5,62,1316,5.06,5.09,3.12
0.39,Ideal,I,VS1,62.5,54,816,4.67,4.7,2.92
0.41,Premium,E,VVS1,60.7,58,1431,4.86,4.8,2.93
1.26,Very Good,G,VVS1,60.2,59,10922,6.98,7.07,4.23
0.72,Very Good,E,SI1,62.1,57,2578,5.69,5.75,3.55
0.31,Ideal,E,VVS1,61.4,55,865,4.35,4.38,2.68
1.2,Fair,H,SI2,65.6,57,3696,6.73,6.57,4.36
0.7,Very Good,F,VS1,62.2,58,2889,5.64,5.75,3.54
1.02,Very Good,F,SI1,63.5,57,4678,6.4,6.35,4.05
0.33,Premium,G,VVS2,62,59,752,4.41,4.46,2.75
1.07,Ideal,E,VVS2,61.7,57,10104,6.55,6.61,4.06
1.09,Good,F,SI1,61,64,4230,6.63,6.58,4.03
1.01,Ideal,I,SI1,60.6,57,3999,6.51,6.56,3.96
0.51,Ideal,E,VS2,61.2,57,1795,5.13,5.16,3.15
0.41,Premium,J,VS2,61.9,59,784,4.74,4.69,2.92
0.57,Ideal,F,VVS1,61.3,56,3343,5.4,5.37,3.3
1.01,Good,D,SI1,62.9,57,4977,6.34,6.37,4
0.56,Premium,E,SI1,62.5,59,1653,5.24,5.2,3.26
1.02,Premium,F,VS2,62.7,59,6333,6.44,6.41,4.03
0.55,Ideal,F,SI1,61,56,1390,5.28,5.34,3.24
1,Very Good,F,VS2,61.6,56,6013,6.42,6.47,3.97
1.21,Premium,H,SI1,60.5,60,4743,6.81,6.72,4.09
1.01,Premium,H,SI1,62.3,58,4513,6.42,6.35,3.98
0.51,Ideal,D,VS2,61.2,55,1882,5.18,5.16,3.16
1.6,Very Good,G,VS2,61,57,14383,7.55,7.59,4.62
0.3,Very Good,G,VS1,63.4,58,776,4.25,4.23,2.69
0.5,Premium,E,VS2,61.8,59,1629,5.12,5.08,3.15
0.63,Fair,H,VS1,57.3,62.5,1760,5.65,5.7,3.25
0.3,Ideal,F,SI1,61.9,57,475,4.31,4.35,2.68
1.01,Ideal,F,VS1,62.5,54,7465,6.43,6.46,4.03
1.04,Premium,H,VVS1,60.4,58,5102,6.58,6.53,3.96
0.78,Ideal,E,SI1,61.6,56,3345,5.94,6,3.68
1.51,Good,F,SI2,64.2,61,7695,7.24,7.19,4.63
0.5,Very Good,F,VS1,61.9,62,1558,5.02,5.06,3.12
1.21,Ideal,G,VS1,61.8,55,8864,6.81,6.87,4.23
0.52,Ideal,G,VVS2,61.7,55,1911,5.19,5.22,3.21
1.26,Premium,E,VVS1,59.8,59,14952,6.99,7.08,4.21
0.4,Ideal,E,VVS2,61.6,56,1056,4.78,4.73,2.93
0.3,Ideal,E,VS2,61.5,55,844,4.33,4.29,2.65
0.93,Ideal,G,IF,62.2,58,5879,6.25,6.22,3.88
0.7,Very Good,D,SI2,63.7,58,2104,5.56,5.62,3.56
2.08,Premium,I,VS2,58.9,61,18447,8.36,8.35,4.92
0.37,Ideal,F,VS1,61,55,703,4.66,4.69,2.85
0.31,Ideal,D,VS2,61.8,55,942,4.37,4.33,2.69
0.39,Very Good,E,VS1,62.5,58,914,4.67,4.7,2.93
0.38,Ideal,E,VVS2,61.9,53.8,1073,4.66,4.7,2.9
0.9,Very Good,G,SI1,62.4,59,4320,6.1,6.15,3.82
0.31,Ideal,G,IF,61,56,924,4.37,4.38,2.67
0.3,Ideal,D,VVS2,60.7,58,814,4.3,4.33,2.62
0.35,Ideal,G,VS2,61.3,56,646,4.54,4.58,2.8
1.05,Fair,J,SI2,65.8,59,2789,6.41,6.27,4.18
1.02,Premium,D,SI1,62.3,59,5890,6.38,6.42,3.99
1.63,Ideal,H,SI1,61.9,57,11078,7.59,7.53,4.68
0.8,Ideal,F,SI1,61,56,3137,5.98,6.05,3.67
0.35,Ideal,G,VS1,61.9,55,706,4.51,4.53,2.8
0.3,Very Good,I,SI1,63.3,59,506,4.25,4.22,2.68
0.86,Ideal,E,SI2,60,56,3478,6.22,6.24,3.74
0.91,Good,I,VS2,64.3,58,2863,6.05,6.09,3.9
0.38,Ideal,E,SI1,61.9,55,898,4.7,4.64,2.89
1.58,Ideal,I,VS2,61.1,55,10338,7.48,7.53,4.59
0.56,Ideal,D,SI1,62.5,56,1723,5.24,5.26,3.28
0.42,Premium,F,SI1,60.8,58,992,4.87,4.83,2.95
1.03,Ideal,D,VS1,61.7,57,10607,6.45,6.48,3.99
0.55,Premium,D,SI1,61.7,59,1728,5.3,5.23,3.25
0.3,Very Good,G,VS2,61.8,60,505,4.29,4.25,2.64
0.3,Ideal,G,VS1,61.8,54,605,4.29,4.32,2.66
1.51,Very Good,D,VS2,63.1,62,14205,7.24,7.22,4.56
0.85,Premium,I,I1,59.6,58,1796,6.24,6.14,3.69
0.74,Ideal,D,SI2,61.1,57,2690,5.81,5.84,3.56
