nonViolPerPop,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
5791.9,10970,2.7,1.82,85.35,0.39,57.99,15.53,24.59,11.83,17.71,0,0,15570,60.09,1.17,28.09,39.08,15.41,19.6,16994,7801,8444,4892,2944,6498,4909,3675,33.89,25.54,44.6,11.27,17.4,38.87,7.04,19.5,13.04,19.3,10.76,24.77,13.23,12.1,3.28,65.63,60.54,54.79,74.44,47.49,53.38,506,4.45,1740,10.23,20.52,37.18,40.34,1.62,3.25,5.9,6.4,49.72,11.7,9.56,6.77,2.67,2.68,2.64,64.79,9.75,57.52,2,426,90.51,64.39,6.1,37.32,1971,17.38,1.34,34200,46700,62800,28600,144,205,270,126,251,26.2,24.2,12.1,0,0,15.86,44.67,55.25,78.85,84.42,6,1833.2,0.24,0
6184.09,163860,2.52,20.33,74.98,2.17,2.89,17.47,33.6,19.56,12.86,163860,100,21242,71.56,0.31,37.23,29.13,12.75,16.92,28012,11351,12532,8025,7697,8109,5420,34402,22.7,11.07,28.84,21.98,8.17,54.12,12.84,35.02,12.71,28.67,10.68,47.42,13.38,12.15,3.08,51.68,48.23,56,55.76,56.25,64.81,11877,10.32,10576,22.06,29.07,34.14,37.65,1.42,1.88,2.2,2.43,89.12,1.73,6.23,3.52,2.33,2.56,2.16,45.25,2.72,53.58,2,6557,90.83,41.06,4.36,28.21,1939,8.54,0.5,52400,67600,86800,34400,264,347,424,160,409,29.6,20.1,14.7,405,52,6.45,72.43,46.42,78.94,88.4,26,6300.5,10.98,7.59
6101.28,52721,2.77,18.06,79.32,1.51,2.63,15.32,30.2,14.54,8.11,52718,100,25918,81.59,0.72,33.51,20.66,5.77,19.7,29709,11326,12790,5396,12472,6456,7670,8110,15.96,5.73,18.56,15.87,7.25,63.81,10.19,23.68,11.3,23.96,10.48,26.78,14.72,12.71,3.15,71.91,66.83,73.57,73.02,61.77,70.01,1867,4.68,1338,6.05,12.03,19.21,24.89,0.15,0.31,0.49,0.63,95.06,0.32,4.28,3.22,2.67,2.71,2.63,58.07,4.32,43.52,3,2783,87.24,57.38,18.29,42.15,1968,5.77,0.58,43400,58400,78100,34700,214,293,385,171,376,26.6,20.1,12,13,1,2.54,50.5,45.07,66.56,80.74,39.4,1338.2,0.28,5.08
1996.17,12959,3.01,0.25,66.05,32.33,5.05,16.08,22.09,11.96,13.98,12959,100,100077,75.58,1.19,73.93,27.52,1.1,14.37,105123,49537,59612,60000,0,29791,28906,497,3.88,1.51,4.77,61.5,2.81,56.28,9.55,35.84,2.28,60.55,2.35,26.64,6.27,4.4,3.23,89.99,86.37,96.99,81.88,56.31,57.48,60,0.6,3708,15.75,24.7,41.21,51.29,4.51,7.07,11.79,14.68,65.55,5.21,6.17,5.25,2.98,2.96,3.24,93.36,4.49,13.71,3,162,96.37,93.91,0,45.06,1941,0.19,0,500001,500001,500001,0,1001,1001,1001,0,1001,14.9,22,11.7,0,0,28.61,40.64,64.62,85.78,88.98,3.9,3322.8,0.99,0
2712.74,13476,3.89,0.08,98.09,0.45,2.45,20.33,29.74,13.1,6.5,13537,100,31633,83.98,1.93,38.18,23.58,6.51,16.96,33097,8852,8867,0,8681,10525,7767,1142,8.47,1.52,13.93,20.49,5.59,63.71,20.06,28.78,17.25,25.61,5.62,25.94,7.08,6.36,4.23,88.55,87.66,94.05,87.98,53.8,63.88,66,0.56,187,19.25,27.81,31.02,39.04,0.27,0.39,0.43,0.54,95.41,0.65,25.59,22.31,3.88,4,3.39,81.8,7.3,25.53,3,84,97.63,79.16,10.71,48.81,1971,3.32,0.53,53200,66400,84000,30800,241,289,377,136,382,24.2,22.6,11.9,0,0,1.38,77.97,60.12,86.38,92,7.1,1897,1.66,0
3474.97,12069,3.2,2.78,96.27,0.26,72.66,16.31,27.75,12.84,9.72,0,0,19017,76.78,2.22,15.81,27.47,17,6.87,22833,7548,7569,6518,12039,0,5433,3188,26.74,35.19,52.26,7.64,13.32,50.3,4.05,16.93,15.99,17.31,7.48,26.38,10.66,9.11,3.65,80.57,73.65,91.01,83.79,47.58,54.37,242,2.04,1413,14.51,15.36,19.39,30.08,1.7,1.8,2.27,3.52,29.62,13,13.17,10.57,3.16,3.25,2.89,76.95,12.05,46.57,3,657,85.18,74.78,11.11,66.67,1959,12.08,0.52,16600,27400,42200,25600,129,202,285,156,271,27.4,17.7,14.1,6,0,11.71,79.55,64.4,87.32,95.73,7.5,1599.8,5.97,0
2607.86,16849,3.11,0.39,98.05,0.79,0.78,11.83,29.54,10.13,2.46,16849,100,43218,94.8,0.24,44.59,8.35,2.08,6.67,44981,14872,14935,19694,13808,6438,10062,392,2.34,2.4,8.53,19.09,3.64,81.87,24.65,19.06,14.66,22.37,7.27,21.58,7.73,7.5,3.37,88.5,87.39,96.72,90.03,77.14,82.29,93,1.01,203,8.87,12.81,19.7,22.17,0.11,0.15,0.24,0.27,97.14,0.23,3.67,3.12,3.11,3.21,2.41,90.38,1.62,29.7,3,109,98.03,87.59,1.83,40.37,1981,0.87,0.13,78500,88700,98900,20400,413,466,534,121,510,25,23.2,10.7,0,0,1.2,80.82,45.21,79.36,92.69,8.5,1989.1,2.63,0
5050.05,10152,2.76,0.46,95.69,2.24,2.12,15.35,24.68,11.85,11.46,10152,100,32069,79.65,0.21,50.03,25.9,2.63,17.56,37832,14147,14265,0,15883,13101,11422,386,3.89,4.04,14.44,19.07,3.65,65.17,14.71,23.39,13.64,26.75,9.54,25.94,14.32,12.08,3.13,75.92,74.63,89.47,83.44,64.49,76.94,30,0.39,345,13.91,21.45,24.06,24.06,0.47,0.73,0.82,0.82,94.85,0.66,4.62,3.51,2.71,2.77,2.54,73.74,2.26,39.25,3,72,98.08,72.01,1.39,30.56,1969,1.99,0.61,57100,74100,91700,34600,319,382,446,127,443,24.8,19.2,13.9,0,0,3.4,53.36,52.9,79.87,90.26,2.5,4003.2,3.54,0
6197.61,122700,2.51,17.85,74.61,1.8,7.98,13.59,30.4,14.65,8.84,122700,100,26339,77.69,0.5,38.46,21.22,13.1,15.42,31587,12205,13415,9307,8842,5835,7457,23773,19.56,6.92,22.07,18.3,8.43,62.69,14.32,25.21,14.86,23.92,12.84,36.1,17.48,15.33,3.12,59.48,57.34,67.22,62.37,59.94,66.53,6323,6.94,3910,18.08,28.47,33.58,41.02,0.58,0.91,1.07,1.31,91.29,1.03,6.02,3.8,2.49,2.63,2.33,58.32,3.38,51.63,2,3153,93.93,55.41,5.65,32.16,1956,5.79,0.33,36200,48100,63600,27400,284,355,417,133,398,27.1,18.1,13.5,102,3,3.19,73.63,48.5,81.47,92.1,34,3608.4,2.92,11.6
5355.02,21700,2.94,6.71,64.19,0.59,41.86,16.17,29.12,14.57,11.21,0,0,21433,75.2,4.11,32.99,28.78,9.2,9.87,24965,10264,13193,5663,9385,4364,4986,4705,22.58,19.87,37.63,13.92,8,59.74,15.63,22.55,17.03,20.17,8.75,25.05,11.1,9.99,3.4,77.3,70.4,86.08,82.73,59.78,66.11,494,2.65,1485,12.86,15.08,23.5,37.04,0.88,1.03,1.61,2.53,63.22,6.55,10.32,7.68,2.85,2.82,2.89,59.83,11.36,50.7,2,772,90.53,60.47,7.38,51.55,1962,14.49,0.49,27300,40900,63300,36000,188,255,326,138,326,25,19.4,12.8,0,0,6.89,76.31,50.27,77.25,92.09,13.5,1608.4,0,0
2983.68,16389,2.67,0.2,98.33,0.63,0.88,15.65,28.66,14.42,12.87,0,0,25855,75.2,0.95,43.2,31.04,4.33,15.84,31040,11390,11430,6132,14266,5633,8549,1390,8.8,7.03,25.58,12.37,5.14,64.07,40.85,20.98,29.68,18.26,9.88,26.31,11.97,11.01,3.13,76.21,73.68,89.15,74.12,75.36,79.54,162,1.2,193,38.34,41.97,41.97,41.97,0.45,0.49,0.49,0.49,97.08,0.11,4.71,3.28,2.57,2.65,2.37,71.37,1.73,44.11,3,395,93.95,69.03,2.78,43.04,1941,9.21,0.2,29800,39700,52900,23100,208,272,329,121,346,23.8,16.1,11.9,0,0,1.18,78.72,53.11,85.01,92.13,7.6,2151.9,0.04,0
4227.9,33233,2.99,3.14,94.45,1.51,4.35,13.22,27.04,11.92,8.65,19675,59.2,44690,84.67,1.12,44.29,22.1,3.55,13.8,48592,16106,16052,17496,17185,15132,15844,1234,3.76,6.61,20.48,16.29,5.68,67.52,15.57,19.42,12.64,26.33,6.19,25.84,8.44,7.35,3.33,87.16,83.3,94.52,85.4,57.83,67.54,465,2,2133,5.77,8.25,11.95,14.72,0.37,0.53,0.77,0.94,89.48,1.04,6.07,4.9,2.96,3.02,2.56,88.96,1.3,35.49,3,717,93.94,87.22,2.65,54.11,1974,1.22,0.13,119100,143100,171700,52600,487,592,718,231,676,30.6,26.6,16,0,0,6.42,59.5,52.08,67.35,91.09,103.7,320.6,3.61,0
4387.58,16121,2.54,0.61,98.44,0.57,0.48,13.31,28.02,13.19,12.16,16121,100,29833,80.19,0.57,39.37,27.08,6.53,18.74,35436,13266,13290,14082,9122,10567,3814,1550,9.67,7.46,21.1,13.37,4.97,66.06,20.26,21.26,16.9,21.16,9.44,27.83,13.65,11.7,2.99,71.97,70.01,80,69.25,69.31,78.16,209,1.69,377,6.9,9.02,15.38,17.24,0.16,0.21,0.36,0.4,91.07,1.08,2.63,1.87,2.53,2.68,2.3,64.08,1.01,50.26,2,268,95.95,60.42,2.61,32.09,1951,1.94,0.2,85700,105800,126900,41200,332,448,539,207,504,26.8,21,13,0,0,2.34,79.79,53.51,85.45,92.13,17.5,922.6,2.09,0
6474.24,26184,2.49,34.26,65.09,0.31,0.53,14.9,26.78,14.23,17.55,26184,100,19433,70.39,0.44,31.57,39.05,8.88,15.8,25523,10866,13314,6284,6917,7901,7658,4922,19.89,18.33,37.36,16.96,7.46,54.48,26.9,24.72,21.73,22.1,10.91,33.31,14.14,12.75,3.03,56.04,49.67,64.92,59.42,67.84,76.59,1821,7.89,182,16.48,19.78,23.08,23.08,0.11,0.14,0.16,0.16,97.25,0.44,5.24,3.37,2.36,2.37,2.36,52.36,3.97,57.54,2,994,91.36,52.26,2.41,49.4,1961,11.53,0.25,34000,53100,74600,40600,148,229,321,173,327,24.6,20.6,13.5,12,6,0.7,76.1,50.04,83.54,91.1,12.8,2042.4,0.88,0
3165.73,57878,2.79,3.07,91.37,3.55,5.6,17.73,36.43,21.69,11.54,57878,100,38514,81.64,0.62,47.45,24.46,5.3,15.31,45730,16777,17271,11180,11556,13502,10432,3288,6.51,8.94,21.02,26.48,6.05,64.88,19.54,29.09,10.02,30.37,7,49.06,8.91,7.99,3.08,75.53,72.88,86.3,82.08,63.88,72.67,696,2.06,8758,16.85,26.72,33.76,40.71,2.55,4.04,5.11,6.16,81.28,3.12,5.25,3.23,2.42,2.81,2.1,53.22,2.76,57.72,2,995,95.42,45.94,2.21,27.94,1950,1.69,0.59,165600,191100,230700,65100,482,633,800,318,707,25.3,21,13,74,3,15.13,63.39,51.87,75.43,83.34,13.2,4399.8,5.88,2.1
5701.29,45048,2.75,14.11,79.77,1.42,10.32,12.49,24.83,11.68,17.97,44090,97.87,29211,62.72,0.27,46.58,40.55,7.14,20.68,35996,12967,13994,9428,5106,12153,8242,6939,16.09,11.31,27.3,17.19,7.29,48.9,14.39,27.62,14.89,26.48,7.12,28.58,9.66,8.54,3.37,76.48,75.33,90.12,76.92,50.84,62,1808,5.11,4749,9.83,14.17,18.57,21.94,1.04,1.49,1.96,2.31,77.81,2.97,10.49,6.82,2.62,2.57,2.73,63.98,5.53,61.37,2,1536,91.41,65.4,2.28,53.91,1970,3.55,0.32,74400,109700,147500,73100,417,513,644,227,586,35.1,25.8,19.2,101,5,10.54,50.09,57.34,76.59,89.35,25.7,1751.5,3.9,6.38
2778.4,34997,2.79,3.54,94.3,1.57,1.73,13.23,26.68,12,10.25,34931,100,40287,84.99,0.41,45.37,25.23,4.29,19.82,44123,15443,15468,15494,24977,14830,13754,1489,4.28,4.57,17.56,14.36,4.5,69.02,21.19,21.07,15.16,21.65,8.13,27.81,10.91,9.56,3.2,80.47,78.03,91.3,80.65,63.84,72.55,414,1.6,1181,10.25,17.95,22.86,27.27,0.35,0.61,0.77,0.92,94.79,0.69,4.94,3.82,2.79,2.96,2.21,81.76,1.68,38.34,3,761,94.28,76.99,1.71,37.71,1959,0.68,0.17,92800,110900,133300,40500,486,572,629,143,630,24.9,22.3,13.3,0,0,3.38,61.73,60.86,83.82,87.59,23.1,1516.5,2.85,0
2039.9,10466,2.76,0.89,98.1,0.64,1.08,12.65,27.85,12.66,9.99,10466,100,37683,82.3,0.16,37.59,23.68,7.14,13.67,42734,16907,17090,9295,26321,10134,6835,838,8.02,3.69,14.63,19.66,7.31,65.59,11.39,22.02,11.41,29.52,10.51,36.62,14.04,12.32,3.24,70.43,67.48,89.89,69.84,50.68,65.72,213,2.85,564,3.72,8.33,15.6,23.58,0.2,0.45,0.84,1.27,91.99,1.02,7.07,5.1,2.73,2.85,2.5,69.74,1.21,37.96,3,1468,72.07,66.9,13.56,56.4,1945,1.11,1.2,125900,152800,192200,66300,509,658,842,333,797,29.4,24,12.9,56,0,5.39,78.48,59.52,74.64,92.12,3.1,3397.6,8.66,0
2482.22,27910,3.05,7.1,85.31,1.01,14.3,15.23,27.41,11.98,4.85,27896,100,41733,90.09,1.12,35.05,14.4,4.01,9.89,45144,14349,15061,9986,13138,12042,9352,2442,8.82,6.53,18.36,14.35,5.22,69.45,23.8,19.78,15.41,23.18,11.24,22.3,13.14,12.2,3.38,81.51,77.88,90.89,80.78,57.55,64.02,310,1.62,1219,8.12,13.04,17.8,26.58,0.35,0.57,0.78,1.16,87.34,1.33,6.39,5.19,3.03,3.09,2.9,72.26,6.38,30.72,3,822,91.75,70.98,2.92,48.42,1975,4.82,0.58,46100,56600,69400,23300,288,358,451,163,465,22.4,18.9,13,0,0,4.37,62.3,47.39,85.28,92.27,20,1397.2,0.05,0
3111.59,10725,2.43,0.93,98.35,0.34,0.78,12.77,26.66,13.38,14.7,0,0,28428,74.22,0.65,44.91,33.37,7.7,18.51,34695,14253,14347,19059,5867,2884,8227,1032,9.95,7.69,20.35,21.69,6.87,61.22,19.26,29.02,14.23,27.84,11.4,32.44,15.06,13.39,2.99,68.62,67.53,73.51,65.82,62.09,72.89,214,2.41,220,0,5.91,5.91,5.91,0,0.12,0.12,0.12,94.88,0.41,2.89,1.77,2.35,2.62,2.07,56.39,0.97,51.54,2,304,93.56,50.51,0.99,47.37,1958,2.65,0.57,65800,84800,113900,48100,312,386,455,143,456,26.2,20.1,12.1,0,0,2.05,81.21,48.62,75.68,92.55,4.8,2250.7,0.64,0
4055.56,45895,2.72,1.81,93.64,1.64,5.84,14.05,28.28,13.04,6.44,45895,100,38354,87.84,1.02,41.17,14.55,1.66,10.75,42677,15912,16174,10480,9722,15330,12477,2305,5.05,3.28,13.58,22.02,4.38,74.29,17.12,17.06,10.57,28.47,9.48,23.18,13.94,11.78,3.11,80.6,78.62,89.67,83.38,69.9,74.96,337,1.13,1536,12.04,22.72,41.21,57.94,0.4,0.76,1.38,1.94,92.81,0.97,3.35,2.59,2.71,2.88,2.42,66.67,2.85,33.84,3,1220,93.27,62.76,1.15,25.49,1978,2.91,0.14,65500,82500,100700,35200,334,400,484,150,478,24,21.9,12.3,0,0,3.35,60.33,43.89,78.02,88.11,18.9,2430.4,0.08,0
6135.65,21325,2.41,0.32,98.31,0.84,0.54,12.51,25.44,12.51,14.99,0,0,25790,72.99,0.69,42.34,29.33,9.07,17.58,33288,13209,13239,11790,6727,13804,4392,2612,12.78,14.27,25.61,16.29,5.38,60.76,12.65,24.85,13,26.46,12.18,29.95,15.08,13.73,2.91,68.16,67.27,71.53,75.73,70.92,76.21,321,1.84,1047,1.43,4.39,16.81,19.58,0.07,0.22,0.83,0.96,83.09,1.28,2.9,1.84,2.29,2.54,1.96,62.8,1.24,56.5,2,716,92.52,56.64,0.7,45.95,1954,4.12,1.11,63400,79500,97500,34100,259,342,415,156,386,26.2,20,13.5,0,0,4.91,76.46,56.77,84.22,91.75,57.4,371.7,0.39,0
3147.21,15799,2.55,9.67,89.87,0.16,0.4,13.77,26.79,12.42,13.11,0,0,21543,72.64,1.75,30.04,30.73,10.49,16.93,25530,10832,11103,9026,13714,3274,3489,3383,21.65,19.51,37.65,11.36,6.17,57.19,23.02,18.08,22.87,18.88,11.27,23.25,14.79,13.19,3.04,71.14,66.47,77.52,82.99,68.33,68.72,492,3.74,40,35,35,35,35,0.09,0.09,0.09,0.09,97.55,0.53,3.89,2.79,2.53,2.59,2.46,58.75,3.03,50.11,2,391,94.07,57.57,1.53,26.6,1962,13.56,0.2,36500,50800,68400,31900,154,263,344,190,317,25.3,18.4,12.5,0,0,0.25,84.16,50.76,82.62,93.85,5.9,2697.9,0,0
5338.49,26436,3.34,18.97,53.6,20.84,10.73,16.16,37.22,19.09,4.13,26436,100,29043,90.39,0.53,28.69,10.74,6.9,15.99,28870,11338,12871,10242,6333,9734,8444,2328,9.67,5.8,15.83,17.01,3.5,75.2,6.69,20.66,9.67,20.38,7.15,24.55,11.83,9.33,3.32,80.12,77.88,90.58,78.19,51.64,64.58,258,1.69,4849,12.27,18.31,29.88,43.12,2.25,3.36,5.48,7.91,71.79,4.31,7.26,6.07,3.05,2.8,3.18,31.74,11.94,55.65,2,353,95.73,34.5,0.57,3.12,1976,1.62,0.24,150800,172500,196500,45700,512,607,689,177,666,31.6,23.3,12.3,0,0,18.34,24.24,26.33,46.38,54.52,9.1,2917.9,1.93,0
2246.14,14748,2.34,0.52,98.45,0.9,0.64,10.77,21.98,10.06,16.73,14748,100,32369,76.57,0.16,56.89,31.26,2.35,21.14,40783,18909,18496,0,6500,49859,16874,745,5.14,3.98,12.34,29.85,4.13,61.14,22.05,27.09,9.49,35.24,7.81,22.05,11.34,9.73,2.86,81.87,82.57,91.67,69.96,64.02,72.89,14,0.12,464,0,3.23,11.64,16.16,0,0.1,0.37,0.51,95.8,0.45,2.34,1.59,2.31,2.53,1.8,76.81,0.52,37.47,3,243,96.28,70.2,0,24.69,1962,0.51,0,58600,72200,95300,36700,299,349,414,115,421,24,16.1,10.9,0,0,3.15,75.99,56.7,85.92,93.03,5.7,2579.2,0.32,0
3076.53,64989,2.59,3.7,90.11,2.93,8.14,12.89,29.89,14.92,10.57,64972,100,42948,84.2,0.74,48.84,21.88,5.58,15.11,53270,20407,20915,15988,13493,23186,10816,3663,5.96,5,13.9,36.38,6.42,68.32,18.29,27.63,7.24,38.21,7.99,36.48,11.03,9.62,3.03,76.83,75.16,82.84,75.26,66.86,74.38,1276,3,7604,20.67,31.69,41.23,46.7,2.42,3.71,4.82,5.46,83.72,3.32,3.6,2.35,2.44,2.76,2.08,60.65,2.61,48.76,3,1289,95.12,53.73,1.47,20.64,1962,2.03,0.49,157800,184700,232400,74600,415,626,757,342,695,25.7,21.4,13.6,92,0,11.7,62.45,55.47,78.51,87.73,26,2497.3,2.81,5.56
1437,19952,2.81,5.88,90.35,3.1,2.03,12.08,22.54,11.74,11.82,18712,93.79,74124,85.29,1.06,70.64,22.47,2.13,15.42,83747,34754,36122,22320,44769,21613,21974,575,3,3.81,9.03,53.11,2.75,67.65,13.8,28.97,4.5,50.63,5.75,28.22,7.24,6.55,3.05,88.77,86.26,97.92,85.01,51.81,61.59,71,0.53,2124,16.05,25.38,28.86,35.5,1.71,2.7,3.07,3.78,88.21,1.16,3.76,2.93,2.66,2.83,2.02,84.42,0.46,21.06,3,291,96.06,79.46,0.69,39.52,1963,0.23,0.09,225400,297900,378000,152600,701,809,985,284,887,24.7,21.4,13.1,49,0,10.65,46.84,59.42,76.27,84.59,16.3,1220.4,6.12,0
3463.15,30159,2.85,5.13,88.12,2.32,11.74,13.74,27.49,11.16,4.23,29967,99.49,45043,92.17,1.01,46.08,10.49,1.82,8.14,48162,17932,18626,14520,19782,13588,8996,1471,4.92,3.66,10.8,32.3,3.09,74.05,21.92,23.71,8.7,37.42,8.66,24.64,12.41,10.54,3.23,84.23,82.29,93.76,82.8,58.23,67.24,187,0.98,1763,8.11,15.43,29.38,49.46,0.47,0.9,1.72,2.89,86.97,2.02,4.27,3.4,2.84,2.96,2.52,74.17,4.31,28,3,795,93.01,70.96,2.14,37.36,1981,3.13,0.58,56500,69100,92000,35500,357,457,569,212,555,22.1,20.6,12,0,2,5.85,53.83,40.8,61.39,85.79,53.3,566.3,1.2,0
3935.3,86835,3.65,0.26,94.07,2.73,4.17,28.27,55.62,38.89,5.85,86830,99.98,21162,85.9,1.26,46.85,17.17,4.87,12.36,23127,8408,8618,4320,4596,5336,5086,23434,29.56,2.4,10.15,34.54,5.85,56.78,11.94,39.99,10.96,29.67,3.71,49.51,5.37,4.58,3.47,84.56,81.99,93.03,84.47,48.78,55.42,478,0.97,4715,42.42,53.28,66.3,71.45,2.3,2.89,3.6,3.88,90.16,0.82,15.02,14.01,3.32,3.48,3.22,41.76,11.79,50.49,2,773,96.85,39.91,2.85,36.74,1969,2.4,0.2,54600,74000,107700,53100,229,289,424,195,336,27.5,20.7,12,65,9,5.43,47.34,28.99,52.45,62.09,40,2170.4,2.82,0
27119.76,13367,2.86,0.55,98.83,0.42,0.46,12.25,20.79,10.34,15.13,10969,82.06,41372,76.2,0.62,56.09,31.66,3.39,22.3,47445,17037,17113,10632,22065,0,6694,385,2.98,4.96,15.31,24.53,4.41,62.84,16.29,26.47,9.35,32.05,4.22,25.35,7.39,5.92,3.15,85.89,83.73,94.4,92.75,59.87,69.15,91,0.82,561,0,2.85,2.85,2.85,0,0.12,0.12,0.12,91.42,0.48,3.7,3,2.78,2.91,1.87,91.2,0.54,25.73,3,126,97.37,86.9,1.59,43.65,1958,0,0,125800,148900,188600,62800,143,316,492,349,368,23.6,22.2,12.6,0,0,4.2,77,68.43,93.23,94.76,13.4,995,0.56,0
2395.42,51464,2.9,2.53,92.97,3.78,2.04,15.12,26.56,13.98,8.11,51464,100,52208,88.99,0.96,65.08,17.33,1.94,11.43,60709,22433,22966,14063,29209,16808,14770,2494,5.12,3.52,7.8,49.38,2.42,70.3,15.33,31.86,5.38,44.93,5.4,30.22,9.02,7.31,3.21,87.46,87.61,95.25,85.32,59.06,67.26,229,0.68,3320,17.08,22.59,32.71,41.23,1.1,1.46,2.11,2.66,90.94,1.15,4.34,3.37,2.74,2.93,2.19,79.69,1.32,33.72,3,860,95.38,74.54,0.23,18.6,1971,0.43,0.09,115600,148700,203500,87900,483,590,701,218,646,26.8,22.3,12.1,0,0,6.45,58.52,46.01,71.51,83.26,11.5,4486.1,9.74,0
11402.45,16466,2.87,2.86,84.88,1.14,35.93,14.96,27.4,12.67,9.27,16203,98.4,20427,77.29,0.16,21.32,24.74,14.47,13.27,24268,8651,8913,6781,4973,7411,7344,3766,23.23,13.8,39.44,3.37,10.59,57.45,17.55,12.53,25.96,10.78,15.07,28.68,18.71,16.93,3.29,61.46,55.24,54.09,65.67,52.39,64,697,4.59,594,21.21,27.61,31.65,36.2,0.77,1,1.14,1.31,81.59,2.6,7.85,5.87,2.83,2.77,2.91,57.72,7.91,53.73,2,672,89.52,58.9,4.46,48.21,1959,9.68,0.9,45900,56800,69000,23100,256,335,405,149,408,32.9,22.6,13.5,39,0,3.61,60.85,54.75,82.23,93,20.7,795.8,3.77,0
3148.64,24414,2.72,0.58,97.78,1.13,1.42,20.54,33.98,21.61,10.63,0,0,31602,78.05,0.84,52.07,24.69,4.69,14.03,41824,14987,14874,8483,21267,29866,9939,1845,8.63,4.83,14.82,27.88,3.75,60.99,16.32,36.42,9.17,34.24,8,36.67,11.42,9.84,3.01,76.66,77.18,85.05,77.89,61.56,71.67,219,1.35,724,16.99,19.89,25.83,32.32,0.5,0.59,0.77,0.96,95.91,0.23,2.92,1.96,2.38,2.72,1.95,63.72,1.29,49.98,3,315,96.61,55.76,3.49,34.6,1963,2.06,0.09,55100,71700,96500,41400,277,358,424,147,431,25.7,17.5,12.1,1,0,2.97,58.25,43.68,70.37,81.02,10.5,2321.6,1.34,0
4972.85,19587,2.87,13.94,85.03,0.6,0.78,15.91,26.96,12.8,8.48,19563,100,32493,81.97,0.78,37.38,23.95,5.63,21.02,36829,12461,13423,6746,28269,7922,9374,2215,11.42,8.51,25,18.49,5.36,65.49,16.94,18.82,13.7,23.91,7.7,24.13,11.08,9.48,3.21,79.08,73.73,90.28,72.77,63.31,73.76,333,2.18,278,3.96,6.12,6.12,6.12,0.06,0.09,0.09,0.09,97.62,0.17,4.79,3.9,2.85,2.83,2.91,76.84,2.55,20.45,3,359,95,77.32,2.23,41.23,1971,4.94,0.92,48000,62300,84200,36200,174,291,406,232,410,23.6,17.2,12.4,0,0,1.42,63.92,51.21,70.08,83.49,19.1,1027.6,0.15,0
4490.84,15472,2.76,4.4,90.03,1.61,6.85,14.28,28.91,13.46,9.68,15472,100,25149,83.59,0.64,26.98,21.45,4.14,13.31,28648,10647,11009,5565,6088,7234,7918,1899,12.77,9.02,29.35,6.79,5.53,64.46,25.35,15.23,14.51,16.42,13.45,24.53,17.77,15.72,3.12,69.8,67.64,72.97,69.04,61.99,70.87,301,2.55,460,10.43,18.7,20,22.83,0.31,0.56,0.59,0.68,93.24,0.58,3.84,2.85,2.66,2.65,2.68,53.23,4.92,54.48,2,556,90.98,53.48,2.34,37.23,1965,9.02,0.71,37200,47900,59000,21800,270,338,398,128,403,22.9,15.5,13.6,0,0,2.97,61.55,42.49,77.21,86.28,5.1,3057.7,0.42,0
