ViolentCrimesPerPop,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
273.42,24174,2.74,0.51,98.18,1,1.07,11.56,24.23,11.54,12.83,24174,100,43759,82.9,0.83,50.36,25.65,3.25,16.79,51514,18776,18818,19215,0,19818,8525,1077,4.59,4.2,13.21,26.61,5.29,66.93,19.69,26.59,9.74,32.21,7.04,30.53,9.48,8.33,3.12,82.77,80.93,93.11,78.5,66.67,76.1,138,0.8,1207,9.78,14.08,15.91,16.57,0.49,0.7,0.79,0.83,93.57,0.57,3.82,2.83,2.64,2.82,2.11,79.58,0.54,36.73,3,306,96.64,74.47,0,36.93,1956,0.24,0.09,159800,185500,231300,71500,421,602,721,300,666,26.4,22.4,15,0,0,4.99,80.83,66.31,89.33,95.16,13.8,1756.9,1.57,0
129.13,17790,2.66,3.01,89.39,6.45,5.78,13.83,26.56,14.04,14.38,17790,100,46499,79.61,0.47,61.29,33.05,2.85,18.89,55878,20579,21350,13332,0,14364,16028,637,3.68,7.01,16.92,32.44,4.17,62.97,15.59,22.68,8.9,35.29,5.77,35.32,8.77,7.38,3.17,84.36,83.65,90.18,90.84,57.16,69.23,156,1.33,2857,16.94,22.23,30.1,34.93,2.72,3.57,4.83,5.61,80.05,3.21,5.08,3.55,2.59,2.84,2.05,74.78,2,45.19,3,536,92.58,68.15,2.99,42.16,1939,1.09,0.14,181000,206200,241300,60300,489,618,732,243,681,24.9,21.6,15.6,5,0,16.06,60.14,68.6,79.74,88.58,2.9,6118.4,18.82,0
349.65,16196,2.48,0.73,96.91,0.65,2.25,11.92,25.76,12.4,16.57,15290,94.41,30067,73.49,0.29,35.6,33.3,8.02,13.48,37135,14624,14847,8237,4835,2249,6274,1468,9.27,12.82,33.22,13.36,6.53,61.04,25.08,20.22,19.11,20.4,9.02,29.07,11.67,10.45,2.98,69.97,68.83,78.87,76.02,66.81,72.74,387,3.06,615,2.93,7.15,17.72,24.55,0.11,0.27,0.67,0.93,86.75,1.27,3.29,2.22,2.43,2.59,2.25,56.44,1.53,50.93,2,819,88.85,52.98,1.71,54.82,1951,3.08,0.71,101700,125700,157200,55500,248,381,469,221,444,23.8,21.4,14.3,0,0,3.8,81.06,58.4,90.41,93.17,12.9,1251.6,0.16,0
741.91,23252,2.19,0.96,91.35,1.81,13.75,9.99,20.61,10,21.61,23252,100,37315,68.08,0.39,50.35,37.54,2.91,19.23,45832,25926,27404,12762,14527,14615,9041,1643,7.11,3.97,13.82,23.6,4.13,58.93,4.59,19.43,5.03,29.55,11.15,27.63,16.12,13.7,2.71,73.61,70.83,88.18,71.21,61.68,72.97,292,1.71,3134,17.8,29.74,43.94,53.73,2.4,4.01,5.92,7.24,82.8,4.12,4,2.46,2.18,2.18,2.19,63.81,4.4,57.89,2,7653,58.06,63.9,0.95,11.32,1980,0.72,0.05,123000,172600,263300,140300,514,616,732,218,696,32.8,26.7,13.4,0,0,13.48,37.33,36.06,61.72,85.08,19.7,1177.7,0.74,0
2572.91,33892,2.8,33.57,38.01,0.23,47.79,16.81,28.88,13.91,12.35,33892,100,19391,67.09,0.04,26.26,34.21,16.07,20.89,24511,9090,11163,7420,4145,13917,8847,8604,25.56,20.68,42.26,6.61,14.24,46.86,32.54,22.07,27.75,13.96,11.75,40.32,15.19,13.59,3.42,48.49,44.54,40.69,53.74,44.28,53.43,3101,9.84,3917,7.86,10.7,15.19,20.14,0.91,1.24,1.76,2.33,57,6.42,10.43,7.35,2.78,2.97,2.63,48.49,7.76,57.03,2,1362,89.9,45.41,11.01,61.67,1945,11.07,1.11,32500,42600,55400,22900,141,208,274,133,286,25,15.9,12.8,0,5,11.56,60.92,66.23,92.98,93.49,12.4,2731.5,4.07,0
8.85,13993,2.81,0.08,99.52,0.25,0.7,13.2,20.6,10.18,14.26,11360,81.17,36132,74.9,0.14,53.66,32.77,4.53,24.45,40434,15261,15303,0,7100,0,11058,567,4.05,3.07,12.54,26.83,4.29,58.59,15.46,28.35,10.35,33.51,4.13,22.2,4.87,4.51,3.15,91.48,89.98,97.37,83.62,55.58,64.42,48,0.45,317,7.57,7.57,7.57,13.88,0.17,0.17,0.17,0.31,93.11,0.42,3.72,3.11,2.81,2.88,2.09,93.36,0.7,16.31,3,92,98.19,91.09,1.09,53.26,1958,1.01,0.16,56600,73900,101800,45200,260,316,378,118,396,22.6,20.5,12.6,0,0,2.27,78.11,70.62,92.64,95.51,21.9,639.9,0,0
1007.94,58362,2.77,5.91,87.33,2.25,8.92,16.94,31.06,18.44,15.31,0,0,21603,63.15,0.52,29.55,35.14,12.9,21.35,25241,11018,11393,8365,7814,8834,7793,7996,15.23,6.21,24.21,11.26,7.16,53.52,5.37,20.61,11.57,20.63,10.25,32.34,14.38,12.16,2.98,73.13,69.9,83.55,73.22,45.61,52.06,813,1.98,2863,11.46,15.02,22.84,30.6,0.56,0.74,1.12,1.5,90.48,0.92,5.22,3.69,2.5,2.34,2.78,59.29,6.08,70.3,2,8819,70.5,63.37,6.12,30.84,1974,5.87,2.17,52800,69300,92900,40100,303,370,439,136,422,26.2,24.8,13.4,0,6,4.91,38.92,32.92,47.99,74.27,3569.8,16.3,0.4,0
204.23,24692,2.54,0.06,97.72,0.77,1.86,12.84,25.81,11.93,14.62,0,0,26198,73.97,1.36,42.1,31.04,3.92,16.09,31007,12779,12784,0,13934,12182,9511,2120,8.72,8.18,22.43,15.11,3.31,63.1,27.42,16.18,22.66,21.56,9.43,20.49,13.38,11.54,2.96,78.73,76.61,88.72,85.57,69.07,75.45,173,0.89,354,18.93,23.73,27.68,29.94,0.27,0.34,0.4,0.43,95.9,0.75,3.36,2.47,2.51,2.58,2.38,65.6,2.8,41.45,3,586,94.31,63.8,0.34,26.45,1976,8.04,0.4,44800,60300,75500,30700,252,302,373,121,389,24.8,19.6,11.7,0,0,1.43,40.4,39.82,70.19,77.43,23,1073.9,0,0
93.7,24631,3.32,1.47,93.38,2.98,1.24,29.19,39.37,29.24,10.09,0,0,36481,76.57,1.46,54.32,25.87,4.65,18.47,41895,14325,14874,8807,5120,7757,7112,1341,6.95,4.61,14.46,38.97,5.25,59.1,10.94,35.32,7.15,33.15,5.8,45.37,7.5,6.7,3.11,80.86,78.85,97.44,68.87,59.39,70.25,210,1.57,1472,28.33,38.65,44.29,54.96,1.69,2.31,2.65,3.28,92.39,0.58,3.96,2.8,2.61,2.74,2.3,73.43,1.76,40.26,3,2378,75.75,69.86,2.02,65.98,1966,1,2.49,123300,158700,209900,86600,350,486,632,282,564,27.9,23.3,12.8,11,0,5.98,55.72,45.93,63.66,77.48,59.2,416.4,0.9,0
514.54,23622,2.33,2.5,97,0.32,0.25,11.89,21.59,10.29,18.06,23622,100,21904,63.05,0.62,35.58,39.06,10.3,20.81,29304,12711,12844,9616,8618,8633,2104,4211,18.06,11.99,29.76,14.24,7.23,46.42,22.04,24.16,15.88,26.08,10.21,21.19,14.55,12.63,2.87,70.07,67.12,80.05,81.04,48.84,55.01,295,1.43,146,17.81,32.88,42.47,46.58,0.11,0.2,0.26,0.29,97.71,0.35,2.13,1.44,2.3,2.37,2.17,67.34,1.05,48.53,3,893,91.9,65.33,3.25,47.82,1953,7.89,0.45,30900,43800,63100,32200,129,218,282,153,288,24.3,15.2,11.9,18,0,0.62,72.14,60.11,85.13,90.78,11.1,2121.2,0.37,0
234.68,10428,2.6,3.34,90.96,0.35,4.17,14.41,25.02,11.09,13.67,0,0,20277,69.74,3.76,32.18,32.11,12.26,10.26,22974,10511,10982,4849,1673,42937,4490,1882,18.33,13.15,33.01,12.64,8.24,54.45,6.3,24.19,15.57,23.16,10.57,20.22,13.47,12.13,3.11,74.77,71.07,76.15,76.33,59.11,70.4,256,2.82,102,0,6.86,28.43,52.94,0,0.07,0.28,0.52,94.33,0.43,4.05,2.92,2.57,2.52,2.65,63.81,3.57,48.03,3,885,81.92,64.94,6.78,57.63,1971,12.49,0.84,16900,35500,58800,41900,148,195,247,99,303,22.4,20.1,13.3,6,0,0.98,62.23,44.46,71.53,87.53,11.7,893.1,0,0
932.05,38793,2.4,10.38,69.22,12.04,19.76,10.37,24.22,11.12,11.95,38793,100,42971,80.82,0.84,51.46,21.08,4.22,13.44,50411,21471,22991,21042,14565,19631,11855,2542,6.68,6.29,15.85,35.03,4.13,67.93,13.71,29.99,7.23,39.76,11.37,36.05,16.73,14.22,2.98,69.39,67.27,82.6,65.9,57.4,67.12,772,3.27,9121,12.51,19.23,29,39.09,2.94,4.52,6.82,9.19,69.72,5.4,5.11,3.09,2.34,2.37,2.3,56.33,8.5,69.76,2,777,95.41,55.53,3.99,20.72,1958,0.59,0.44,262800,328900,386100,123300,566,730,932,366,788,28.5,24,11.4,84,0,23.51,39.89,53.61,87.45,90.5,5.3,7336,4.33,0
200.02,25725,2.94,4.72,93.76,1.2,1.01,13.21,23.55,12.96,15.63,25725,100,53130,76.92,0.75,59.94,36.59,3.99,23.5,61964,22444,22773,16773,35195,18457,14304,758,3.04,2.43,7.96,43.13,4.52,61.75,7.91,36.93,4.43,47.21,3.44,34.99,6.03,4.85,3.32,86.06,86.33,95.74,90.82,67.5,73.99,161,0.85,1929,6.43,9.9,14.77,17.42,0.48,0.74,1.11,1.31,92.25,0.48,6.61,5.07,2.85,2.98,2.25,86.19,0.48,21.22,3,254,97.18,82.51,1.18,35.83,1939,0.11,0.2,179000,219600,284300,105300,372,612,825,453,763,26.8,22.7,13.3,0,0,7.5,78.53,69.44,81.09,94.86,13.5,1904.3,10.43,0
421.34,24146,2.6,1.06,94.78,3.74,1.37,11.73,24.26,11.14,12.62,22191,91.9,44248,79.86,1.21,49.23,26.41,2.51,16.61,53208,20508,20501,18232,14667,23263,14550,902,3.76,3.94,12.83,36.63,4.95,66.24,20.7,24.86,7.45,38.4,7.11,29.34,8.75,7.96,3.12,86.54,85.93,91.91,85.65,57.08,67.89,126,0.74,1478,9.13,16.91,28.62,32.95,0.56,1.04,1.75,2.02,91.46,0.65,3.78,2.67,2.57,2.84,1.93,77.78,0.9,43.98,3,753,92.51,70.39,0.93,47.41,1963,0.42,0.4,135600,166000,215200,79600,477,599,682,205,658,25.9,23.2,14.2,0,0,6.12,72.44,61.93,83.29,90.75,21.5,1124.1,0.54,0
377.97,25925,2.51,4.6,92.63,1.72,2,11.14,31.18,13.86,10.56,25925,100,30591,81.43,0.27,48.5,22.76,4.68,18.47,34344,15557,16023,9962,13228,8918,10589,1659,6.68,3.63,11.2,26.55,5.12,69.93,14.9,21.93,9.61,31.3,10.7,34.38,14.26,12.53,2.99,75.93,75.06,82.78,76.76,67.76,75.1,286,1.69,1047,8.98,14.14,24.64,30.47,0.36,0.57,1,1.23,93.41,0.8,2.87,1.8,2.39,2.44,2.35,42.77,1.7,57.38,2,1040,90.85,41.88,2.5,44.33,1950,2.85,0.36,110300,137600,168500,58200,390,497,623,233,553,26.4,23.7,13.8,65,0,4.04,32.62,39.91,59.25,64.89,16.2,1602.6,0.99,0
27.11,10862,2.41,0.49,98.82,0.57,0.23,12.73,22.32,10.38,15.56,10862,100,31613,72.11,0.16,47.6,35.07,3.63,20.36,37546,15599,15348,14505,729,42397,36225,578,5.32,6.7,18.05,20.94,4.53,58.06,23.28,24.59,14.23,31.97,7.24,20.27,9.32,8.36,2.91,82.72,81.98,92.35,88.87,70.58,69.23,33,0.38,95,0,0,0,0,0,0,0,0,97.69,0.2,2.28,1.64,2.41,2.52,2.03,80.1,0.62,35.27,3,311,93.55,76.38,0.32,40.19,1960,2.48,0.39,40500,55300,76200,35700,202,259,323,121,344,23.1,15.6,11.9,0,0,0.87,74.34,66.16,87.85,92.45,3.9,2816.9,0.72,0
485.18,20319,3.02,5.55,73.53,6.8,29.84,14.78,32.22,15.93,9.05,20319,100,33554,78.24,0.5,39.21,23.33,8.51,18.63,36112,13552,15003,10520,11616,11102,8373,1674,8.82,9.27,21.12,15.91,4.9,68.64,13.83,18.35,12.41,25.43,11.04,36.2,15.79,13.28,3.35,72.66,68.4,80.21,71.5,68.79,70.39,447,3.4,3100,8.58,20.32,30.19,36.03,1.31,3.1,4.61,5.5,72.3,5.71,10.45,7.37,2.85,2.61,3.06,43.18,13.74,57.69,2,749,89.99,47.06,0,13.48,1969,1.34,0.12,159100,187200,218700,59600,519,655,794,275,709,29.1,27.3,11.8,0,0,15.26,39.13,37.75,65.41,79,4.6,4428.7,1.19,0
1486.61,54732,2.61,24.88,74,0.7,0.54,14.29,26.84,13.31,13.02,54732,100,25910,76,0.69,29.87,30.46,9.19,15.2,31205,12684,14373,7696,13449,13007,9628,7622,14.19,17,37.58,15.98,5.3,61.87,35.21,17.11,25.65,21.9,11.66,28.02,14.8,13.37,3.06,64.24,57.42,66.6,67.46,63.13,70.86,2716,5.9,586,10.92,19.11,38.57,47.95,0.12,0.2,0.41,0.51,97.1,0.4,4.48,3.24,2.56,2.61,2.48,59.56,3.46,50.11,2,1213,94.54,58.23,3.05,32.81,1964,5.99,0.23,40300,60200,88400,48100,177,272,367,190,378,24,19.2,13,79,12,1.07,73.95,54.77,86.02,91.7,31.5,1739.3,0.87,0
284.04,53008,2.34,4.89,91.94,2.05,1.83,13.73,28.54,15.8,16.71,53008,100,20891,68.87,0.45,43.07,34.93,10.55,20.82,29169,12106,12572,7135,7117,6258,8551,10291,19.98,9.83,26.12,19.83,8.21,52.77,19.68,30.96,13.4,27.52,11.37,39.25,13.93,12.76,2.95,62.93,61.71,67.84,71.37,53.71,64.21,1420,3.48,3151,23.9,30.75,37.04,41.29,1.42,1.83,2.2,2.45,90.32,1.21,4.07,2.42,2.25,2.49,2.07,48.99,1.37,53.42,2,2009,91.84,44.42,4.03,43.4,1939,7.18,0.83,57200,71500,93700,36500,246,316,381,135,361,29.3,19.7,13.3,80,4,5.94,74.57,51.42,82.92,92.67,10.8,4928.8,6.28,4.41
728.32,75491,2.5,7.58,81.61,1.79,16.27,13.43,30.11,15.54,15.26,75491,100,30121,74.42,0.37,43.44,31.61,9.08,21.2,35711,14715,16016,10826,27465,12313,7224,9289,12.8,15.44,35.25,16.67,7.84,60.21,22.94,21.22,17.58,22.55,9.17,39.17,12.33,10.84,3.01,61.37,56.8,70.46,60.88,59.38,67.98,3152,5.99,12444,12.83,21.27,27.53,33.93,2.11,3.51,4.54,5.59,63.18,7.68,4.49,2.84,2.4,2.5,2.33,44.91,4.15,61.41,2,2165,93.3,43.11,2.73,30.81,1951,5.34,0.45,117100,139200,164800,47700,298,427,530,232,512,24.8,24.4,14.9,62,10,16.48,55.48,51.71,82.73,87.94,13.8,5462.9,3,7.04
285.73,54021,2.54,12.43,84.12,2.03,3.57,11.86,27.72,13.18,13.39,54021,100,35723,81.36,0.65,40.72,28.21,4.89,16.83,41907,15810,16291,13643,14383,11474,12975,3190,6.06,8.49,25.52,17.18,5.45,65.53,18.23,23.03,13.64,23.77,9.31,34.47,12.38,10.93,3.05,71.24,68.64,81.27,75.22,59.63,71.91,1311,3.55,4521,13.03,20.48,31.3,39.68,1.09,1.71,2.62,3.32,86.98,1.63,4.24,2.8,2.48,2.73,2.15,61.78,2.49,57.29,2,1395,93.85,56.06,0.86,24.44,1958,1.91,0.28,126300,147000,170700,44400,437,534,622,185,621,26.4,23.6,15,64,0,8.37,70.31,59.11,86.26,91.48,11.2,4812.3,3.35,5.66
455.92,133793,2.69,38.85,58.41,1.75,1.97,15.27,30.86,15.85,8.9,133793,100,30144,82.79,0.46,35.64,20.28,5.73,20.45,34291,13099,15039,10325,14300,11707,11513,13831,10.82,6.84,20.31,19.07,5.87,64.86,18.75,22.94,11.97,24.88,10.82,30.76,13.57,12.25,3.07,70.94,66.18,77.15,73.44,60.96,70.7,4118,4.51,3858,11.53,20.84,28.07,35.25,0.33,0.6,0.81,1.02,94.8,0.65,3.88,2.79,2.58,2.65,2.48,60.89,2.72,41.34,3,3950,92.63,59.25,1.22,27.29,1966,5.23,0.27,63000,78200,97700,34700,303,385,471,168,470,26.1,22.4,13.2,18,1,2.88,47.36,45.63,66.09,77.87,53.7,2492.2,2.38,8.82
1183.14,101082,2.4,20.65,75.51,2.3,3.15,17.82,35.77,22.08,13.02,101082,100,25152,76.33,0.31,44.7,26.97,8.17,16.94,34493,13742,15401,8768,7382,8711,8517,16903,18.31,8.95,22.28,29.51,6.09,59.16,5.1,34.72,7.91,32.54,9.75,51.97,11.68,10.8,2.94,53.15,49.59,59.38,54.73,65.36,73.44,5658,8.96,7785,16.65,22.59,32.7,38.06,1.28,1.74,2.52,2.93,88.37,1.28,4.47,2.25,2.17,2.43,2.01,42.85,2.21,54.67,2,4078,91.17,38.3,10.4,47.72,1939,6.74,0.46,80500,101800,132700,52200,301,388,477,176,456,26.9,19.7,13,395,10,7.7,76.27,44.01,72.02,92.83,22.2,4557.8,15.02,8.52
750.73,12195,2.77,4.18,74.12,0.22,27.56,15.69,26.13,12.74,12.43,0,0,23497,72.51,1.89,33.14,28.36,6.72,14.12,28070,10362,12232,5306,5764,4996,5959,2205,18.61,15.22,36.01,10.85,7.89,54.69,6.07,24.61,14.56,20.13,7.3,22.83,10.44,8.96,3.24,80.31,74.99,80.37,75.9,52.36,59.71,199,1.9,331,13.9,21.15,34.14,41.69,0.38,0.57,0.93,1.13,76.78,3.43,6.38,4.76,2.7,2.71,2.67,71.36,7.06,50.91,2,823,84.27,71.05,3.04,53.95,1958,9.48,0.63,22800,37100,59000,36200,170,234,331,161,339,21.8,19.7,13.7,0,0,2.71,83.53,52.41,78.51,96.25,8.1,1504.8,0.28,0
1849.3,26184,2.49,34.26,65.09,0.31,0.53,14.9,26.78,14.23,17.55,26184,100,19433,70.39,0.44,31.57,39.05,8.88,15.8,25523,10866,13314,6284,6917,7901,7658,4922,19.89,18.33,37.36,16.96,7.46,54.48,26.9,24.72,21.73,22.1,10.91,33.31,14.14,12.75,3.03,56.04,49.67,64.92,59.42,67.84,76.59,1821,7.89,182,16.48,19.78,23.08,23.08,0.11,0.14,0.16,0.16,97.25,0.44,5.24,3.37,2.36,2.37,2.36,52.36,3.97,57.54,2,994,91.36,52.26,2.41,49.4,1961,11.53,0.25,34000,53100,74600,40600,148,229,321,173,327,24.6,20.6,13.5,12,6,0.7,76.1,50.04,83.54,91.1,12.8,2042.4,0.88,0
399.23,16064,2.72,1.41,96.53,0.6,1.25,13.66,26.13,13.4,13.47,0,0,34159,76.59,0.68,37.07,30.69,5.78,20.07,38408,14962,15155,11716,4028,10575,7709,1027,6.7,4.06,13.5,22.36,6.19,60.15,9.17,25.51,8.4,27.63,7.36,31.52,11.2,9.29,3.08,79.52,78.89,91.34,78.3,63.14,69.19,199,1.62,475,5.68,10.11,14.32,17.05,0.17,0.3,0.42,0.5,94.31,1.16,3.97,2.9,2.6,2.61,2.57,65.68,1.02,37.93,3,3101,65.54,65.34,0.84,27.86,1962,1.05,0.33,123400,153900,195800,72400,406,548,663,257,610,27.7,23.9,14.7,0,0,2.96,66.42,50.1,68.44,84.72,42.4,379.1,1.49,0
483.72,27596,2.63,6.04,82.74,1.88,25,14.12,28.87,12.99,10.21,0,0,24579,78.96,0.71,38.3,21.19,6.41,23.2,27875,11255,12058,9277,3588,5445,6849,3671,13.52,7.74,18.01,16.73,7.64,59.34,7.39,24.19,11,25.72,11.07,22.53,13.34,12.23,3.07,76.3,72.44,82.54,78.18,57.2,66.04,484,2.16,1695,7.32,12.09,16.76,19.35,0.45,0.74,1.03,1.19,79.38,1.94,4.7,3.46,2.6,2.68,2.46,65.7,4.15,40.35,3,1492,87.54,63.74,1.88,39.08,1969,8.75,0.31,43900,58200,74200,30300,229,296,377,148,364,25.3,21.2,11.5,0,0,6.14,31.32,43.08,64.24,68.88,17.7,1557,0.09,0
339.49,14729,3.15,0.26,57.67,0.39,70.31,18.53,29.76,15.23,11.03,0,0,17103,74.9,2.63,24.84,30.77,15.4,12.78,19671,8156,9703,212120,0,4431,5966,4844,33.49,34.76,48.56,12.46,13.57,49.31,7.55,26.5,14.91,22.13,8.42,26.85,12.24,10.47,3.61,74.62,67.31,83.27,76.79,54.64,57.08,204,1.5,1858,9.96,14.96,21.15,29.71,1.26,1.89,2.67,3.75,32.12,12.98,12.8,10,3.11,3.07,3.18,64.1,13.77,50.36,2,578,88.99,64.9,7.96,59.17,1964,18.52,4.08,24400,37700,56200,31800,140,209,287,147,263,25.8,19.3,12.6,8,0,12.61,76.11,59.93,83.37,94.71,5.7,2578.6,0.31,0
442.93,54523,2.58,1.27,88.19,0.99,2.23,14.46,28.86,14.19,10.26,54523,100,25740,78.54,1.83,44.5,24.57,6.79,14.98,31056,12469,13310,10045,5269,8910,10978,7257,13.65,6.52,15.07,23.35,5.21,65.82,11.89,26.65,11.29,26.3,9.31,30.05,13.63,11.54,3.06,72.67,70.31,77.67,73.69,67.14,74.86,1110,2.62,1155,21.04,29.09,32.12,39.22,0.45,0.62,0.68,0.83,94.11,0.58,4.6,3.14,2.51,2.66,2.31,60.63,2.86,48.66,3,1378,93.88,57.27,1.09,19.3,1967,4.9,0.24,43200,56800,73700,30500,233,335,426,193,396,26.6,21.8,12.9,148,4,2.12,55.05,42.47,67.48,77.85,36.6,1489.4,0.46,0
1073.8,52721,2.77,18.06,79.32,1.51,2.63,15.32,30.2,14.54,8.11,52718,100,25918,81.59,0.72,33.51,20.66,5.77,19.7,29709,11326,12790,5396,12472,6456,7670,8110,15.96,5.73,18.56,15.87,7.25,63.81,10.19,23.68,11.3,23.96,10.48,26.78,14.72,12.71,3.15,71.91,66.83,73.57,73.02,61.77,70.01,1867,4.68,1338,6.05,12.03,19.21,24.89,0.15,0.31,0.49,0.63,95.06,0.32,4.28,3.22,2.67,2.71,2.63,58.07,4.32,43.52,3,2783,87.24,57.38,18.29,42.15,1968,5.77,0.58,43400,58400,78100,34700,214,293,385,171,376,26.6,20.1,12,13,1,2.54,50.5,45.07,66.56,80.74,39.4,1338.2,0.28,5.08
822.7,121697,2.3,8.52,88.25,1.32,11.86,10.21,21.42,9.94,19.95,121697,100,27352,67.62,0.38,42.96,39.24,5.28,14.53,33995,16303,17356,7127,15194,13422,10161,13264,11.01,8.59,27.12,15.71,6.05,55.91,9.78,21.29,10.71,24.69,12.35,27.24,13.98,13.22,2.91,70.56,66.08,78.01,72.5,65.88,71.2,2631,2.83,21657,13.61,19.12,27.78,37.18,2.42,3.4,4.94,6.62,78.06,3.32,4.61,2.82,2.28,2.39,2.07,67.94,5.94,69,2,10399,83.57,64.68,1.7,31.78,1966,4.01,0.32,64600,82100,114900,50300,361,446,584,223,523,30.7,23,13.5,90,98,17.8,22.95,49.56,75.31,83.24,28.2,4308.2,2,14.39
59.64,38518,2.8,0.91,97.97,0.68,1.32,13.69,24.95,12.5,11.01,33788,87.72,47106,83.39,1.08,57.24,27.61,2.77,17.91,52833,19954,20026,18182,23000,17198,22516,1067,2.8,8.09,20.84,21.82,3.83,70.49,23.14,22.24,11.87,29.02,5.95,28.13,8.62,7.33,3.17,85.72,84.36,96.1,87.08,65.74,77.59,173,0.62,2324,2.58,4.13,7.36,10.67,0.16,0.25,0.44,0.64,88.38,1.06,3.48,2.75,2.78,2.88,2.33,83.7,0.9,33.08,3,484,96.6,80.58,1.45,36.57,1966,0.86,0.08,146600,178500,224600,78000,359,517,649,290,593,22.9,21.4,12.9,0,0,6.03,70.17,64.94,88.01,94.88,37.3,1033,0.46,0
951.34,77211,3.04,13.8,68.17,10.7,13.22,14.9,30.66,14.46,5.95,77211,100,36886,87,0.48,35.73,15.5,9.13,20.18,39704,13713,14835,11977,12863,10994,9976,5492,7.42,4.69,15.84,15.43,6.11,67.46,12.98,19.99,13.83,22.39,10.14,29.87,14.94,12.54,3.29,75,72.23,80.48,77.02,57.6,65.44,1846,3.51,8916,11.44,18.86,27.66,37.29,1.32,2.18,3.19,4.31,81.99,2.15,6.65,5.21,2.92,2.96,2.87,57.01,6.23,37.25,3,932,96.46,56.24,1.72,16.74,1973,2.17,0.17,111000,139900,174700,63700,421,501,633,212,563,27,24.5,12,91,4,11.55,43.84,36.88,63.32,81.67,37.1,2078.7,1.5,0
358,10275,2.28,0.76,96.23,0.25,0.82,9.7,17.94,8.24,25.83,0,0,28259,56.57,0.58,46.95,45.26,6.53,31.37,35036,15020,15224,4251,3459,12650,13456,568,5.57,3.07,12.19,26,8.97,47.36,6.32,22.24,10.71,25.12,5.92,21.85,9.78,8.05,2.76,77.1,76.19,92.52,79.82,53.96,65.03,58,0.64,382,14.4,14.4,14.4,20.42,0.54,0.54,0.54,0.76,94.16,0.59,2.79,1.91,2.27,2.29,2.16,79.67,0.91,35,3,3820,54.11,78.69,0.18,72.15,1970,1.35,0.14,132900,161600,201200,68300,360,527,645,285,642,32.1,24.9,15.5,0,0,3.72,63.78,59.46,82.06,88.99,21.8,471.5,0.45,0
649.83,19050,2.67,1.17,94.31,0.96,7.46,15.43,26.48,11.73,8.64,0,0,34372,83.58,1.11,40.93,20.87,5.74,12.84,41095,14767,15066,9288,12726,11497,9016,1661,8.87,5.6,17.5,14.84,5.13,67.09,7.72,19.53,14.84,21.27,11.57,25,12.21,11.89,3.22,78.88,77.97,85.49,86.8,59.43,68.72,149,1.06,327,0,0,0,3.06,0,0,0,0.05,93.22,0.61,5.33,3.73,2.65,2.81,2.31,71.4,2.83,46.05,3,929,88.47,67.27,7.53,52.42,1972,3.51,0.81,55600,71800,89600,34000,210,282,359,149,348,19,17.5,11.3,5,0,1.72,48.45,54.59,83.65,89.98,19.1,998.4,5.76,0
