gender,year_created,hour_created,tweet_count,retweet_count,user_timezone,name_nchar,name_male,name_female,descr_nchar,descr_male,descr_female,descr_sent,tweet_nchar,tweet_male,tweet_female,tweet_sent,linkcol_red,linkcol_green,linkcol_blue,sidecol_red,sidecol_green,sidecol_blue
female,2008,16,3659,0,-5,14,0,0,46,0,0,0,35,1,0,0,0,0,0,168,199,247
male,2014,8,96,1,-5,10,0,0,12,0,0,-4,108,0,1,4,0,0,0,192,222,237
female,2009,19,9413,0,-9,14,0,0,88,1,1,3,107,0,0,3,0,0,0,51,51,51
male,2014,16,28655,0,-5,12,0,0,18,0,0,-1,112,0,0,0,68,0,0,0,0,0
male,2012,9,39616,0,-5,11,0,0,54,1,0,-5,102,0,0,2.5,171,184,194,255,255,255
male,2011,11,38876,0,0,14,0,0,40,0,0,-1.5,56,0,0,-3,171,184,194,255,255,255
male,2014,3,6247,0,0,13,0,0,144,0,0,2,137,0,0,1,0,0,0,255,255,255
male,2010,4,133956,0,0,7,0,0,157,0,0,0,136,1,0,1,47,194,239,0,0,0
male,2015,6,543,0,-8,14,0,0,29,0,0,1,140,0,0,3.5,59,148,217,0,0,0
female,2013,15,11820,0,-6,7,0,0,154,1,0,-4,86,0,0,-1.6666666666666667,221,46,68,192,222,237
female,2013,5,91119,0,0,12,0,0,81,1,0,0.5,44,0,0,0,146,102,204,255,255,255
female,2011,7,37714,5,-10,11,0,1,158,0,0,1,140,0,1,-1.5,0,0,0,255,255,255
male,2009,15,3141,0,-8,8,1,0,107,0,0,2,82,0,0,-0.5,0,0,0,255,255,255
male,2009,3,34275,0,-1,10,0,0,15,0,0,2,127,0,0,-2,146,102,204,0,0,0
female,2009,8,139071,0,-8,7,0,0,112,0,0,2,99,0,0,-1,250,116,62,0,0,0
male,2011,21,22286,0,-6,12,1,1,152,0,0,2,138,0,0,-1,0,0,0,192,222,237
female,2011,11,13506,0,1,12,0,1,11,0,0,0,69,0,0,-1,0,0,0,255,255,255
female,2010,9,9565,0,-5,8,0,0,132,0,0,0,143,0,0,2,47,194,239,0,0,0
female,2015,7,30537,0,-5,8,0,0,21,1,0,0,136,0,1,-1,153,34,102,0,0,0
male,2009,15,2563,0,-8,8,0,0,160,0,0,2,92,0,1,-1,0,0,0,192,222,237
female,2011,14,81568,0,-4,6,0,0,50,0,0,0,87,1,0,-2,0,0,0,255,255,255
female,2012,9,15642,0,3,11,0,0,139,0,0,-3,106,0,0,1.5,157,88,46,192,222,237
male,2012,18,877,0,-4,12,0,0,66,1,1,2,103,0,0,2,0,0,0,192,222,237
female,2013,8,114714,0,-8,15,0,0,48,1,1,3,116,0,0,2,171,184,194,255,255,255
female,2011,11,3589,0,-6,12,1,1,73,1,0,1,132,1,0,-0.6666666666666666,146,102,204,0,0,0
female,2009,12,243043,0,1,14,0,0,157,1,1,0,119,1,0,-1,240,145,62,247,79,96
female,2012,9,8375,0,0,12,0,0,123,0,0,1,54,0,0,0,245,171,181,0,0,0
female,2015,19,14708,0,-6,15,0,0,30,0,0,3,123,0,0,2,0,0,0,192,222,237
male,2011,20,25976,0,-8,13,0,0,16,0,0,0,45,1,1,0,255,0,136,0,0,0
male,2014,3,15335,1,-4,15,0,0,20,0,0,0,136,0,0,2.5,74,145,60,0,0,0
female,2011,16,16074,0,-8,11,0,0,21,0,0,0,53,0,0,-0.5,148,212,135,0,0,0
male,2012,22,234,0,-7,13,0,0,34,0,0,-1,140,0,0,-1.5,137,201,250,192,222,237
female,2011,9,20331,0,-6,9,0,0,35,0,0,3,71,0,0,0,0,0,0,255,248,173
female,2013,12,28634,0,1,15,0,0,61,0,0,0,65,0,0,1.5,146,102,204,0,0,0
male,2013,20,52188,0,-6,14,1,0,145,1,1,1,139,0,0,-2,153,153,0,0,0,0
female,2011,16,70412,0,-6,14,0,0,143,1,0,1.6666666666666667,116,0,0,2.6666666666666665,180,11,67,255,255,255
female,2009,11,885,0,-6,10,0,0,92,1,0,2.5,75,1,0,1.75,255,0,0,101,176,218
female,2013,11,24968,0,-5,14,0,0,29,0,0,0,91,0,0,-1.5,0,0,0,255,255,255
female,2009,17,7969,0,0,11,0,1,103,0,0,1,120,0,0,1.6666666666666667,136,186,219,255,255,255
male,2009,15,4530,0,-5,8,0,0,137,1,0,-3,87,0,0,1,40,79,73,255,255,255
male,2011,17,220212,0,0,13,0,0,117,1,1,-1.5,60,1,1,3,148,212,135,0,0,0
male,2012,15,1560,0,1,9,0,0,160,1,1,0,122,0,0,4,0,0,0,192,222,237
female,2014,17,100844,0,-7,10,0,0,34,0,0,0,114,0,0,0,0,0,0,192,222,237
male,2008,17,1079,0,-5,11,0,0,157,0,0,2,86,0,0,1,0,0,0,192,222,237
female,2014,17,287,0,-5,8,0,0,6,0,0,0,117,0,0,-1,255,204,77,192,222,237
female,2012,14,15199,0,-7,15,0,0,65,0,0,0,97,1,1,0,0,0,0,192,222,237
male,2009,12,37192,0,-5,8,1,1,160,1,1,2,113,0,0,2.5,245,10,10,0,0,0
male,2011,20,177,0,-7,14,0,0,42,0,0,1,138,0,0,2,0,0,0,192,222,237
male,2009,11,91,0,0,10,0,0,93,1,0,3,116,0,0,0,0,0,0,192,222,237
male,2008,2,61565,0,0,11,0,0,105,1,0,0,133,0,0,0,59,148,217,0,0,0
male,2011,3,87074,0,-10,11,0,0,103,0,1,-1,62,1,1,0,59,148,217,0,0,0
female,2010,20,26577,0,-5,12,0,0,145,0,0,2.5,111,0,0,3,208,43,85,130,157,94
female,2013,8,13117,0,-8,11,0,1,110,0,1,-1,77,0,0,0,0,0,0,192,222,237
male,2009,4,5429,0,0,8,0,0,32,1,0,0,86,0,0,2,0,0,0,192,222,237
male,2009,23,7562,0,-7,11,1,0,153,0,0,0,138,0,0,-2,203,32,39,0,0,0
female,2011,12,3164,0,-7,14,0,0,72,0,0,-1,49,1,1,0,0,0,0,0,0,0
female,2014,19,1814,0,-5,9,1,0,140,0,1,0,133,1,0,3,59,148,217,0,0,0
female,2009,7,1832,0,-6,14,1,1,78,1,0,0,140,1,1,3,145,127,101,100,83,62
female,2013,21,17671,0,-6,10,0,0,141,0,0,3,136,0,0,2,0,0,0,192,222,237
male,2014,9,39738,0,0,14,0,0,144,1,1,-0.5,113,0,1,2,0,0,0,192,222,237
male,2011,11,4561,0,-8,12,0,0,130,0,1,0,138,0,0,0,0,0,0,192,222,237
male,2011,14,50918,0,-6,14,0,0,97,0,0,0,110,1,0,0,147,187,75,147,187,75
male,2012,5,14642,0,-5,15,1,0,73,0,0,0,139,1,0,1,0,0,0,192,222,237
female,2009,23,8109,0,0,8,0,0,155,0,1,1,49,0,0,0,136,37,48,211,210,207
male,2011,10,15236,0,0,12,0,1,102,0,0,0,131,0,0,0,47,194,239,255,255,255
female,2013,14,2567,0,-7,13,0,0,39,0,0,-3,46,0,1,3,0,0,0,255,255,255
male,2013,22,1549,0,-7,11,0,0,39,0,0,0,53,0,1,0,0,0,0,192,222,237
female,2012,15,365,0,-8,10,0,0,159,1,1,0,75,0,0,-1,250,116,62,255,255,255
female,2012,16,45077,0,-5,13,0,0,36,0,0,0,49,0,0,0,48,80,0,0,0,0
male,2010,23,1154,0,-8,8,0,0,57,0,0,0,88,0,0,0,0,0,0,192,222,237
male,2014,2,55751,0,-8,8,0,0,130,0,0,2,114,0,0,2,254,97,125,255,255,255
female,2012,15,56016,0,-10,8,0,0,52,0,0,0,38,0,0,-2,137,201,250,0,0,0
female,2012,21,67453,0,-4,9,0,0,19,0,0,3,78,0,0,-0.5,153,153,0,238,238,238
female,2012,19,8279,9,-7,14,1,0,63,1,0,0,82,0,0,2.6666666666666665,245,171,181,0,0,0
male,2009,14,94717,0,-5,14,0,0,144,0,0,-1.2,103,0,0,-4,80,108,73,0,0,0
female,2011,15,34482,0,-8,10,1,1,17,0,0,0,105,0,0,2,56,84,48,238,238,238
male,2014,11,10926,0,-5,15,1,0,35,0,0,0,128,0,0,1.5,137,201,250,255,255,255
female,2015,15,548,0,-8,14,1,0,106,0,0,2,130,0,0,-3.5,0,0,0,192,222,237
female,2015,18,7178,0,-8,9,0,1,147,0,0,1.5,141,1,0,1,146,102,204,0,0,0
female,2014,10,31789,0,-8,12,0,0,35,0,0,2,120,0,0,2,146,102,204,192,222,237
female,2014,18,3913,0,-6,13,0,1,160,0,0,0,113,1,0,0,221,46,68,0,0,0
male,2012,6,37439,0,-4,12,1,0,151,0,0,1.6666666666666667,50,1,0,0,0,0,0,192,222,237
female,2013,9,28384,0,-5,11,0,0,17,0,0,0,111,0,0,0,236,126,242,0,0,0
male,2011,19,10220,0,-5,11,0,0,46,0,0,0,125,0,0,0,153,153,0,238,238,238
female,2011,13,13910,0,-6,11,0,1,37,0,0,0,64,0,1,3,250,116,62,192,222,237
female,2012,21,5291,0,-4,14,0,0,15,0,0,1,37,1,0,3,153,153,0,238,238,238
female,2013,20,41759,0,-10,14,0,0,38,0,0,0,136,0,0,0,0,0,0,94,212,220
female,2013,20,9169,0,-8,6,0,0,48,0,0,-3.3333333333333335,53,0,0,3,153,34,85,0,0,0
female,2011,2,157458,1,10,9,0,0,145,0,0,3,122,0,0,2,157,88,46,217,177,126
male,2013,9,8382,0,-5,11,0,0,99,0,0,0,116,0,1,3,0,0,0,192,222,237
female,2012,4,5610,0,0,10,0,1,158,0,0,-0.6666666666666666,128,0,0,-1,180,11,67,94,212,220
female,2009,0,8376,0,-10,7,0,0,100,0,0,0,67,1,1,2,0,0,0,0,0,0
male,2009,19,40615,0,-8,7,0,0,92,0,0,0,42,0,0,-2,0,0,0,192,222,237
female,2014,3,16666,0,0,13,0,0,31,0,0,1,56,0,0,2.5,245,171,181,0,0,0
female,2014,11,54433,0,-8,14,1,0,73,0,0,0,46,0,0,0,146,102,204,0,0,0
female,2010,18,31602,0,-5,11,0,0,43,0,0,0,127,0,0,-2,207,173,71,230,213,106
male,2012,22,425,0,0,14,0,0,138,1,0,2,130,1,0,3,0,0,0,192,222,237
male,2015,12,619,0,-8,15,0,0,36,0,0,0,95,0,0,1.5,171,184,194,0,0,0
female,2013,7,65640,0,0,8,0,0,27,0,0,-2,134,0,0,-0.5,56,58,59,255,255,255
male,2010,17,2252,0,-1,11,0,0,97,1,1,2,75,0,0,0,0,0,0,168,199,247
male,2011,18,52829,0,-8,14,1,1,120,0,0,-1.5,107,1,1,0,221,46,68,186,116,116
male,2015,6,7052,0,0,7,0,0,22,0,0,0,65,0,0,0.4,74,145,60,0,0,0
female,2015,7,2198,0,-8,14,0,1,156,1,0,2,128,1,0,1.3333333333333333,148,212,135,0,0,0
male,2012,4,85524,0,1,13,0,0,155,0,0,0,140,0,0,-1.25,175,178,179,255,255,255
male,2010,10,890423,0,10,5,0,0,24,0,0,0,96,0,0,-2,0,0,0,168,199,247
female,2011,12,53682,0,-3,12,0,0,149,0,1,-2,114,0,0,1,245,171,181,255,255,255
male,2012,14,19049,0,0,8,0,0,133,0,0,0,136,0,0,1,137,201,250,0,0,0
female,2011,23,14195,0,10,12,1,0,131,1,1,2,71,1,1,1,146,102,204,255,255,255
male,2010,4,10781,0,0,10,1,0,25,0,0,0,90,0,0,2.5,147,166,68,238,238,238
female,2011,18,9900,0,-5,12,0,0,73,0,0,0,63,0,0,-0.5,146,102,204,219,233,237
female,2011,16,62672,0,-5,9,0,0,49,0,0,-3,82,0,0,-2.5,240,99,162,0,0,0
male,2009,5,5549,0,0,10,0,0,155,0,1,-0.5,137,0,0,-0.6666666666666666,0,0,0,192,222,237
female,2013,22,20167,0,-8,12,0,0,40,1,1,0,102,0,0,3,0,0,0,192,222,237
female,2009,18,92823,0,-6,15,0,1,134,1,1,0,137,0,0,0,0,0,0,168,199,247
female,2013,16,6274,0,-5,12,0,0,76,0,0,0,90,0,0,2,137,201,250,0,0,0
male,2013,12,1054,0,-5,14,1,1,135,0,0,-1,134,1,1,0,171,184,194,0,0,0
female,2011,21,54010,0,-5,13,0,1,138,1,1,-1,137,0,0,0,116,0,145,255,255,255
male,2008,1,16464,0,-6,7,0,0,154,0,0,3,134,0,0,3,0,0,0,0,0,0
female,2008,13,1674,0,-5,10,1,0,79,0,0,-0.5,133,0,0,2,171,184,194,0,0,0
male,2011,9,88632,0,-5,8,0,0,146,1,0,0,121,1,1,-1,0,0,0,192,222,237
female,2009,12,37709,0,-8,14,1,1,159,1,1,1.5,41,0,0,0,245,171,181,0,0,0
female,2013,17,17382,0,-5,14,0,0,156,0,0,0.875,93,0,0,2.6666666666666665,221,46,68,0,0,0
male,2011,7,4147,0,-5,8,0,0,63,0,0,0,89,0,0,2,59,148,217,0,0,0
female,2014,20,1692,0,-5,10,0,0,26,0,0,0,75,0,0,0,247,10,200,192,222,237
female,2011,12,75715,0,-5,9,0,0,3,0,0,0,51,1,0,0,146,102,204,255,255,255
female,2013,9,127589,0,-8,11,0,0,11,0,0,0,28,0,0,3,0,0,0,192,222,237
male,2008,11,4282,0,-5,9,1,0,80,0,0,0.3333333333333333,143,1,1,1,192,74,0,255,255,255
male,2012,20,97511,0,-5,9,1,0,159,1,0,2,79,0,0,-2,0,0,0,255,255,255
male,2009,9,53544,1,0,12,0,0,68,0,0,0,140,0,0,-1.5,250,116,62,0,0,0
male,2010,10,47121,0,-6,15,1,1,116,0,0,2,25,0,0,4,0,0,0,192,222,237
female,2013,19,17841,0,-4,15,0,0,31,0,0,-0.5,38,0,0,-4,146,102,204,192,222,237
female,2009,8,5033,0,-5,13,0,0,17,0,0,0,115,0,0,1.3333333333333333,171,184,194,0,0,0
female,2011,14,6434,0,-6,11,0,0,61,0,0,2,34,0,0,0,184,0,98,255,255,255
female,2009,7,36505,0,-5,9,0,0,38,0,0,0,23,0,0,2,0,0,0,168,199,247
female,2009,21,90188,0,-5,15,0,0,86,0,0,-1,108,0,0,1,250,0,171,255,255,255
male,2011,21,11669,0,-4,13,1,0,83,0,0,1,128,1,0,-2,0,0,0,192,222,237
female,2015,23,3759,0,-8,15,0,0,48,0,0,2,131,1,0,1.3333333333333333,221,46,68,0,0,0
male,2009,4,3221,0,8,11,0,0,135,1,1,2,98,0,0,3,250,116,62,0,0,0
male,2012,17,7262,0,-5,13,0,0,21,0,0,3,51,0,0,1,0,0,0,255,255,255
male,2010,1,33759,0,1,13,0,0,114,0,0,0,77,0,0,0,153,153,0,255,255,255
male,2010,8,142749,0,-10,12,0,0,24,1,1,0,43,1,0,0,199,137,127,255,255,255
female,2010,22,15443,0,-8,9,0,0,20,1,0,0,65,0,0,2,0,0,0,192,222,237
male,2012,2,7731,0,3,7,0,0,152,0,0,-0.4,139,0,0,1.5,0,0,0,0,0,0
male,2011,14,1235,0,-5,9,1,0,156,0,0,2.3333333333333335,123,0,0,-1,0,0,0,192,222,237
female,2010,10,106414,0,-4,15,0,0,70,1,0,-3,136,0,0,2,171,184,194,255,255,255
male,2013,18,15535,0,0,10,1,0,37,0,0,0,109,0,0,1,0,0,0,0,0,0
male,2012,21,3817,0,-5,10,0,0,123,0,0,-1,63,0,0,0,0,0,0,192,222,237
male,2015,8,57,0,-8,8,0,0,31,0,0,3,135,0,0,1.6666666666666667,0,0,0,192,222,237
female,2010,10,14733,0,-5,12,0,0,78,0,1,0,46,0,0,2,147,166,68,255,255,255
female,2011,7,52657,0,-6,15,0,0,24,0,0,0,70,0,0,-4,42,189,64,0,0,0
female,2011,9,55175,0,-8,12,0,0,157,0,1,0,90,1,0,0,77,141,163,0,0,0
male,2013,16,28065,0,-8,8,0,0,57,1,0,0,103,0,0,-2,245,171,181,255,255,255
male,2009,14,3229,0,-5,11,1,0,47,0,0,-2,120,1,0,0,0,0,0,192,222,237
male,2009,14,34658,0,-5,10,0,0,60,0,0,0,40,0,0,3,230,9,27,173,166,167
female,2012,11,18133,0,1,7,0,0,18,0,0,1.5,27,0,1,-3,145,51,51,0,0,0
male,2013,9,38523,0,-5,5,0,0,26,0,0,-4,102,0,0,-1.6666666666666667,255,168,171,0,0,0
male,2015,11,1732,0,-8,11,0,0,96,0,0,2,140,1,0,-2,0,0,0,192,222,237
male,2009,16,128118,0,0,7,0,0,141,0,0,2,132,0,0,-1.3333333333333333,0,0,0,255,255,255
male,2012,11,26171,0,-5,11,1,0,38,0,0,2,48,0,0,0,0,0,0,255,248,173
male,2012,12,2085,0,1,7,0,0,70,0,0,-2,70,0,0,0,0,0,0,192,222,237
female,2011,7,2617,0,-5,10,0,0,59,0,0,0,132,0,0,3,157,88,46,0,0,0
female,2013,19,9745,0,-6,11,0,0,69,1,0,0,71,0,0,-1,250,116,62,255,255,255
female,2009,17,8598,0,-5,15,0,0,41,0,0,0,137,0,1,-3.5,245,171,181,172,119,199
male,2014,19,4560,0,-5,13,1,0,70,0,0,3,92,0,0,-0.3333333333333333,146,102,204,0,0,0
male,2013,15,25951,0,-6,10,0,0,66,0,0,0,75,0,0,-3.5,0,0,0,192,222,237
female,2013,9,30636,0,-5,11,0,0,36,0,0,0,36,0,0,-1,146,102,204,0,0,0
female,2009,14,5562,0,-5,7,1,1,70,0,0,1.5,140,1,0,0,133,10,119,101,176,218
male,2012,19,7562,0,-5,7,0,0,27,0,0,0,68,0,0,-3,0,0,0,192,222,237
male,2013,17,15303,0,-7,10,0,0,13,0,0,0,110,0,0,-1,171,184,194,0,0,0
male,2009,11,23489,0,-5,9,1,1,158,1,0,-2,128,0,1,2,0,0,0,192,222,237
male,2010,17,18251,0,-8,8,0,0,68,1,0,0,77,0,0,0,0,0,0,192,222,237
male,2009,12,93480,0,1,13,0,0,55,0,0,2,51,0,0,2,36,36,36,255,255,255
female,2014,14,14209,0,-8,7,0,0,130,1,1,0,141,1,0,1.5,0,0,0,0,0,0
male,2014,14,2667,0,1,14,0,0,30,0,0,0,106,0,0,1,0,0,0,192,222,237
female,2009,6,777,0,-6,10,0,0,26,1,0,0,51,0,0,-1,208,43,85,240,176,14
female,2012,14,114871,0,-7,13,0,0,149,0,0,0,119,0,1,0,0,0,0,192,222,237
female,2014,2,3701,0,-8,7,0,0,24,0,0,0,134,0,0,-2.5,171,184,194,0,0,0
female,2010,1,18537,0,-8,13,0,0,71,0,0,0,139,0,0,-0.75,0,0,0,255,255,255
female,2009,19,36214,0,-6,14,0,0,77,0,0,0,138,0,0,1.25,196,8,193,255,255,255
female,2010,10,17695,0,-4,11,0,0,15,0,0,0,132,0,0,0,0,0,0,255,255,255
male,2012,6,25773,0,-5,12,1,0,119,1,0,2,80,1,0,-1,221,46,68,255,255,255
male,2009,9,17997,0,-8,7,0,0,157,0,0,1.75,128,1,0,2.25,157,88,46,255,255,255
female,2013,11,186530,0,-5,11,0,0,24,0,0,0,140,1,0,2,245,171,181,0,0,0
male,2015,6,11294,0,-8,11,0,0,109,0,0,0,42,0,0,-1,0,0,0,192,222,237
male,2013,12,6127,0,-5,8,0,0,87,0,0,0,108,0,0,0,0,0,0,192,222,237
female,2010,21,35417,0,-5,14,0,0,58,0,0,2,64,0,0,2,0,0,0,34,128,169
female,2011,19,20228,0,-7,15,0,1,154,1,1,0,114,0,0,3,0,0,0,255,255,255
male,2010,6,6427,0,5,10,0,0,97,0,0,0,48,0,0,1.3333333333333333,59,148,217,0,0,0
female,2012,5,46994,0,2,13,0,0,131,1,1,0.8571428571428571,139,1,1,2.6666666666666665,0,0,0,192,222,237
female,2013,17,1530,0,-8,9,0,0,38,0,0,-1,98,0,0,-0.5,56,84,48,0,0,0
male,2009,18,38219,0,-5,13,0,0,158,1,0,2,60,1,0,2.5,0,0,0,192,222,237
female,2009,9,9220,1,-5,12,0,0,93,0,0,0,98,0,0,0,240,56,191,255,255,255
female,2012,15,5118,0,-5,7,0,0,31,0,0,0,21,0,0,0,0,0,0,255,255,255
female,2009,8,89134,0,-4,8,0,0,68,0,0,0,139,0,0,2,0,0,0,255,248,173
female,2012,13,24081,0,-4,15,0,1,77,1,0,0,51,0,0,0.5,146,102,204,0,0,0
male,2010,6,214181,0,0,9,0,0,78,0,0,3,134,0,0,4,221,46,68,0,0,0
male,2013,6,580,0,0,11,1,0,31,0,0,0,77,0,0,-2.5,0,0,0,255,255,255
female,2015,7,30537,0,-5,8,0,0,21,1,0,0,136,0,1,-3,153,34,102,0,0,0
female,2009,1,9466,0,10,14,0,0,63,0,0,-3,63,0,0,3,122,9,171,255,255,255
female,2009,10,14764,0,-8,13,0,1,145,0,1,-2,113,0,0,0,255,163,163,255,255,255
male,2011,12,5477,0,-5,14,0,0,43,0,0,0,137,1,1,2,153,153,0,238,238,238
female,2014,21,31,0,-5,12,0,0,38,0,0,2,59,0,0,0,94,32,176,255,255,255
male,2010,14,889,0,-8,9,0,0,69,0,0,0.6666666666666666,140,0,0,-1,47,194,239,0,0,0
female,2012,1,41824,0,0,11,0,1,124,0,1,1,120,0,0,1,237,185,178,255,255,255
female,2011,20,24752,0,-5,13,0,0,46,0,0,2,34,0,0,0,0,0,0,192,222,237
female,2012,15,153163,0,-5,13,0,0,120,0,0,2,85,0,0,0,0,0,0,0,0,0
female,2015,18,44939,0,-5,9,0,0,92,0,0,3,50,0,0,0,34,0,68,192,222,237
female,2009,4,62904,1,-7,15,0,0,17,0,0,3,123,1,0,-0.25,153,153,0,255,255,255
female,2012,14,22168,0,-7,14,0,0,75,0,0,1,118,0,0,-2,0,0,0,255,255,255
female,2011,11,100624,0,-8,15,0,0,111,0,0,3,140,1,1,-0.5,31,152,199,198,226,238
female,2010,13,5501,0,-5,10,0,0,137,0,0,0,118,1,1,1,0,0,0,255,248,173
female,2011,13,1821,0,-8,13,1,1,154,0,0,0.6666666666666666,114,0,0,0,136,37,48,211,210,207
female,2013,9,2127,0,0,8,0,0,17,0,0,0,83,0,0,0,102,187,204,255,255,255
female,2011,23,29519,0,-8,13,1,1,73,0,0,2,102,0,0,-1,146,102,204,255,255,255
female,2011,5,4340,0,-6,12,0,0,26,0,0,1,124,0,0,2,255,51,0,134,164,166
female,2009,22,8256,0,-9,14,0,0,39,1,0,2.5,48,1,0,0,153,153,0,238,238,238
female,2012,14,22263,0,-7,8,0,0,21,0,0,0,60,0,0,1,137,201,250,255,255,255
male,2009,9,13552,0,-10,14,1,0,20,0,0,1,135,1,0,-2,0,0,0,189,220,173
male,2011,10,13671,0,-8,10,0,0,29,0,0,-1,128,0,1,2,0,0,0,255,255,255
male,2009,21,46516,0,-5,12,0,0,152,1,0,0.2,107,0,0,0,153,153,0,255,255,255
male,2011,12,341,0,-4,11,1,0,76,1,1,0,140,0,0,0,0,0,0,137,181,162
female,2010,18,15410,0,-5,14,0,1,131,0,0,2,62,1,0,2.6666666666666665,179,9,173,255,255,255
female,2013,7,44196,0,1,10,0,0,51,1,0,0,62,0,0,0,235,47,14,255,255,255
female,2014,14,6002,0,-8,14,0,0,19,0,0,0,46,0,0,-2,146,102,204,0,0,0
male,2013,17,442029,0,-5,11,0,1,158,0,0,2,136,0,1,0,51,102,153,0,0,0
male,2015,5,85,0,-8,11,0,0,20,0,0,0,53,0,0,0,0,0,0,192,222,237
female,2011,10,22917,0,-5,9,0,0,4,0,0,0,53,0,0,0,0,0,0,0,0,0
female,2012,21,15532,0,-6,7,0,0,111,1,0,2,138,0,0,0,74,145,60,205,198,179
male,2013,11,9438,0,-5,14,0,0,18,0,0,0,118,0,0,0,0,0,0,192,222,237
male,2010,18,52346,0,-8,12,0,0,17,0,0,0,80,0,0,1,0,0,0,192,222,237
female,2011,9,3831,0,-7,9,0,0,29,0,0,1,101,0,0,-2,0,0,0,255,255,255
female,2011,16,24660,0,-7,10,0,0,59,0,0,0,117,0,0,-3.5,171,184,194,0,0,0
male,2013,21,6772,0,-5,15,0,0,13,0,0,0,51,0,0,-2,0,0,0,192,222,237
male,2011,19,1838,0,-5,13,0,0,104,1,1,2,100,0,0,1,0,0,0,192,222,237
male,2008,15,2541,0,-6,4,0,0,70,0,0,0.5,140,0,0,-0.3333333333333333,0,0,0,192,222,237
female,2013,0,15695,0,10,11,0,1,121,0,0,-1,136,1,0,-2,0,0,0,192,222,237
male,2010,8,35673,0,-6,5,0,0,25,0,0,2,52,0,0,-2.6666666666666665,153,153,0,238,238,238
male,2012,13,3988,0,-5,10,0,0,27,0,0,-4,109,0,0,-0.5,214,75,0,0,0,0
female,2014,16,79833,0,-8,13,0,0,28,0,0,3,118,0,0,0,74,145,60,0,0,0
male,2010,23,20738,0,2,12,0,0,147,1,1,2.5,120,0,0,3,0,0,0,255,255,255
male,2009,10,42128,0,0,6,0,0,101,0,0,0,130,1,1,-0.5,47,194,239,0,0,0
female,2009,18,11629,0,-8,14,0,0,94,0,0,3,97,0,0,2,194,74,23,0,0,0
male,2013,7,72381,0,-6,15,0,0,30,0,0,0,64,0,0,2,30,144,255,0,0,0
female,2013,13,14264,0,-6,9,0,1,27,0,0,3,115,0,0,-0.6666666666666666,48,14,26,0,0,0
male,2010,17,8621,0,-5,14,0,0,21,0,0,0,74,0,0,1,0,0,0,192,222,237
female,2010,8,136416,0,-5,9,0,0,46,0,0,2,37,0,0,-1,228,230,170,255,255,255
male,2009,12,146608,0,-5,9,0,0,105,0,0,0,65,0,0,0,47,194,239,255,255,255
female,2011,2,3310,0,2,12,0,0,160,0,1,0,111,1,0,2,146,102,204,0,0,0
female,2015,16,61,0,-8,7,0,0,6,0,0,0,125,0,0,-1,255,51,0,134,164,166
male,2012,21,3106,0,3,9,1,0,23,0,0,0,86,0,0,0,47,194,239,192,222,237
female,2011,9,16627,0,-7,12,1,0,6,0,0,0,87,0,0,1,88,24,80,238,238,238
female,2012,7,1795,0,-5,9,0,0,48,0,0,1,69,0,0,0,0,0,0,255,255,255
male,2010,3,94109,2,5,7,0,0,160,0,1,0,36,0,0,0,0,0,0,255,255,255
female,2011,12,34296,0,-6,10,0,0,49,1,0,0,44,0,0,0,0,0,0,192,222,237
male,2014,22,227273,0,-8,11,0,0,104,1,0,3,133,1,1,2,0,0,0,192,222,237
male,2015,13,111,0,-8,15,0,0,58,1,0,0,51,0,0,0,245,171,181,0,0,0
female,2013,16,118452,0,-6,8,0,0,42,0,0,2,72,0,0,3,217,210,74,255,255,255
female,2013,17,6794,0,0,11,1,0,48,1,1,0,117,0,1,1,245,171,181,0,0,0
female,2013,16,85709,1,-10,14,0,0,68,1,0,0,76,0,0,0,108,94,184,255,255,255
male,2014,8,6118,0,-8,12,0,0,78,1,0,2,72,0,1,1,137,201,250,0,0,0
male,2009,10,57140,0,-5,13,1,1,142,0,0,0,139,0,0,1.6666666666666667,171,184,194,130,157,94
female,2010,15,27868,0,-5,11,0,1,36,0,1,3,108,0,0,0,0,0,0,255,255,255
male,2015,14,1784,0,-6,14,0,0,160,0,0,-1,117,0,1,1.75,0,0,0,192,222,237
male,2007,11,3159,0,-5,12,0,0,117,1,1,0,126,0,0,0,0,0,0,168,199,247
male,2013,23,39354,0,-7,12,0,0,91,0,0,0,131,0,0,0.5,0,0,0,192,222,237
female,2009,16,126075,0,-5,11,0,0,31,0,0,0,43,1,0,2,82,4,57,0,0,0
male,2014,11,41142,0,1,7,0,0,26,1,1,-3,57,1,0,2,137,201,250,0,0,0
female,2013,11,1706,0,0,9,0,0,16,0,0,0,54,0,0,0,157,88,46,255,255,255
male,2012,19,25604,0,-7,10,1,0,44,0,0,0,79,0,0,3,0,0,0,192,222,237
female,2015,19,30,0,-8,6,0,0,2,0,0,0,47,0,0,0,0,0,0,192,222,237
male,2015,16,2775,0,-8,13,1,1,145,0,0,1,110,1,0,0,0,0,0,192,222,237
male,2009,11,192939,0,-6,14,0,0,73,0,0,0,131,0,0,-3,136,37,48,255,255,255
female,2011,16,12037,0,-8,13,0,0,81,0,0,3,125,0,0,0,245,171,181,0,0,0
male,2011,15,54462,0,-5,6,0,0,122,0,0,4,53,1,0,-1,237,0,28,255,255,255
female,2010,15,23069,0,-6,13,0,0,24,0,0,0.5,46,0,0,0,0,0,0,192,222,237
