BALANCE,BALANCE_FREQUENCY,PURCHASES,CREDIT_LIMIT,ONEOFF_PURCHASES,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
874.203747,1,232.8,3000,232.8,328.114324,0.083333,12
1329.443468,1,0,1800,0,311.075432,0,12
4372.395867,1,569.91,4500,569.91,3937.465141,0,11
4473.439581,1,656.2,4500,656.2,1496.978704,0,12
1127.607606,1,0,8500,0,260.277533,0,12
1194.651852,1,322.29,1200,0,946.189043,0,12
291.991838,1,2971.56,13500,1671.6,171.648662,1,12
2929.747983,1,376.04,3000,222,1405.916655,0,12
16.005542,0.272727,151.33,5000,151.33,132.752406,0.5,12
6937.806466,1,339.75,10500,0,3228.084937,0,12
7888.028118,1,0,12000,0,2145.585863,0,12
1020.292184,1,1788.1,1500,921.1,745.734369,0,12
4751.924842,1,1394.93,5000,576.13,4247.46441,0,12
2270.955171,1,25.26,3100,25.26,815.400611,0,12
2377.759245,1,0,6500,0,955.260042,0,12
1473.902933,1,0,1500,0,517.593629,0,12
6853.020124,1,0,7500,0,2228.516092,0,12
1527.644591,1,0,1700,0,508.668881,0,12
1611.475175,1,807.72,1500,0,2134.562981,0,12
344.591662,0.363636,519,4000,519,69.241728,0,12
2021.641161,1,363.18,2000,363.18,795.859808,0,12
102.228073,1,1074.29,5000,249.21,188.241729,0.083333,12
1407.26415,0.909091,151.64,1500,151.64,337.424016,0,11
2158.419812,1,154.53,2500,115.8,459.980824,0,8
1492.433396,1,99.75,6000,34.32,382.929831,0.083333,12
5193.661885,1,0,5500,0,2233.338791,0,12
1885.547591,1,0,8000,0,755.628834,0.166667,12
54.842927,1,105,4000,105,174.978044,0,12
2125.107734,1,663.04,2500,663.04,447.234777,0,12
102.832194,1,1067.85,10000,669.21,147.450493,0.545455,12
1628.609633,1,1340.83,2000,695.04,1190.488094,0,12
1733.68291,1,100,1700,100,1101.99844,0,12
9303.557117,1,6133.01,12500,4045.67,2998.465025,0,12
3541.960207,1,0,4000,0,941.569,0,12
2447.783112,1,431.96,2500,290,1096.264703,0,12
94.280326,1,846.06,9000,312.4,171.595701,0.75,12
1628.591333,1,361,1800,0,684.453198,0,12
396.667584,1,2559.41,4000,2469.41,188.185292,0,12
5036.762745,1,3393.73,10000,1702.72,1206.79054,0,12
248.243958,0.272727,0,3500,0,341.269008,0,12
109.417101,1,1219.85,5000,878.7,180.605564,0.5,12
4624.411724,1,2537.67,7000,1774.91,1194.290831,0,12
491.605909,0.909091,747.55,2500,0,189.443558,0,11
5329.815675,1,674.85,5500,501.85,3999.109938,0,12
10.486808,0.363636,241.27,2500,241.27,204.561603,0,12
4402.354047,1,0,5000,0,1162.586801,0,12
7283.579076,1,209.07,11500,209.07,2818.721047,0,12
30.859227,0.545455,415.04,7500,0,98.722488,0.545455,12
112.87035,0.818182,918.6,7500,603.6,177.258588,1,12
7390.19856,1,612.1,12000,0,1795.652542,0,12
1274.142457,1,5219.95,7500,2568.35,3453.797867,0,12
644.112226,0.454545,638.61,12000,0.01,227.892037,0,12
91.231825,0.636364,736.91,6000,32.71,175.898057,1,12
915.717703,1,55.49,1000,0,10800.04619,0.083333,12
1216.594927,1,878.64,1200,757.8,1296.173027,0,12
5941.271179,1,279.36,6000,0,2949.001145,0,12
3817.693096,1,4974.27,5000,3825.87,1468.156345,0,12
1276.941373,1,2196.54,1000,1037.8,3446.470208,0,12
8099.879299,1,2352,12500,1161.47,1830.532435,0,12
86.694598,0.5,0,1500,0,64.977254,0,10
78.910866,0.909091,828.14,2600,301,519.561892,0.285714,12
52.776167,1,508.94,3000,508.94,164.997774,0.4,12
109.140973,1,319.62,3500,319.62,168.622192,0,12
2586.533933,1,400,3000,400,939.459896,0,12
6668.440979,1,5596.11,16000,2880.91,6687.965212,0.083333,12
2539.279598,1,820.42,3000,820.42,686.941106,0,12
2154.354852,1,104,6000,104,512.458262,0,11
2720.959921,1,66.49,3000,0,1317.330243,0,12
693.643988,1,358.91,5000,152,170.609681,0,12
3414.780266,1,0,9000,0,1160.439791,0,11
3478.070041,1,2465.92,12000,1676.11,962.880942,0,12
6378.276044,1,0,10500,0,1539.532191,0,12
33.07464,0.909091,286.4,8500,231.29,188.836554,0.3,12
366.68899,1,653.21,3000,0,193.830954,0,12
245.17692,1,2481.64,4000,0,176.531272,0.916667,12
786.483086,1,226.9,1200,0,187.144712,0,12
7.03142,0.454545,502.33,2500,424,25.455716,0,12
4379.015578,1,996.64,14500,860.5,1064.251367,0,12
167.757298,1,320.72,1200,0,186.52878,0,12
1199.555426,0.5,0,3000,0,637.97592,0,10
5774.207136,1,2102.51,15000,721.67,1308.759437,0,12
41.461969,0.272727,550.08,6000,0,168.561947,1,12
1383.161918,1,0,1500,0,504.836908,0,12
2572.878701,1,3975,4000,3975,667.024916,0,12
177.556406,0.818182,2228.35,12000,1600.99,110.44378,0.454545,12
538.995587,1,0,1200,0,303.152869,0.111111,12
92.816307,1,345.66,1000,45.65,192.645506,0.25,12
1247.423771,1,0,1500,0,273.128967,0,12
911.298036,1,954.15,1200,425.35,282.489805,0,12
98.427228,1,389.24,8500,0,178.045751,0,12
989.993863,0.909091,0,1200,0,283.359039,0,11
69.352136,1,636.15,10000,0,193.410391,0.333333,12
12.029327,0.272727,581.21,4000,0,32.779615,0,12
1265.781431,1,1585.79,3000,1257.32,399.110239,0,12
3682.768495,1,1194.15,4050,987.59,1837.003889,0,12
210.993146,0.818182,90.51,6500,90.51,230.983088,0,12
3171.17541,1,109.16,6000,0,1307.447265,0,12
311.121985,1,744.09,7500,689.09,171.056157,0,12
3310.573808,1,717.14,12500,649.14,775.796181,0,12
408.948673,0.272727,0,10000,0,124.094651,0.090909,12
131.342635,0.636364,1160.65,13000,1160.65,93.234625,0.3,12
365.005559,1,421.04,4000,341,110.535797,0,12
26.599993,0.545455,329.38,10500,23.65,222.733821,1,12
1117.461472,1,0,1500,0,149.40891,0,7
26.216029,0.545455,615.16,14000,0,81.334001,0.363636,12
1106.697298,1,1260.13,6500,1260.13,238.440314,0,10
2205.471982,1,3278.42,6000,1640.05,966.350823,0,12
1722.910058,1,45.45,4000,45.45,439.577818,0,12
1672.969871,1,0,2100,0,754.672615,0,12
1333.896193,1,233.31,1500,0,298.330185,0,7
1329.826951,1,1304.96,7500,1304.96,402.131301,0,12
117.063942,0.909091,1035.05,3000,64.9,154.164663,0.777778,12
559.151424,1,94,5500,94,218.279194,0,12
10.160744,0.636364,82.04,2000,0,153.668941,0,12
5206.452425,1,0,9500,0,1093.0983880000001,0,8
2623.967336,1,3005.89,5500,2438.85,679.379333,0,12
2297.324675,1,4474.43,5500,3544.31,846.555233,0.083333,12
7248.040967,1,0,8500,0,2530.438744,0,12
1917.977989,1,0,6500,0,626.075406,0.166667,12
206.376314,1,1886.21,3000,1230.31,170.955794,0.083333,12
5283.566994,1,202.31,9500,116.09,1266.931932,0,12
102.055178,0.727273,999.19,7500,586.29,148.095996,0.875,12
3360.689054,1,794.1,9500,0,1460.924018,0,12
1046.787477,1,517.08,1200,282.6,345.156866,0,12
869.091492,1,438.22,3000,263.5,381.780101,0,12
5292.905315,1,5539.68,6000,2603.79,3838.484817,0,12
1856.325339,0.818182,670.5,7000,516.9,537.180986,0.142857,11
127.240494,1,760.36,2500,89,176.24916,0.090909,12
2282.814895,1,1522.72,9500,1059.38,613.846694,0,12
859.07875,1,0,3500,0,244.822266,0,12
5403.208353,1,1085.85,6000,1025.19,1921.636378,0,12
1941.539209,1,1366.74,6300,95.94,500.750411,0,12
5418.305735,1,0,8000,0,1555.563621,0,12
11955.30817,1,0,13000,0,5601.587776,0,12
1224.513636,1,529.34,1200,186.03,856.600588,0,12
817.793943,1,478.28,2400,189.03,259.501896,0,11
4382.112084,1,294.75,4000,0,6059.764322,0,12
9264.786223,1,0,9500,0,2245.846623,0,12
6512.478876,1,98,7000,98,1642.26745,0,8
31.941802,1,417.96,2000,0,175.276653,1,12
30.863497,0.818182,143.36,1500,0,123.057328,0.75,12
1469.720674,1,0,1500,0,513.397785,0,12
332.888212,1,419.56,3000,74,193.267629,0,12
2421.943818,1,612,2500,76,1036.05709,0,12
2200.566765,1,296.4,6000,0,487.037113,0,12
1719.310566,1,0,1950,0,601.121867,0,12
2247.126627,0.5,0,7000,0,1206.81646,0,10
1663.967468,1,0,2500,0,391.114652,0,12
1402.776239,1,0,1500,0,3244.712702,0,11
9459.138771,1,878.11,15000,159.91,2931.217581,0,12
4626.278301,1,0,5000,0,633.691762,0,6
113.703142,0.363636,0,6500,0,179.172425,0,12
168.539199,1,176.73,5000,109,173.057909,0,12
662.022698,0.875,280,3000,280,129.180504,0.142857,8
1302.78269,1,45.65,1500,45.65,5104.500905,0,12
517.118528,0.5,280.24,11000,280.24,77.662523,0,8
5598.864288,1,7194.53,15500,6678.26,2074.900111,0.083333,12
6537.800686,1,1885.94,8500,75,1608.307521,0,12
1308.302091,1,918.67,1800,918.67,376.716571,0,12
1009.062757,1,702.4,7500,265.6,245.887258,0,12
8.286935,0.727273,125,3000,0,82.820029,0.2,12
151.006318,1,1455.97,1800,412.69,156.994712,0.363636,12
2062.665478,1,518.17,4000,71.9,1100.812257,0,12
3666.676179,1,0,4000,0,1362.230185,0,12
1764.908055,0.727273,0,3666.666667,0,654.751791,0.125,12
2919.796228,1,217.9,7500,118.9,764.627545,0,12
1925.094714,1,5189.51,7500,3609.24,492.87619,0,12
5291.221238,1,2090.47,15000,1965.41,1495.799354,0,12
107.13002,1,15.4,200,15.4,198.933162,0,12
124.285688,1,662.4,1000,108.71,134.119873,0.428571,9
6727.539699,1,711.72,8500,617.4,1834.59712,0,12
3007.470055,1,102.48,3000,0,1691.887852,0,12
5715.854635,1,2173.99,8500,1556.19,1313.883915,0,12
274.038592,1,286.19,1700,58,179.244755,0,12
3476.603507,1,9683.28,12500,7253.28,722.986478,0,12
1075.825135,1,32,9000,32,385.237167,0,12
760.925748,1,360,5000,0,288.48652,0,9
51.427334,1,486.01,7000,486.01,164.607409,0,12
1093.946163,1,0,1200,0,283.18296,0,12
1630.620638,1,0,2100,0,459.782873,0,12
78.090426,1,243.48,1500,0,157.90404,0.083333,12
3196.409012,1,2083.25,6000,0,1268.590924,0,12
447.648987,0.363636,17.8,2500,17.8,737.68264,0.5,12
34.356451,0.545455,266.25,7500,0,85.843124,0.5,11
1497.145968,0.875,0,2500,0,487.912459,0.166667,8
2156.616367,1,1695,2000,0,2095.016662,0,12
2023.72438,1,1103.86,6500,253.99,537.415298,0,12
1454.551875,0.545455,0,4000,0,693.582286,0,12
107.801738,1,922.64,9500,876.3,168.173968,0.181818,12
4333.59727,1,333.08,12500,333.08,1634.9904,0,12
49.869884,1,363.52,9100,124.51,175.869439,0.181818,12
0.001289,0.181818,96.12,1500,0,0.019163,0,12
360.774263,1,2437.8,7500,1788.3,186.937922,0.083333,12
2675.418129,1,55,3000,55,1323.695647,0,12
2004.298844,1,1500,3000,1500,672.964531,0,12
216.685655,0.545455,921.18,4500,469.78,69.378949,0,12
7119.163663,1,1370.21,12000,937.65,2618.798545,0,12
2720.458647,1,0,10000,0,748.95592,0,12
113.122729,1,987.23,2500,0,179.8235,1,12
610.678403,0.909091,3724.25,4000,3301.53,173.296445,0.2,12
2097.470969,1,0,3500,0,558.162379,0,12
8435.192572,1,0,9000,0,3284.528716,0,12
1046.273731,1,420.89,1000,45.65,8289.636536,0,12
1590.712709,1,674.57,1600,674.57,1017.533824,0,12
1513.075264,1,15704.04,3000,12618.86,310.712671,0.916667,12
1683.116573,1,98,1800,98,556.407341,0,12
2097.603234,1,963.21,2100,963.21,1252.200387,0,6
1060.422892,0.818182,161.5,3700,161.5,475.983876,0.111111,12
3.03124,0.272727,37.65,7500,37.65,56.690917,0,12
163.950974,0.777778,1014.21,1500,264.42,127.327376,0.6,9
2926.920514,1,1823.5,7100,1686,1003.87006,0,12
1502.44469,1,0,1600,0,740.836747,0,12
74.825456,1,293.5,1500,49,138.420441,0.272727,12
398.341908,0.272727,0,18000,0,166.965184,0,12
9355.739389,1,0,10000,0,2531.968747,0,12
1644.496393,1,0,1950,0,569.427263,0,12
8084.624525,1,0,11000,0,3385.385063,0,12
1418.215497,1,1003.95,11000,408.83,454.602396,0,12
828.596569,1,1115,1800,1115,289.110551,0,12
4232.350593,1,32.35,14000,32.35,1163.798856,0,12
1184.588701,1,704.4,1200,0,747.131941,0,12
3168.902659,0.857143,0,4200,0,935.43069,0,7
497.726827,1,1234.5,3000,653,382.086744,0,12
868.734126,1,463.01,1000,373.65,375.38376,0,12
996.619846,0.727273,581.8,8500,520,238.591204,0,12
498.761608,1,1159.15,4750,119,583.437092,0.083333,12
2551.023341,1,485.6,4500,303.6,825.271126,0,12
1899.219514,1,0,8000,0,452.041254,0,12
5919.198579,1,9321.13,15000,4678.79,1395.715133,0,12
1780.299975,1,1907.96,10000,803.17,391.624583,0,12
133.926073,0.272727,246.75,11000,246.75,151.26551,0,12
2567.090886,1,1875.54,3900,546.14,632.994269,0,12
2522.043371,1,0,7000,0,607.30396,0,12
7333.442833,1,320.8,10000,0,2529.594963,0,12
763.992973,1,245,1500,0,344.810116,0,12
1193.434312,1,689.4,3500,689.4,328.045032,0,12
1204.102388,1,1658.81,1000,45.65,3497.894585,0.083333,12
595.655746,1,6562.24,8000,4892.43,219.062841,1,12
3006.594256,1,9362.96,7500,5098.75,645.403234,0,12
2583.717108,1,1497.02,4000,1497.02,848.769861,0,12
311.341555,0.909091,3721.39,4000,3721.39,156.580586,0.714286,12
556.43723,0.636364,403.3,7500,303.1,129.682608,0,12
876.577775,1,1029.94,2000,0,227.64056,0,12
1666.224023,1,720.48,2300,0,462.38019,0.083333,12
101.176482,1,807.66,16000,325,167.403184,0.583333,12
5408.754166,1,1207.24,7000,979.36,2767.052658,0,12
1050.085007,1,0,1500,0,242.578058,0,12
3811.587156,1,0,4500,0,1496.831824,0,12
1672.813954,1,299.83,1800,117.39,523.962466,0,12
7105.801894,1,0,7500,0,4486.832622,0,12
2316.11093,0.625,86.1,4500,86.1,1309.847772,0,8
2377.742667,1,2527.04,5000,796.66,1105.554363,0,12
1178.90161,1,150,1200,0,410.225607,0,12
1007.362008,1,469.92,1000,0,871.852779,0,12
1035.853615,1,69,1200,69,469.230578,0,12
1709.693956,1,2,2500,2,464.860442,0.083333,12
2744.473705,1,529,6000,529,932.394545,0,12
4784.708882,1,5848.99,5000,2604,4513.48893,0.083333,12
193.207812,1,1937.7,2000,1937.7,169.00964,0.916667,12
4612.935167,0.9,158.2,6000,0,1379.468717,0,10
1294.25883,1,0,1500,0,468.194223,0,12
3462.47534,0.909091,0,4500,0,1535.930262,0.1,12
7842.784061,1,5930.99,11500,3862.79,1780.353532,0,12
8.258214,0.545455,92.46,300,0,93.717243,0.75,12
3474.972612,1,324.18,9500,293,867.128283,0,12
2928.480007,1,5747.76,8000,4021.77,788.689176,0,12
3433.295973,1,4342.07,11000,4247.87,806.9871,0,12
913.520763,0.363636,0,3000,0,912.399567,0,12
1262.645703,1,329.9,1800,257,271.464874,0,12
4196.43487,1,90.01,8000,90.01,1064.27255,0,12
1051.484848,1,3805.44,1500,2715.52,941.610478,0,12
137.775633,1,0,3000,0,69.124834,0.083333,12
2550.025268,0.857143,0,10000,0,708.09871,0,7
2828.765822,1,19.98,5500,19.98,1159.3109239999999,0,12
1452.469721,1,205.89,1600,205.89,490.885882,0,12
2796.379188,1,44.7,9000,0,422.308422,0,7
1414.878106,1,98.08,1500,68.42,535.880979,0,12
137.636267,1,1567.25,7000,60.2,190.253479,1,12
482.799015,0.818182,4240.41,6000,4240.41,127.311184,1,12
291.510745,1,698.91,5000,75,178.065401,0,12
4955.580535,1,0,6500,0,1572.30984,0,12
876.366489,1,4537.12,2500,4285.11,350.182281,0.333333,12
3250.621234,1,247.31,4000,0,1014.858941,0,12
8.048086,0.272727,55.5,1200,0,126.009475,0,12
788.9737,1,4574.79,9500,4149.47,366.740483,0.083333,12
1364.528932,0.818182,0.01,3000,0.01,520.25533600000006,0.125,11
25.35204,1,355.16,2500,0,170.557326,0.75,12
2986.422406,1,5132.08,10000,4664.84,910.850489,0,12
1389.583627,1,712.87,4500,712.87,364.139587,0,12
8636.950854,1,972.09,10500,43,2959.401317,0,12
7698.663007,1,673.15,12000,574.28,2144.047631,0,12
1998.339616,1,2238,6500,1170,464.932133,0,12
2048.573881,1,3111.44,6000,1671.09,685.226291,0,12
463.512203,1,0,7500,0,167.149574,0,12
1109.911791,1,3150,2500,2430,431.443631,0.083333,12
1073.42481,1,57,1200,0,320.830162,0,12
3386.490883,1,560.98,10100,427.22,886.050237,0,11
1681.16287,0.454545,1138.85,4500,0,1818.174017,0,12
10599.4423,1,4029.24,12500,2926.43,2351.640064,0,12
840.50105,1,0,6500,0,262.804339,0,12
7506.908599,1,465.36,12000,465.36,2302.03915,0,12
231.983056,0.571429,0,1500,0,85.271802,0.5,7
4811.886042,1,4911.41,6000,4005.81,2045.063933,0.111111,12
981.098292,1,180,1000,0,539.543528,0,12
120.220573,1,1348.08,12000,230.43,183.557875,0.75,12
2598.580674,1,4767.11,6000,2024.6,955.03756,0,12
164.377503,0.9,0,9500,0,152.648955,0.285714,10
634.521032,0.666667,0,1200,0,199.745472,0,6
1134.648238,1,143.12,1200,143.12,286.845297,0,10
26.325409,0.636364,266.71,2000,0,184.739137,0.571429,12
1756.078137,1,0,6000,0,673.452218,0,12
3214.530319,1,0,11500,0,799.436291,0.25,12
41.936627,0.545455,717.92,13000,122.86,92.899006,0.4,12
1346.309166,1,652.13,6000,567.76,275.434078,0,12
329.388289,1,72.84,3000,72.84,216.289689,0,12
2537.892884,1,0,3000,0,622.651831,0,12
3287.231954,1,0,8500,0,880.459505,0,12
84.067421,1,852.26,18500,265.92,181.197901,0.916667,12
1721.232782,1,0,1800,0,659.746433,0,12
231.995439,1,2310.21,3000,1660.51,173.610118,0.727273,12
430.282584,1,888.85,3500,278.63,185.277576,0.5,12
1956.295501,1,0,2100,0,808.539833,0,12
916.200655,1,1827.62,1200,1408.82,253.774892,0,12
699.586726,1,796.11,6000,796.11,1559.810579,0,12
4478.312669,1,2461.9,5000,2461.9,1143.939064,0,12
740.826233,1,2055.13,7500,302.05,217.082846,0,12
120.984184,1,1122.17,6000,802.77,162.528519,0.636364,12
1477.102808,1,0,1800,0,418.23634499999997,0,9
1301.800738,1,0,4500,0,280.243063,0,12
1222.164025,1,0,3000,0,473.106541,0,12
4059.059276,1,0,6500,0,1005.215148,0,12
1189.665497,0.909091,0,1500,0,364.18588,0,12
1220.359151,1,568.3,3000,0,411.544387,0,12
1167.863521,1,94.7,1200,94.7,284.605261,0,12
2508.405988,1,875.05,2600,509.9,1209.124265,0,12
208.362536,1,2252.77,10000,238,178.930636,0.833333,12
33.528505,0.818182,477.5,3000,193.5,157.374987,0.625,12
478.834962,1,1060.99,1300,1040.99,208.55975,0,12
132.730466,0.909091,739.98,9500,0,172.959558,0.5,12
312.636004,1,3866.29,7500,808.12,190.88614,0.75,12
2235.729892,1,83,2500,38,606.89303,0,12
7021.942957,1,0,7500,0,2793.752245,0,12
309.150506,1,3157.86,7000,1178.02,170.010384,0.833333,12
273.247883,1,60,2300,60,208.976648,0,12
31.296491,1,84,1000,0,165.656889,0,12
374.552852,1,279,1400,0,211.761556,0,12
146.756706,1,1664.95,4000,64.17,188.635203,0.75,12
422.723099,0.727273,344.86,8500,344.86,185.217625,0,12
1571.382204,1,1849.26,7000,1616.76,414.775083,0,12
2696.774474,1,0,3000,0,919.457678,0,12
3932.482783,1,1674.11,11500,649,954.24196,0,12
349.086448,0.818182,2569.94,5000,2569.94,164.400313,0.714286,11
6460.838794,1,6814.47,13000,6814.47,1643.130029,0,12
139.449391,0.727273,843.03,2200,0,179.548143,0,12
1777.440238,1,78.47,8500,0,499.536689,0,12
805.520824,1,4019.28,4500,4019.28,276.007263,0.272727,12
713.959917,1,542.96,2500,452.96,229.465974,0,12
1784.421367,0.818182,0,3000,0,853.680867,0.111111,12
1441.679257,1,0,6500,0,308.89183,0,12
226.03038,1,435.08,7500,435.08,180.308803,0.2,12
13.036611,0.818182,197,1000,0,89.18596,0.444444,12
4223.867789,1,2514.74,5500,1597.67,1676.595311,0,6
5067.576984,1,714.68,5000,402.68,2967.748073,0,12
62.788771,1,802.1,13000,802.1,171.20871,0.818182,12
3188.47034,1,0,4500,0,1220.49839,0,12
2737.420448,1,0,3000,0,1249.695933,0,12
1502.926021,1,2635.9,4500,2116.92,293.129375,0,12
951.061932,1,1699.87,1800,1262.04,306.046439,0.083333,12
10905.05381,1,431.93,19600,133.5,5394.173671,0,12
68.20838,0.272727,780,3200,780,14.037214,0,12
1297.153644,1,839.14,6000,419.88,295.29696,0,12
121.024256,1,1850.23,14000,0,176.632334,0.833333,12
1003.704494,0.818182,50,3500,50,260.16707,0,12
1094.300448,1,1967.86,11500,558.69,387.054045,0,12
1467.162166,1,1313.26,11500,0,429.760387,0,12
1649.276603,1,0,1800,0,788.721609,0,12
2660.420641,1,0,5000,0,687.079273,0,12
44.204396,0.636364,504,2500,0,81.765863,0,12
379.767959,1,493.5,4000,493.5,3396.356156,0.272727,12
1051.215365,0.909091,0,1600,0,461.041625,0.090909,11
447.941813,1,1907.2,9500,0,170.572744,0,12
1089.528456,1,0,1200,0,421.748003,0,12
1432.326731,0.625,0,5000,0,531.19984,0,8
97.000375,1,552.09,12000,95,188.896158,0.083333,12
5.016768,0.909091,284.13,4000,0,4.390918,0,12
238.962984,1,2402.64,8500,537.21,182.612129,1,12
4550.397004,1,548,5000,548,1330.173932,0,12
2005.414367,1,0,2100,0,477.944936,0,12
2494.774127,1,250,3000,250,867.201399,0,12
4623.886448,1,883.94,6000,741.44,1419.287973,0,12
1945.906455,1,1650.52,2500,0,1698.885114,0,12
2598.802288,1,0,3000,0,671.834242,0,12
3086.75297,1,1015.91,10500,293.41,807.263772,0,12
46.461265,0.545455,237.99,4500,237.99,195.089406,0,12
390.55064,1,1261.99,3000,1141.99,1151.777196,0,12
250.060059,1,2405.97,10000,2182.22,188.130216,0.916667,12
5570.18253,1,0,6000,0,1291.809944,0,12
2113.287399,1,0,3500,0,523.282646,0,12
1205.191816,1,0,2500,0,395.69903,0,10
2586.357487,1,0,3000,0,582.879568,0,12
1543.194492,1,160,3000,160,389.63531,0,12
3677.471434,1,1,7000,1,947.691932,0,12
203.024867,0.818182,542.94,4000,0,163.678855,0,12
5926.837633,0.818182,0,13000,0,2715.036678,0,11
1479.020821,1,958.73,1500,0,3167.849654,0,12
532.805392,1,59.4,10000,59.4,213.16029,0.25,12
36.023577,0.181818,273.8,5500,273.8,259.524372,1,12
3084.618021,1,0,4000,0,654.301721,0,12
52.575297,0.727273,282.62,6000,33.62,149.884294,0.2,12
1166.500558,1,73.8,2000,0,324.359117,0,12
1781.739723,1,2289.92,10500,1584.4,446.67084,0,12
2882.954391,1,3591.81,10450,2452.56,768.82697,0,11
4068.162699,1,3387.47,8500,1938.13,1245.153414,0,12
5432.113514,1,793.1,10000,793.1,1290.536388,0,12
24.463674,0.818182,254.37,4000,0,128.455136,0.125,12
202.996947,1,2338.83,7500,2338.83,223.469126,0.666667,12
28.924276,1,324.6,3000,0,174.11997,0.833333,12
7764.210895,1,90,11150,90,2091.528879,0,12
1219.914858,1,0,1500,0,288.438136,0,12
9226.107838,1,2217.94,10500,990.46,4231.06356,0,12
689.697644,1,22.68,11500,0,224.709183,0,12
4158.137668,1,8.4,7500,8.4,1917.458466,0,12
5995.793488,1,0,6500,0,1486.185877,0,12
131.260514,0.5,1109.91,9500,1109.91,89.478836,1,10
288.978275,0.909091,2555.91,5000,694.89,159.547502,1,11
331.686553,1,2289.42,9500,1227.08,188.333341,0,12
1504.334228,0.909091,565,2200,565,471.295665,0,12
1928.971964,1,2061.55,8500,369.55,450.459621,0,12
391.385478,1,0,4000,0,227.924469,0,12
684.658511,1,184.68,2900,0,350.27437,0.4,12
1685.020731,1,0,1800,0,335.731533,0,12
313.87913,1,2746.84,2500,2170,193.157628,0.25,12
619.974954,1,1219.39,2000,464.39,382.658882,0.25,12
1380.728565,1,0,1500,0,515.444012,0,12
40.343354,0.5,318.79,6000,318.79,56.679587,0,10
147.838347,1,0,600,0,250.170305,0,12
69.141919,1,872.94,10000,137.3,167.657169,0.6,12
0.672519,0.090909,388.54,12000,0,24.499337,0,12
4677.021295,1,1798.66,9000,1364.22,1615.317615,0,12
33.31938,0.818182,279.56,3000,0,146.317275,0.285714,12
1748.310383,1,0,2000,0,484.32512,0,12
931.674532,1,2417.91,8000,2303.91,261.268016,0,12
1475.871356,1,826.77,1500,664.21,1332.067827,0,12
992.424289,1,0,1000,0,183.86589,0,9
105.642966,0.818182,916.46,10500,527.78,164.15189,0.444444,12
1156.813935,1,251.38,7500,101.28,367.503207,0.181818,11
3797.995726,1,0,12000,0,1078.537276,0.166667,12
107.452196,1,1196.35,5500,945.79,174.857103,0.5,12
4181.216991,1,1443.33,6000,1443.33,1420.666789,0,12
162.94835,0.545455,400,4000,400,71.377094,0,12
2382.328208,1,899.58,2500,413.28,1212.047288,0,12
55.707056,1,1224.99,7500,0,166.788652,1,12
902.491328,1,0,1800,0,577.463579,0.181818,11
1599.306976,1,112.57,1800,112.57,379.959706,0,12
970.322769,1,0,2000,0,362.565529,0.083333,12
5815.890916,1,1245.33,7000,1245.33,1531.220292,0,12
1738.377115,1,140.2,6500,140.2,591.069406,0,12
21.311946,0.727273,3618.19,15000,2804.79,53.62807,1,12
462.916347,1,270.97,10000,107.15,181.597864,0.083333,12
1281.276331,1,792.14,1500,703.58,706.199917,0,12
632.807858,1,453.91,6000,318.91,228.165965,0,12
2463.60548,1,654,2400,300,3175.27696,0,12
1236.635476,1,540,4000,540,247.620077,0.090909,11
1563.48528,1,1910.13,13000,1852.06,425.204466,0.111111,12
6877.284986,1,687.97,7500,542.97,1898.480847,0,12
598.423093,1,5835.57,9000,3974.7,204.763572,0.916667,12
955.415962,1,1060,2100,1060,213.863185,0,9
847.191896,1,11507.4,10500,5904.78,258.364994,0.833333,12
44.174721,1,290,6000,0,158.281177,0.111111,12
7820.331303,1,80,15000,80,2141.764453,0,12
937.276757,1,45.65,1000,45.65,442.354727,0,12
776.255666,1,6842.23,3500,4938.13,280.509038,0.5,12
815.832195,0.5,211.22,3500,83,168.230369,0,10
4939.64603,1,470.54,10000,139.38,1183.292044,0.083333,12
1053.59473,1,1450,1500,1450,227.143184,0,8
1877.424948,1,170.07,6000,118.2,264.497515,0,6
8.928211,0.727273,105.78,3500,105.78,88.814442,0.5,12
2139.919711,1,330.89,6000,71.4,720.646441,0,12
137.909416,1,897.42,7000,684.12,191.931603,0.083333,12
1301.549278,1,0,1500,0,531.398722,0,12
287.140554,0.636364,316.78,4500,0,248.833196,0,12
26.621291,0.363636,426.83,6000,426.83,88.384521,0,12
6887.915143,1,4340.42,11500,3608.17,1688.710521,0.083333,12
740.382347,1,1672.35,5500,1571.35,287.831911,0,12
2719.526277,1,448.07,3000,448.07,1105.400886,0.083333,12
9.75539,0.909091,219.37,6000,219.37,76.604414,0.25,12
1689.319684,1,724.83,1500,0,3397.732291,0,12
62.053779,0.636364,29.6,6000,29.6,108.744838,0.166667,12
1417.474456,1,144.49,1500,144.49,417.305741,0,12
1613.321542,1,252,1800,252,592.475313,0,12
392.194003,1,788.14,9000,788.14,192.452296,0,12
936.041324,1,1141.24,1200,999.08,2595.332901,0,12
527.761784,1,2702.57,3000,1942.77,188.998017,0.083333,12
1283.402142,1,1286.34,2100,0,2972.477983,0,12
5355.922523,1,2469.28,8000,905.98,2016.38299,0,12
15.236618,0.272727,161.5,3000,161.5,114.337421,0,12
153.003135,1,96.2,9000,0,202.58767,0,12
