nonViolPerPop,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn
3737.89,14870,2.67,1.32,97.73,0.75,0.52,13.36,23.28,11.77,12.94,14986,100,36979,75.94,0.58,55.4,32.67,3.92,23,41315,15576,15677,10055,21518,6935,10795,796,5.37,5.23,17.19,20.49,5.36,59.3,24.08,25.27,11.74,29.72,6.38,24.72,9.01,7.76,3.04,82.83,80.82,92.24,81.55,62.26,63.52,202,1.62,474,0,2.95,8.23,9.92,0,0.09,0.26,0.32,94.54,0.58,3.39,2.64,2.64,2.84,2.01,82.39,0.81,29.15,3,131,97.7,76.8,0.76,38.93,1965,0.89,0.19,65600,84100,104900,39300,232,369,434,202,447,25.5,18.4,11.5,0,0,3.16,73.68,64.07,91.01,96.12,14,1063.3,0.78,0
2839.83,11216,2.37,4.07,93.09,1.92,2.79,11.31,25.34,10.94,14.29,11216,100,31793,77.67,1.02,43.75,30.73,2.5,16.18,39203,17783,17965,13555,12000,19471,10922,691,6.25,6.2,21.19,20.36,3.44,68.73,4.17,19.77,6.36,25.01,10.85,30.95,15.26,13.27,2.99,70.22,69.27,82.31,68.92,73.58,78.5,198,2.43,539,12.99,14.29,29.5,36.36,0.62,0.69,1.42,1.75,93.45,0.67,3.8,2.37,2.35,2.53,2.12,59.62,1.63,53.9,2,726,86.68,55.33,0.55,47.11,1967,1.74,0.51,89600,110900,133500,43900,468,531,595,127,572,27.2,23.5,16,0,0,4.81,54.83,51.97,77.67,91.28,4.2,2685.8,2.89,0
2828.41,34986,2.74,3.23,93.11,3.02,4.01,11.54,26.87,12.24,11.6,34986,100,46057,82.54,0.5,49.01,26.26,3.02,19.82,52367,18297,18400,17649,5855,15742,16890,1076,3.1,8.88,21.69,17,4.04,67.73,20.04,17.57,15.43,24.85,6.32,29.82,8.41,7.41,3.16,83.75,80.93,92.44,83.19,54.96,65.67,386,1.61,2802,7.78,13.13,21.7,28.09,0.62,1.05,1.74,2.25,85.27,1.19,3.76,2.91,2.72,2.92,2.23,76.48,1.22,44.28,3,598,95.52,71.32,2.68,20.23,1964,0.52,0,132400,156800,190700,58300,496,580,667,171,658,22.8,22.3,14.2,0,0,8.01,66.34,63.34,80.85,89.88,16.7,2092.8,8.87,0
1333.11,17076,3,2.66,93.63,2.04,3.01,11.51,22.73,10.95,11.34,13468,78.87,69917,81.95,1.86,72.09,23.95,2.11,18.07,80184,31655,33061,5928,8702,24000,4502,497,3.26,2.75,7.21,55.95,3.96,58.9,18.81,35.68,3.68,55.38,9.03,32.28,8.57,8.81,3.09,87.44,85.41,94.89,86.83,53.77,63.55,45,0.38,1126,9.06,19.8,29.75,35.97,0.6,1.31,1.96,2.37,91.94,0.73,3.42,2.69,2.69,2.83,2.17,82.25,0.37,25.94,3,224,96.21,77.97,1.79,37.5,1956,0.11,0.14,234600,310600,441000,206400,545,811,1001,456,877,25.4,19.5,12.7,0,0,6.59,56.25,58.21,79.61,89.28,25.8,661.4,5.9,0
1579.19,10603,2.6,0.61,90.3,8.42,3.51,10.01,20.17,9.22,17.23,10603,100,52126,76.55,1.11,67.2,34.72,1.97,21.48,59057,23059,23557,25597,0,17879,26020,252,2.38,5.34,13.63,39.14,2.93,65.28,12.56,30.15,6.4,40.97,4.29,26.31,7.13,5.81,3.07,89.21,88.61,98.15,87.56,54.04,66.87,21,0.29,1784,14.13,16.93,24.55,28.7,2.38,2.85,4.13,4.83,80.83,2.72,3.65,2.72,2.59,2.8,2.02,79.22,1.72,36.1,3,82,98.03,73.38,2.44,20.73,1948,0,1.23,196300,224000,252700,56400,548,716,866,318,765,28.1,23.5,18,0,0,16.83,41.33,71.54,85.8,89.41,2,5428.5,16.12,0
6854.13,12822,3.2,1.07,71.46,0.47,83.47,18.62,28,14.12,12.89,0,0,14994,59.71,1.52,23.39,37.41,19.94,21.82,17147,6619,7375,1443,1657,16243,4946,5512,43.13,36.43,51.9,9.47,19.22,40.11,12.71,22.95,12.13,20.53,7.89,31.2,12.84,10.6,3.66,63.83,56.55,69.14,66.1,43.03,52.44,666,5,4425,16.07,25.27,31.14,37.38,5.55,8.72,10.75,12.9,19.63,18.63,14.54,11.49,3.17,3.2,3.12,63.79,11.92,44.25,3,316,92.7,63.15,4.11,43.99,1952,13.44,1.03,31300,45700,63100,31800,115,207,288,173,273,29.6,22.9,13.6,0,0,34.29,46.66,55.97,78.65,84.96,4.9,2616.7,0.17,0
7502.41,41711,3.28,29.58,57.37,3.96,19.33,29.2,49.87,35.94,8.48,41711,100,28289,78.65,0.72,33.31,25,10.16,11.84,32966,11252,12735,9591,12237,9675,7647,7561,21.96,15.92,34,23.41,8.85,57.84,15.94,32.03,15.01,23.85,7.62,61.76,9.73,8.74,3.25,50.14,42.94,59.12,44.96,67.51,73.06,2757,12.96,6989,24.7,37.73,50.91,63.13,4.14,6.32,8.53,10.58,72.41,7.03,10.59,6.86,2.7,2.71,2.69,32.54,10.53,65.85,2,845,93.77,32.33,7.46,31.01,1949,8.98,1.69,95600,126700,157000,61400,407,569,723,316,640,29.9,28,18.9,105,17,16.76,50.29,38.48,60.05,83.44,5.4,7709.4,12.35,4.84
14008.32,26866,2.88,23,66.37,0.9,35.28,14.33,30.07,14.93,9.71,26866,100,20594,75.83,1.3,23.64,20.96,11.17,11.96,22980,9757,11820,5741,5823,8255,5673,7843,29.91,22.93,44.42,8.52,7.11,59.99,4.48,14.74,16.29,13.8,13.12,34.42,16.82,14.95,3.28,54.14,47.75,54.12,50.57,50.19,59.85,2848,14.15,5326,16.18,37.7,50.41,68.21,3.21,7.47,9.99,13.52,61.19,13.15,10.2,7.47,2.83,2.58,2.98,35.32,18.26,75.77,2,1458,86.47,38.68,3.16,14.95,1973,17.87,0.13,52700,67300,89700,37000,224,328,408,184,410,30.2,22.2,12.7,29,5,19.82,33.7,33.71,73.89,79.03,12,2232.9,2.52,0
9307.97,11886,2.57,0.39,87.04,3.87,15.3,16.12,35.49,18.9,9.93,11886,100,21183,77.04,0.43,30.03,26.27,9.85,16.74,23681,9631,10035,15000,4002,7044,6943,2446,20.7,8.54,26.28,13.24,7.12,63.96,17.96,16.94,20.05,16.57,13.58,30.6,16,14.83,3.17,62.31,61.02,69.36,66.5,60.47,65.88,242,2.57,930,18.92,30.65,49.35,62.47,1.48,2.4,3.86,4.89,85.66,3.43,7.92,5.29,2.56,2.81,2.4,44.3,7.67,67.16,2,342,93.12,40.5,3.8,16.96,1969,7.58,0.86,46700,58300,71300,24600,252,286,336,84,347,23.4,21.9,12.8,0,4,7.82,66.99,41.09,79.34,86.86,3.6,3346.3,3.72,0
3459.04,36291,3.29,56.07,39.68,1.92,5.3,16.24,27.52,13.86,6.63,36291,100,47121,91.96,0.64,38.61,21.51,4.48,25.01,48756,15774,17385,14957,9258,10673,12254,1614,4.47,2.84,15.27,19.78,5.61,71.26,16.19,24.88,13.08,25.62,7.27,31.31,12.43,9.98,3.5,75.95,66.38,90.56,78.71,76.53,81.17,1161,4.06,2419,4.63,11.7,21.37,25.84,0.31,0.78,1.42,1.72,88.56,1.27,10.09,8.84,3.29,3.24,3.94,92.36,2.68,7.02,3,192,98.29,93.63,7.81,38.02,1964,1.82,0.2,82700,95800,116700,34000,595,699,813,218,910,28.8,22.1,13.5,0,0,6.67,34.71,62.87,78.11,87.74,8,4547.1,4.94,0
6682.63,38386,2.61,72.13,26.56,0.75,1.23,12.75,27.11,13.68,13.6,38386,100,21309,73.47,0.55,21.44,32.36,12.38,23.39,27243,10547,15150,8859,7020,12730,8181,7359,20.3,17.42,37.76,13.54,8.45,54.17,15.6,29.62,20.76,17.58,14.18,40.16,16.86,15.65,3.09,45.86,37.26,51.46,57.54,64.08,73.6,4101,12.99,707,12.31,20.93,20.93,25.88,0.23,0.39,0.39,0.48,95.73,0.59,6.5,4.2,2.46,2.54,2.39,52.43,4.3,52.56,2,1466,90.95,50.86,10.91,46.45,1962,14.22,0.63,37100,52000,69700,32600,164,257,346,182,360,27.7,21.4,12.7,10,10,1.84,74.23,53.24,78.54,91.07,23.7,1619.7,3.58,0
3343.72,24512,2.83,0.2,97.64,1.17,2.49,13.33,25.81,11.3,8.36,24512,100,46197,85.98,0.64,54.07,18.97,1.78,10.65,50977,17681,17753,8469,0,15159,11196,521,2.15,3.53,11,28.5,3.27,71.89,21.77,21.11,9.74,32.42,7.42,24.62,10.28,8.91,3.26,85.62,86,90.53,85.62,51.82,65.03,99,0.58,1033,11.62,18.49,25.94,28.94,0.49,0.78,1.09,1.22,93.65,0.79,4.49,3.46,2.81,3,2.27,78.88,1.38,35.19,3,322,96.41,73.85,0.62,25.47,1971,0.97,0.02,99200,119600,145600,46400,462,557,639,177,640,25.4,23.9,12.9,5,0,4.21,66.57,46.72,68.86,88.47,14.6,1674.3,5.18,0
2561.76,23229,3.42,11.49,77.75,6.04,10.46,12.28,31.36,14.01,3.15,23229,100,53710,91.86,0.9,48.86,11.54,4.19,11.37,55924,17056,19305,5883,9684,16258,10668,794,4.23,1.9,14.13,24.07,3.52,59.36,14.86,16.05,7.69,30.94,13.11,38.1,14.43,13.69,3.2,82.44,80.04,90.2,82.85,66.41,72.22,1030,6.51,1928,7.94,14.83,25.99,32.57,0.66,1.23,2.16,2.7,86.56,1.48,5.32,4.13,2.86,2.96,2.69,67.22,2.59,26.14,3,190,97.28,65.13,0,11.05,1972,0.6,0.09,207500,240900,304200,96700,702,811,931,229,884,26.5,26.6,12.3,0,0,8.3,55.25,37.34,59.44,85.53,8.9,2618.2,2.12,0
4674.45,36701,2.55,20.01,76.76,1.5,7.36,11.36,23.9,11.29,17.89,36701,100,35911,74.02,0.3,47.87,35.94,6.09,20.49,42634,16308,17418,13048,11204,14454,13246,2049,5.63,13.14,31.78,12.16,6.69,59.11,23.78,17.99,18.8,19.77,8.28,31.38,10.24,9.33,3.09,73.35,69.1,86.42,72.98,56.98,68.58,1058,3.99,5861,9.49,18.53,24.83,31.53,1.51,2.96,3.96,5.04,74.38,4.38,4.9,3.39,2.53,2.68,2.31,64.64,3.18,48.67,3,548,96.33,61.22,1.09,40.15,1953,2.09,0.1,126500,151800,175800,49300,411,528,637,226,594,25.1,23.5,15.4,0,0,15.97,62.65,68.53,88.45,94.29,11.2,3278.7,5.81,9.68
4287.54,41036,2.54,45.35,53.97,0.44,0.57,14.6,26.21,12.93,14.76,0,0,18004,67.92,0.33,27.3,33.93,12.46,15.17,23245,10670,15261,5148,1866,25286,9695,11060,27.76,13.01,31.39,15.85,9.45,51.77,15.97,26.6,14.82,24.85,12.41,31.15,15.74,14.29,3.11,54.92,48.53,58,55.77,65.4,70.59,3258,9.15,188,12.23,20.21,36.17,42.55,0.06,0.09,0.17,0.19,97.61,0.13,6.2,4.14,2.46,2.49,2.42,58.4,4.22,45.87,3,1570,91.15,57.69,4.71,50.83,1961,10.34,0.98,31600,45900,67200,35600,124,213,295,171,284,26.5,18.3,12.9,29,24,0.46,79.02,56.39,85.84,91.15,36.9,1111.6,0.52,0
6748.39,15223,2.25,1.01,90.52,5.02,9.08,10.2,28.13,11.27,8.9,15223,100,46352,85.52,1.04,52.89,17.23,2.22,12.82,53215,23583,24345,18792,21006,17401,20132,643,4.25,3.04,9.6,32.49,3.32,73.78,30.11,14.71,5.89,42.72,12.87,36.94,17.11,15,2.88,73.51,73.41,92.32,68.29,58.06,70.01,64,0.74,1993,17.01,20.07,30.16,35.83,2.23,2.63,3.95,4.69,85.7,2,3.63,2.04,2.25,2.54,2.05,45.67,3.85,67.15,2,417,94.2,40.4,0.72,14.39,1960,1.79,0.19,295400,357300,436600,141200,611,754,954,343,800,25.3,27.6,10.7,0,0,13.09,44.5,39.12,80.62,85.31,5.7,2648.4,0.72,0
6476.47,44922,2.63,14.49,82.31,2.79,0.8,20.71,38.51,24.46,8.8,0,0,26394,81.02,1.11,36.1,21.71,5.47,11.74,35633,12983,14030,7551,10886,10868,12255,6525,15.99,10.5,23.03,27.24,5.97,64.7,19.64,25.58,15.19,27.63,8.6,40.91,12.4,10.61,3.02,70.01,66.06,80.64,68.79,69.2,74.64,1569,5.68,1315,22.51,38.33,52.62,61.06,0.66,1.12,1.54,1.79,95.34,0.86,3.24,1.98,2.38,2.63,2.15,52.6,2.5,53.5,2,1598,91.46,47.57,2.32,20.34,1974,5.05,0.43,57400,78200,103800,46400,263,326,393,130,388,27.2,20.9,13.1,44,2,2.93,63.58,36.57,65.04,84.18,31.5,1428.3,0.09,0
453.77,13051,2.79,33.74,65.55,0.39,0.45,26.91,40.37,29.39,12.15,0,0,17254,71.4,1.93,29.09,28.39,14.47,11.71,25806,9400,11695,4729,17170,16840,4020,3429,30.22,15.64,32.68,22.56,7.55,51.65,15.7,31.94,16.67,27.13,6.92,46.08,9.86,8.55,3.1,60.15,52.95,57.63,62.35,60.89,68.25,815,8.36,214,40.19,40.19,44.39,64.49,0.66,0.66,0.73,1.06,95.42,0.2,5.5,3.39,2.41,2.56,2.23,58.29,3.67,47.99,3,466,90.95,54.95,0,26.61,1972,10.34,0.61,36300,53000,77800,41500,129,190,246,117,245,29.7,15.3,12.3,4,0,1.64,76.02,47.54,69.73,85.71,24.5,533,0,0
2831.8,38518,2.8,0.91,97.97,0.68,1.32,13.69,24.95,12.5,11.01,33788,87.72,47106,83.39,1.08,57.24,27.61,2.77,17.91,52833,19954,20026,18182,23000,17198,22516,1067,2.8,8.09,20.84,21.82,3.83,70.49,23.14,22.24,11.87,29.02,5.95,28.13,8.62,7.33,3.17,85.72,84.36,96.1,87.08,65.74,77.59,173,0.62,2324,2.58,4.13,7.36,10.67,0.16,0.25,0.44,0.64,88.38,1.06,3.48,2.75,2.78,2.88,2.33,83.7,0.9,33.08,3,484,96.6,80.58,1.45,36.57,1966,0.86,0.08,146600,178500,224600,78000,359,517,649,290,593,22.9,21.4,12.9,0,0,6.03,70.17,64.94,88.01,94.88,37.3,1033,0.46,0
7681.65,50627,2.51,18.08,80.73,0.61,0.94,13.65,27.64,13.77,13.49,50627,100,22591,71.73,0.29,36.46,29.9,11.51,18.4,28504,11774,12516,7566,9566,38335,5973,8474,17.83,11.21,30.3,12.97,8.76,51.9,28.69,21.32,22.43,20.92,12.21,32.73,15.92,14.12,3,64.22,60.25,70.81,69.94,57.97,64.34,1881,4.71,1391,6.47,9.71,10.93,12.94,0.18,0.27,0.3,0.36,94.6,0.57,4.22,2.72,2.36,2.51,2.15,61.7,1.66,49.08,3,1712,92.19,58.03,7.48,44.86,1953,9.14,0.34,28800,42300,65200,36400,199,257,310,111,336,25.3,17,12.9,30,0,2.75,74.51,52.23,84.27,94.21,28.9,1749.7,1.27,0
5381.64,67153,2.67,55.3,39.76,1.84,7.8,12.81,26.3,12.37,13.13,67153,100,34850,78.36,0.28,34.21,28.42,9.57,15.5,41120,15835,19012,13783,16171,15398,11833,7823,11.8,11.54,29.22,20.41,7.41,60.93,12.13,31.02,11.64,27.42,9.61,37.7,13.81,11.96,3.25,57.46,50.89,67.87,58.68,60.28,70.55,4765,9.55,14637,13.57,24.01,34.23,44.79,2.96,5.23,7.46,9.76,80.18,4.15,8.48,5.7,2.64,2.98,2.43,41.6,8.62,66.37,2,1057,95.97,36.76,5.39,41.25,1939,5,0.54,168200,227200,291000,122800,354,480,626,272,532,24.5,23.6,16.6,112,0,21.8,57.98,65.5,86.36,93.34,4.5,14786.2,25.7,0
2721.06,21847,2.92,17.14,81.71,0.92,0.48,17.83,30.86,16.52,7.45,21847,100,36770,87.63,1,42.8,18.35,3.8,14.75,42144,14677,16374,6592,0,15987,8881,1974,9.48,4.37,13.22,38.29,3.37,70.5,9.57,32.53,7.43,35.55,6.55,30.77,11.35,9.11,3.21,76.53,74.47,81.25,77.03,63.43,76.48,567,3.9,389,39.85,53.98,53.98,58.35,0.71,0.96,0.96,1.04,96.28,0.35,3.92,3.04,2.78,2.95,2.41,72.5,2.99,33.11,3,427,94.61,68.26,0.94,26.7,1976,2.6,0.37,60700,73400,92800,32100,292,350,413,121,438,25.6,18.1,12.3,0,0,1.78,70.21,46.9,75.27,88.08,24.7,885.5,0.24,0
10452.52,84770,2.66,21.44,73.36,3.94,4.4,25,42.46,29.33,8.45,84770,100,21077,81.3,0.66,42.63,19.62,6.55,12.39,31321,11549,13322,6267,11591,8622,8256,19860,26.33,5.08,15.16,40.49,6.59,55.61,4.65,48.76,6.16,38.51,7.94,52.7,12.54,10.29,2.98,64.19,59.11,73.3,69.09,59.6,68.72,3666,8.01,6908,30.37,42.72,55.34,62.35,2.47,3.48,4.51,5.08,88.85,0.92,4.01,2.26,2.35,2.54,2.18,50.9,4.91,52.33,2,2684,92.24,47.1,5.55,33.01,1969,5.89,0.45,47800,63800,88800,41000,222,305,411,189,383,33.2,19.5,12.1,35,7,8.15,43.16,34,55.72,81.04,36.1,2347.4,2.7,8.33
7240.37,12345,2.51,0.83,94.67,3.37,1.86,12.64,24.29,11.44,11.34,12362,100,37159,80.99,0.59,52.06,26.53,2.5,17.16,46275,17764,17929,19167,15260,13492,16721,443,3.63,2.41,10.01,27.18,3.3,69.35,18.3,22.71,9.76,33.13,10.17,26.67,14.44,12.42,3,78.76,79.29,96.03,76.55,50,70.2,85,0.94,796,5.03,7.91,13.69,20.98,0.32,0.51,0.88,1.35,93.27,0.52,3.7,2.56,2.48,2.71,2.06,71.3,2.03,48.33,3,227,95.59,65.36,0.88,14.1,1978,0.93,0,126000,156800,196500,70500,402,507,626,224,573,24.7,21.9,10.9,0,0,6.44,50.66,42.69,71.74,86.92,5.5,2241.3,6.84,0
2857.37,12756,2.44,22.62,76.87,0.36,0.35,12.94,21.61,10.53,19.79,0,0,21319,60.37,0.23,36.1,45.01,8.85,22.46,28927,13149,14871,6185,30000,45390,8119,2487,19.92,12.26,29.67,17.34,5.75,46.99,7.85,27.3,11.38,30.62,9.46,24.97,11.13,10.42,3.01,70.42,63.1,70.59,75.95,52.44,60.18,330,2.91,178,0,0,7.3,11.24,0,0,0.1,0.16,97.11,0.09,4.28,2.88,2.39,2.43,2.29,71.3,1.68,39.72,3,770,87.18,70,2.21,65.84,1945,7.96,0.58,27300,44700,67000,39700,143,213,287,144,278,30.9,17,11.7,9,0,1.4,70.09,68.32,87.72,91.24,8.7,1461.5,1.25,0
5340.87,13547,2.89,3.37,69.91,0.9,62.11,17.16,30.01,14.73,10.42,0,0,19899,71.67,1.7,21.94,26.44,13.05,10.29,22103,8100,9555,6437,8271,171,5338,4021,30.32,24.37,39.63,12.4,12.12,52.53,8.22,25.16,10.63,20.87,10.35,29.18,14.36,12.48,3.46,67.76,63.45,87.82,74.12,50.57,60.14,279,2.35,309,4.85,8.09,11,20.71,0.11,0.18,0.25,0.47,48.92,6.66,9.83,7.1,2.84,2.93,2.73,60.11,9.64,50.28,2,802,85.39,58.39,5.61,67.21,1964,15.91,0.87,26000,37800,52100,26100,135,227,317,182,316,26.2,23.3,14.1,0,0,2.28,82.26,54.05,79.72,94.06,6.3,2142.2,0,0
5932.26,14698,2.68,0.33,96.88,1.2,2.16,14.7,27.81,13.51,10,14698,100,28687,80.6,0.6,37.09,23.22,4.6,15.65,31872,12106,12201,0,16715,5788,9477,1323,9.25,6.13,19.12,12.76,3.41,65.91,20.03,21.5,19.12,19.9,11.67,28.15,16.02,13.96,3.12,72.8,71.11,82.08,70.61,56.84,66.62,168,1.52,359,12.81,12.81,23.12,25.35,0.31,0.31,0.56,0.62,95.1,0.54,4.86,3.41,2.62,2.79,2.39,59.84,3.81,45.36,3,196,96.55,56.11,2.04,24.49,1968,2.66,0.18,48900,61200,73500,24600,294,368,442,148,438,24.7,21.1,13.8,0,0,2.44,54.65,45.1,75.46,86.1,4.9,3024.3,2.52,4.49
2706.47,33685,2.42,0.88,96.09,1.39,5.21,12.43,24.93,11.73,10.75,33661,100,34006,80.9,0.58,50.4,22.46,3.74,16.07,43656,18360,18535,18581,10730,11136,11036,2432,7.34,2.63,10.15,35.7,4.62,67.42,14.3,25.39,7.83,36.19,11.16,27.61,15.79,13.59,2.97,74.6,74.33,83.77,77.21,68.89,75.48,305,1.17,1032,12.79,21.41,26.26,35.85,0.39,0.66,0.8,1.1,94.21,0.99,3.35,2.22,2.39,2.65,1.98,67.24,1.77,45.78,3,873,94.09,60.6,0.34,21.42,1970,2.05,0.13,80400,97700,127000,46600,293,379,481,188,429,27,22.3,11.8,0,0,3.07,37.11,45.47,67.85,84.19,12.8,2636.6,2.57,0
5759.96,11265,2.39,0.04,98.85,0.47,0.83,11.61,20.79,8.76,17.63,0,0,24091,71.82,2.64,51.14,36.74,5.88,12.88,30546,12032,12149,6820,5437,2180,10185,1204,11,12.48,23,15.97,4.67,59.85,27.3,23.44,19.26,24.25,7.88,21.94,10.2,9.14,2.94,78.26,78.61,75.3,87.16,67.62,79.43,141,1.39,86,0,0,0,6.98,0,0,0,0.05,98,0.06,2.91,1.91,2.33,2.54,1.81,78.51,0.78,42.31,3,272,94.55,72.27,1.1,48.9,1953,2.08,0.16,32900,47600,66600,33700,162,222,303,141,268,22.9,19.8,13,0,0,0.76,72.91,59.13,85.23,93.95,14.9,755.9,0.25,0
2321.27,35309,2.81,2.84,93.55,3.18,1.35,12.79,26.81,11.76,5.75,31970,90.52,51676,91.04,0.32,54.83,15.37,1.17,10.78,56404,19986,20103,22337,25836,14416,15799,787,2.24,3.04,9.91,37.19,2.47,75.42,14.55,24.96,5.9,37.67,7.14,27.69,10.44,8.85,3.26,86.22,85.71,96.92,85.24,56.98,67.53,205,1,1964,16.45,20.62,26.17,30.75,0.91,1.15,1.46,1.71,91.96,0.93,4.16,3.16,2.8,3.01,2.11,82.22,0.83,29.64,3,706,94.68,76.36,0.85,20.54,1980,0.18,0.22,119300,145600,173500,54200,557,655,803,246,738,27.1,23.6,13.4,0,0,5.56,40.77,49.07,67.48,83.81,30.6,1153.7,5.46,0
4214.39,61945,4.38,23.65,23.96,2.22,70.33,19.35,35.77,18,4.57,61945,100,25961,79.31,0.26,13.03,16.16,16.62,10.92,26439,7260,7543,10006,5553,7439,6049,13291,21.84,35.64,59.08,3.91,12.46,53.9,35.24,12.98,35.32,11.1,7.35,42.97,12.45,9.89,4.53,66.58,59.34,75.03,73.89,45.57,50.31,4628,10.37,27216,18.18,27.69,36.14,50.37,7.99,12.16,15.88,22.13,32.36,25.73,32.47,27.81,4.29,4.38,4.2,49.23,46.84,77.12,2,367,97.47,48.17,5.18,24.52,1954,7.16,1.2,107100,136000,162600,55500,419,502,607,188,553,32.3,29.3,12.2,57,0,43.94,40.2,51,88.63,90.12,5,12310.2,6.21,0
6706.01,19661,2.58,9.31,88.42,1.17,2.31,11.32,24.35,11.22,15.45,19661,100,33817,78.69,0.79,52.19,28.9,3.1,23.75,39435,14636,14957,12362,6524,12549,12523,1233,6.6,9.96,23.65,15.17,3.75,63.08,11.67,21.46,12.38,24.96,9.74,28.01,10.84,10.31,2.95,78.34,76.49,94.04,81.93,67.84,75.62,157,1.14,688,3.34,3.34,8.72,13.08,0.12,0.12,0.31,0.46,92.14,0.5,2.35,1.72,2.44,2.62,2.01,76.26,0.83,34.95,3,275,96.52,71.17,1.09,11.27,1962,0.85,0.27,60000,75200,92200,32200,263,368,453,190,416,23.9,18.5,12.3,0,0,3.5,82.5,61.99,87.42,95.51,13.7,1435.5,2.48,0
5802.77,11952,2.76,23.44,72.2,1.27,4.48,19.04,29.61,17.47,15.7,0,0,21946,70.07,3.79,40.51,36.1,8.29,13.9,28932,10329,12025,5689,12617,11147,5269,1803,17.24,20.26,35.7,15.58,4.7,54.42,13.63,30.51,15.7,23.79,6.81,37.63,9.95,8.53,3.07,67.85,63.25,76.55,74.2,78.87,82.08,503,5.49,285,8.42,19.65,51.93,67.72,0.2,0.47,1.24,1.61,90.99,1.39,4.69,3.05,2.42,2.45,2.38,61.34,5.01,50.88,2,461,90.38,60.72,2.6,41.43,1971,10.34,0.5,40900,56800,74500,33600,158,268,341,183,339,24.4,19.9,12.5,0,0,2.38,86.04,53.33,80.24,97.63,7.7,1560.3,0.19,0
11091.59,47181,2.21,26.28,71.99,0.68,6.08,8.02,18.34,8.34,28.6,47181,100,31146,59.93,0.57,54.61,48.39,4.44,21.86,36191,21292,26432,7689,16552,17428,10138,5307,11.35,9.78,25.41,21.52,7.2,48.53,7.3,21,8.72,26.09,10.13,25.62,12.17,11.22,2.7,61.66,53.95,71.78,67.55,69.24,73.42,2077,5.48,6745,13.89,30.36,40.33,54.83,1.99,4.34,5.77,7.84,82.75,4.53,5.06,3.19,2.19,2.15,2.3,68.88,5.26,72.68,2,6137,77.71,70.3,2.17,26.66,1975,4.25,0.3,65200,92900,150700,85500,390,513,637,247,599,28.6,24.2,12.9,0,12,14.3,21.92,49.44,74.32,80.69,15.4,3070.1,0.99,0
3577.58,22608,2.91,0.69,98.03,0.43,1.3,14.36,26.88,12.39,6.34,18750,82.94,42549,87.81,0.98,44.73,17.54,5.63,13.94,46578,16750,16833,8975,12763,21196,10504,968,4.36,3.75,16.57,16.76,6.2,67.54,24.3,20.98,14.48,24.36,9.43,26.86,12.04,10.75,3.22,82.93,80.98,92.8,79.86,64.5,71.03,410,2.64,464,8.84,8.84,10.13,11.85,0.18,0.18,0.21,0.24,96.45,0.23,4.46,3.6,2.87,2.91,2.53,90.45,2.06,32.43,3,491,94.06,89.13,0.61,47.66,1970,1.57,0.1,71800,97000,132100,60300,364,457,533,169,543,23.8,17.9,12.9,0,0,2.05,84.3,57.66,87.87,96.67,34.8,648.8,0.18,0
